ticker,STL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-1.2048
2000-01-05,-2.0325
2000-01-06,-0.4149
2000-01-07,0.4167
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,2.9046
2000-01-14,-2.4194
2000-01-18,-0.4132
2000-01-19,-0.4149
2000-01-20,0.4167
2000-01-21,-0.4149
2000-01-24,-0.8333
2000-01-25,0.4202
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,0.4184
2000-02-01,0.0
2000-02-02,0.625
2000-02-03,-0.6211
2000-02-04,0.0
2000-02-07,0.2667
2000-02-08,0.8333
2000-02-09,-1.2397
2000-02-10,1.2551999999999999
2000-02-11,-0.4132
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,-1.6598000000000002
2000-02-17,0.0
2000-02-18,2.5316
2000-02-22,2.0576
2000-02-23,2.4194
2000-02-24,-1.5748
2000-02-25,-4.0
2000-02-28,3.3333
2000-02-29,1.6129
2000-03-01,-1.5873
2000-03-02,1.6129
2000-03-03,0.3968
2000-03-06,-1.1858
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,-0.8
2000-03-13,0.4032
2000-03-14,-0.4016
2000-03-15,0.0
2000-03-16,0.4032
2000-03-17,-0.4016
2000-03-20,1.6129
2000-03-21,1.1905000000000001
2000-03-22,-1.1764999999999999
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,-1.5873
2000-03-29,0.0
2000-03-30,-3.2258
2000-03-31,1.25
2000-04-03,-1.2346
2000-04-04,-0.8333
2000-04-05,0.0
2000-04-06,-0.4202
2000-04-07,3.3755
2000-04-10,-2.8571
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-5.042
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,1.7699
2000-04-24,-0.4348
2000-04-25,4.8035
2000-04-26,0.0
2000-04-27,0.8333
2000-04-28,0.0
2000-05-01,0.8264
2000-05-02,0.8197
2000-05-03,-0.813
2000-05-04,3.6885
2000-05-05,-0.9328
2000-05-08,-1.6
2000-05-09,1.626
2000-05-10,-0.8
2000-05-11,-1.6129
2000-05-12,2.0492
2000-05-15,-1.2048
2000-05-16,0.0
2000-05-17,0.813
2000-05-18,-0.8065
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,0.0
2000-05-24,0.0
2000-05-25,0.813
2000-05-26,-1.6129
