ticker,SPXA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-08-21,9.0909
2008-08-22,-1.6667
2008-08-26,0.0
2008-09-10,-6.7797
2008-09-15,-10.9091
2008-09-18,-18.3673
2008-09-23,-25.0
2008-09-24,0.0
2008-10-07,-33.3333
2008-10-10,-25.0
2008-10-13,6.6667
2008-10-21,56.25
2008-11-03,-4.0
2008-11-04,0.0
2008-11-25,-12.5
2008-12-17,0.0
2008-12-22,-28.5714
2009-01-07,26.6667
2009-01-21,-47.3684
2009-02-04,0.0
2009-02-24,-5.0
2009-03-03,5.2632
2009-03-04,140.0
2009-03-05,-16.6667
2009-03-11,-10.0
2009-03-12,0.0
2009-03-18,5.5556
2009-03-19,0.0
2009-03-20,0.0
2009-03-25,0.0
2009-04-01,-21.0526
2009-04-06,0.0
2009-04-15,-33.3333
2009-04-16,40.0
2009-04-17,7.1429
2009-04-20,40.0
2009-04-23,-23.8095
2009-04-24,18.75
2009-04-27,5.2632
2009-04-28,0.0
2009-04-30,-5.0
2009-05-01,31.5789
2009-05-04,0.0
2009-05-05,0.0
2009-05-07,40.0
2009-05-08,11.4286
2009-05-11,7.6923
2009-05-12,-4.7619
2009-05-13,10.0
2009-05-14,-20.4545
2009-05-15,-2.8571
2009-05-18,29.4118
2009-05-21,-27.2727
2009-05-22,25.0
2009-05-29,-7.5
2009-06-08,0.0338
2009-06-09,-32.4553
2009-06-11,-20.0
2009-06-12,0.0
2009-06-15,0.0
2009-06-16,15.0
2009-06-25,8.6957
2009-06-29,-20.0
2009-06-30,0.0
2009-07-01,45.0
2009-07-06,-13.7931
2009-07-09,-20.0
2009-07-10,0.0
2009-07-13,-25.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-21,-6.6667
2009-08-04,71.4286
2009-08-05,-33.3333
2009-08-06,43.75
2009-08-07,0.0
2009-08-10,-4.3478
2009-08-12,0.0
2009-08-13,4.5455
2009-08-18,0.0
2009-08-19,0.0
2009-08-21,0.0
2009-08-24,-2.1739
2009-08-28,-2.2222
2009-09-01,0.0
2009-09-16,0.0
2009-09-25,-31.8182
2009-09-28,-13.3333
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-05,53.8462
2009-10-13,-20.0
2009-10-14,-12.5
2009-10-21,-25.0
2009-10-22,0.0
2009-10-23,-4.7619
2009-10-29,10.0
2009-10-30,36.3636
2009-11-06,0.0
2009-11-16,0.0
2009-11-17,-6.6667
2009-11-25,0.0
2009-12-03,-7.1429
