ticker,LFGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-23,3.2967
2006-04-03,-10.6383
2006-04-07,-4.7619
2006-04-27,5.0
2006-05-10,0.647
2006-05-11,-9.5238
2006-05-22,0.0
2006-05-26,10.526299999999999
2006-06-07,-4.7619
2006-06-09,0.0
2006-06-12,0.0
2006-06-23,0.0
2006-07-18,0.0
2006-07-21,-10.0
2006-07-24,-2.7778
2006-07-26,0.0
2006-07-31,0.0
2006-08-04,-5.7143
2006-08-07,21.2121
2006-08-09,-2.5
2006-08-10,0.6923
2006-08-18,-2.5641
2006-08-21,2.6316
2006-08-25,2.5641
2006-08-28,0.0
2006-08-29,0.0
2006-08-31,0.0
2006-09-01,0.0
2006-09-14,5.0
2006-09-18,-2.3810000000000002
2006-09-22,2.439
2006-10-11,1.1905000000000001
2006-11-06,3.5993
2006-11-07,-1.7143000000000002
2006-11-08,0.0
2006-11-09,0.0
2006-11-10,0.0
2006-11-14,0.3488
2006-11-16,1.3905
2006-11-17,1.1429
2006-11-22,0.0
2006-11-27,0.0
2006-11-29,0.565
2006-12-06,0.0
2006-12-14,3.3708
2006-12-15,-3.8043
2006-12-18,1.6949
2006-12-22,2.2222
2007-01-08,-2.7174
2007-01-18,-1.1173
2007-01-19,-0.678
2007-01-22,2.9579
2007-01-29,2.4309
2007-02-02,-0.1303
2007-02-20,-2.1739
2007-02-22,1.1111
2007-02-23,-2.3956
2007-02-28,3.0173
2007-03-16,9.2896
2007-03-22,10.0
2007-04-04,-9.0909
2007-04-05,-2.0
2007-04-11,1.0204
2007-04-12,0.0
2007-05-10,11.7659
2007-05-25,-1.8182
2007-06-12,-7.4074
2007-06-19,-1.0
2007-06-25,0.0
2007-06-29,3.0303
2007-07-02,4.902
2007-07-18,0.9346
2007-07-19,-0.9259
2007-07-20,0.9346
2007-07-24,-0.9074
2007-07-30,0.0187
2007-09-28,0.4884
2007-10-05,-2.7856
2007-10-08,0.9615
2007-10-24,4.7619
2007-10-29,0.0
2007-10-30,9.0909
2007-11-26,-7.8881
2007-12-19,-3.6364
2007-12-31,-5.0943
2008-01-02,3.3797
2008-01-23,-1.9231
2008-01-24,-2.451
2008-01-28,2.5126
2008-01-30,-2.451
2008-01-31,2.5126
2008-02-06,-2.9592
2008-02-19,0.6302
2008-02-22,1.0101
2008-02-26,0.0
2008-02-27,0.0
2008-03-10,0.0
2008-03-12,0.0
2008-03-13,-1.0
2008-03-17,-2.9293
2008-03-18,-0.1041
2008-03-19,-4.1667
