ticker,MNGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-05,733.3333
2010-07-16,-1.0
2010-11-10,-69.697
2011-02-01,65.0
2011-02-22,102.0202
2011-02-23,-47.5
2011-02-28,-14.2857
2011-03-07,-11.1111
2011-03-09,-25.0
2011-04-25,50.0
2011-07-08,-33.3333
2011-11-10,70.0
2012-03-07,-41.1765
2012-03-08,0.0
2012-03-12,66.6667
2012-06-06,-30.0
2012-06-11,-28.5714
2012-06-12,-12.0
2012-06-13,-27.2727
2012-06-20,-31.25
2012-06-21,-69.8864
2012-06-22,-24.5283
2012-06-27,0.0
2012-06-29,-24.0
2012-07-02,0.0
2012-07-11,57.8947
2012-07-12,-26.6667
2012-07-17,59.0909
2012-07-18,-25.7143
2012-07-19,0.0
2012-07-20,92.3077
2012-08-06,-60.0
2012-08-08,0.0
2012-08-10,0.0
2012-08-16,0.0
2012-08-20,0.0
2012-08-21,-25.0
2012-08-22,0.0
2012-08-24,-20.0
2012-08-27,37.5
2012-08-28,51.5152
2012-08-29,0.0
2012-08-30,-24.0
2012-09-04,0.0
2012-09-05,31.5789
2012-09-07,-20.0
2012-09-10,25.0
2012-09-11,6.0
2012-09-12,-14.6226
2012-09-13,-16.0221
2012-09-14,-2.6316
2012-09-17,-17.9054
2012-09-18,7.8189
2012-09-19,-21.7557
2012-09-20,-20.4878
2012-09-21,1.8405
2012-09-24,-18.0723
2012-09-25,-27.2059
2012-09-26,29.2929
2012-09-27,-37.5
2012-09-28,0.0
2012-10-01,7.5
2012-10-02,-23.2558
2012-10-03,21.2121
2012-10-04,-2.5
2012-10-05,-7.6923
2012-10-08,-15.2778
2012-10-09,0.0
2012-10-10,-8.1967
2012-10-11,8.9286
2012-10-12,40.9836
2012-10-15,27.907
2012-10-16,-18.1818
2012-10-17,0.0
2012-10-18,-11.1111
2012-10-19,0.0
2012-10-22,-10.0
2012-10-24,-11.1111
2012-10-25,-25.0
2012-10-26,0.0
2012-10-31,-27.0833
2012-11-01,77.1429
2012-11-02,0.0
2012-11-06,-9.6774
2012-11-07,-19.6429
2012-11-08,-17.7778
2012-11-09,0.0
2012-11-12,51.3514
2012-11-15,-8.9286
2012-11-16,5.8824
2012-11-20,-25.9259
2012-11-21,-32.5
2012-11-23,7.4074
2012-11-26,3.4483
2012-11-27,33.3333
2012-11-28,-20.0
2012-11-29,-15.625
2012-11-30,7.4074
2012-12-03,3.4483
2012-12-04,-3.3333
2012-12-05,-10.3448
2012-12-06,0.0
