ticker,DLTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-02,533.3333
2004-12-03,-31.5789
2004-12-14,61.5385
2004-12-16,62.381
2004-12-17,0.0
2004-12-20,-32.2581
2004-12-21,-27.619
2004-12-22,21.0526
2004-12-23,8.6957
2004-12-27,0.0
2004-12-29,1.0
2004-12-30,-5.9406
2004-12-31,1.0526
2005-01-03,-1.0417
2005-01-04,-1.0526
2005-01-05,-1.0638
2005-01-06,-3.2258
2005-01-07,1.1111
2005-01-10,9.8901
2005-01-11,-15.0
2005-01-12,17.647100000000002
2005-01-13,0.0
2005-01-14,0.0
2005-01-18,3.0
2005-01-19,1.9417
2005-01-20,0.0
2005-01-21,4.7619
2005-01-24,-0.9091
2005-01-25,2.7523
2005-01-26,1.7856999999999998
2005-01-27,3.5088
2005-01-28,-0.8475
2005-01-31,-1.7094
2005-02-01,-1.7391
2005-02-02,-4.4248
2005-02-03,8.3333
2005-02-04,-2.5641
2005-02-07,-9.6491
2005-02-08,-2.9126
2005-02-09,0.0
2005-02-10,1.0
2005-02-11,0.9901
2005-02-14,1.9607999999999999
2005-02-15,0.0
2005-02-16,2.8846
2005-02-17,-0.5607
2005-02-18,-1.3158
2005-02-22,1.9048
2005-02-23,-5.6075
2005-02-24,8.9109
2005-02-25,-3.6364
2005-02-28,5.6604
2005-03-02,-3.5714
2005-03-03,0.9259
2005-03-04,-1.8349
2005-03-08,-5.6075
2005-03-09,-0.9901
2005-03-11,4.0
2005-03-14,-1.9231
2005-03-15,-1.9607999999999999
2005-03-16,0.0
2005-03-17,-6.5
2005-03-18,2.6738
2005-03-21,-1.0417
2005-03-22,2.1053
2005-03-23,3.0928
2005-03-24,4.5
2005-03-28,-4.3062000000000005
2005-03-29,0.0
2005-03-31,3.0
2005-04-04,-3.8834999999999997
2005-04-05,1.0101
2005-04-06,-1.0
2005-04-11,0.0
2005-04-12,0.0
2005-04-15,2.0202
2005-04-18,-1.9802
2005-04-19,0.0
2005-04-20,0.5051
2005-04-21,-3.5176
2005-04-22,2.0833
2005-04-25,0.0
2005-04-26,0.0
2005-04-27,4.0816
2005-04-28,-5.8824
2005-04-29,-1.0417
2005-05-02,3.1579
2005-05-03,2.0408
2005-05-04,-1.0
2005-05-05,-3.0303
2005-05-06,2.0833
2005-05-09,0.0
2005-05-10,-1.0204
2005-05-12,0.0
2005-05-13,-4.1237
2005-05-16,-3.2258
2005-05-17,1.1111
2005-05-18,2.1978
2005-05-19,-1.0753
2005-05-20,-5.4348
