ticker,GASE US Equity
2014-04-28,-6.6667
2014-04-29,0.0
2014-04-30,0.0
2014-05-01,-4.7619
2014-05-02,0.0
2014-05-05,5.0
2014-05-06,2.4405
2014-05-07,-2.3242
2014-05-08,4.6996
2014-05-09,9.0909
2014-05-12,3.3333
2014-05-13,0.0
2014-05-14,-15.2722
2014-05-15,0.0297
2014-05-16,14.0946
2014-05-19,3.4662
2014-05-20,-1.2594
2014-05-21,0.0
2014-05-22,-2.0918
2014-05-23,-0.0782
2014-05-27,-14.472
2014-05-28,17.0732
2014-05-29,-20.4167
2014-05-30,4.6466
2014-06-02,-4.4403
2014-06-03,0.0
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,4.712
2014-06-09,-0.5938
2014-06-10,0.0
2014-06-11,-0.9745
2014-06-12,-3.4920999999999998
2014-06-13,0.0
2014-06-17,5.2632
2014-06-18,-10.5
2014-06-19,-8.9385
2014-06-20,-6.7485
2014-06-23,0.0
2014-06-24,0.0
2014-06-25,0.3289
2014-06-26,11.4754
2014-06-27,-11.7647
2014-06-30,0.0
2014-07-01,0.0
2014-07-02,6.6667
2014-07-07,-6.25
2014-07-08,6.6667
2014-07-09,-10.625
2014-07-10,0.0
2014-07-14,-6.993
2014-07-15,-2.2556
2014-07-17,7.6923
2014-07-21,0.0
2014-07-22,-28.4821
2014-07-23,0.0
2014-07-24,0.0624
2014-07-25,29.7567
2014-07-28,-22.9327
2014-07-29,0.0
2014-08-04,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-08,0.0
2014-08-11,9.7941
2014-08-12,-8.9205
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,9.7941
2014-08-18,-18.0682
2014-08-19,2.0804
2014-08-20,0.0
2014-08-21,0.8832
2014-08-22,7.7440999999999995
2014-08-26,-10.0
2014-08-27,0.0
2014-08-29,-10.0
2014-09-02,0.0
2014-09-03,-1.2346
2014-09-08,0.0
2014-09-09,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,-12.5
2014-09-22,25.7143
2014-09-23,0.0
2014-09-24,-17.6136
2014-09-25,0.0
2014-09-26,21.3793
2014-09-29,0.0
2014-09-30,0.0
2014-10-01,0.0
2014-10-03,-20.4545
2014-10-06,0.0
2014-10-08,14.2857
2014-10-13,-25.0
2014-10-15,0.0
2014-10-16,33.3333
2014-10-17,0.0
2014-10-22,-12.5
2014-10-24,-14.2857
2014-10-27,33.3333
2014-10-28,-12.5
2014-10-29,-14.2857
2014-10-31,0.0
2014-11-04,-16.6667
2014-11-05,-20.0
2014-11-06,0.0
2014-11-07,-10.0
2014-11-10,38.8889
2014-11-12,-2.0
2014-11-13,-38.7755
2014-11-14,0.0
2014-11-17,66.6667
2014-11-18,-10.0
2014-11-19,11.1111
2014-11-20,-40.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,0.0
2014-11-28,-16.6667
2014-12-01,20.0
2014-12-03,-3.3333
2014-12-04,0.0
2014-12-05,-24.1379
2014-12-08,31.8182
2014-12-10,0.0
2014-12-11,-28.8793
2014-12-12,31.5152
2014-12-15,-5.9908
2014-12-16,-1.9607999999999999
2014-12-17,-12.0
2014-12-18,36.3636
2014-12-19,-26.6667
2014-12-22,3.6932
2014-12-23,-3.5616
2014-12-26,4.5455
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,-13.0435
2015-01-02,5.3125
2015-01-08,42.4332
2015-01-12,0.0
2015-01-14,-32.9167
2015-01-15,4.6584
2015-01-16,18.6944
2015-01-20,-19.25
2015-01-22,-0.3096
2015-01-27,39.1304
2015-01-28,0.0
2015-01-29,-20.9821
2015-01-30,80.226
2015-02-02,0.3135
2015-02-05,125.0
2015-02-06,-52.9861
2015-02-09,0.1477
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,64.7493
2015-02-13,-15.4879
2015-02-19,-22.0339
2015-02-20,8.6957
2015-02-25,2.0
2015-02-26,37.2549
2015-02-27,-40.7143
2015-03-02,1.2048
2015-03-04,16.9643
2015-03-05,-12.4682
2015-03-06,4.3605
2015-03-09,-0.1393
2015-03-10,-7.3919
2015-03-11,8.1325
2015-03-19,-3.8997
2015-03-20,-3.1884
2015-03-23,7.0359
2015-03-24,-7.4126
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.7553
2015-04-01,-0.7496
2015-04-02,0.0
2015-04-06,0.0
2015-04-07,-3.3233
2015-04-13,0.0
2015-04-14,0.0
2015-04-16,10.0
2015-04-21,0.0
2015-04-24,-9.0909
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-06,0.4688
2015-05-07,0.0
2015-05-11,-22.8616
2015-05-13,0.0
2015-05-14,0.0
2015-05-19,-19.3548
2015-05-20,0.0
2015-05-21,-28.0
2015-05-27,0.0
2015-06-08,38.8889
2015-06-10,-28.0
2015-06-11,0.0
2015-06-15,0.0
2015-06-16,33.3333
2015-06-19,4.1667
2015-06-25,-28.0
2015-06-29,0.0
2015-06-30,38.8889
2015-07-01,0.0
2015-07-02,-28.0
2015-07-08,0.0
2015-07-13,0.0
2015-07-16,11.1111
2015-07-17,-10.0
2015-07-20,0.0
2015-07-21,0.0
2015-07-24,-11.1111
2015-07-27,0.0
2015-07-30,0.0
2015-08-04,-6.25
2015-08-05,0.0
2015-08-06,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-24,0.0
2015-09-08,0.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-22,0.0
2015-10-01,0.0
2015-10-07,33.3333
2015-10-09,-25.0
2015-10-13,6.6667
2015-10-19,0.0
2015-10-22,25.0
2015-10-26,0.0
2015-10-29,0.0
2015-11-03,-25.0
2015-11-10,-6.6667
2015-11-17,-3.5714
2015-11-18,3.7037
2015-11-19,-3.5714
2015-11-20,-40.7407
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-12-02,6.25
2015-12-03,135.2941
2015-12-04,-5.0
2015-12-07,-42.1053
2015-12-08,0.0
2015-12-09,0.0
2015-12-11,6.25
2015-12-14,-5.8824
2015-12-17,0.0
2015-12-18,0.0
2015-12-21,0.0
2015-12-22,63.6364
2015-12-24,-38.8889
2015-12-28,6.25
2015-12-30,-5.8824
2015-12-31,0.0
2016-01-13,9.0909
2016-01-25,8.3333
2016-02-03,23.0769
2016-02-17,-25.0
2016-02-26,13.5417
2016-03-02,-11.9266
2016-03-07,0.0
2016-03-11,5.7292
2016-03-15,-5.4187
2016-03-17,-41.6667
2016-03-21,78.5714
2016-03-22,-51.0
2016-03-31,0.0
2016-04-01,21.4286
2016-04-11,0.8403
2016-04-12,0.0
2016-04-13,-6.6667
2016-04-15,0.0
2016-04-21,64.2857
2016-04-28,-8.6957
2016-05-05,0.0
2016-05-11,-25.5952
2016-05-17,-10.4
2016-05-25,11.607099999999999
2016-05-31,-8.8
2016-06-01,47.3684
2016-06-03,10.119
2016-06-06,28.6486
2016-06-07,-22.6891
2016-06-14,0.0
2016-07-07,0.5435
2016-07-28,-9.1892
2016-07-29,0.0
2016-08-10,10.119
2016-08-18,-9.1892
2016-08-19,-5.9524
2016-08-24,-8.8608
2016-08-25,0.0
2016-08-31,-11.1111
2016-09-06,0.0
2016-09-07,3.125
2016-09-09,-3.0303
2016-09-22,0.0
2016-10-03,3.125
2016-10-10,-1.5152
2016-10-17,-1.5385
2016-10-19,0.0
2016-10-21,3.125
2016-11-04,-3.0303
2016-11-09,0.0
2016-11-14,12.5
2016-11-15,2.0833
2016-11-17,-2.0408
2016-11-18,-33.3333
2016-11-30,0.0
2016-12-01,0.0
2016-12-05,0.0
2016-12-06,34.375
2016-12-08,-25.5814
2016-12-12,0.0
2016-12-14,116.6667
2016-12-16,-46.1538
2016-12-21,-11.607099999999999
2016-12-22,0.0
2016-12-23,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,13.1313
2017-01-06,0.0
2017-01-13,0.0
2017-01-17,0.0
2017-01-24,114.2857
2017-01-25,-33.3333
2017-01-27,38.75
2017-01-30,8.1081
2017-01-31,0.0
2017-02-08,0.0
2017-02-10,33.3333
2017-02-15,0.0
2017-02-17,0.0
2017-02-27,50.0
2017-03-03,0.0
2017-03-07,-25.625
2017-03-09,-10.3641
2017-03-10,50.0
2017-03-13,0.0
2017-03-14,-33.3333
2017-03-20,50.0
2017-03-24,0.0
2017-04-03,-66.6667
2017-04-05,0.0
2017-04-10,0.0
2017-04-27,0.0
2017-05-04,0.0
2017-05-08,200.0
2017-05-09,0.0
2017-05-12,-62.9167
2017-05-18,16.8539
2017-05-19,0.0
2017-06-07,0.0
2017-06-12,130.7692
2017-06-13,0.0
2017-06-14,-56.6667
2017-06-21,0.0
2017-06-30,0.0
2017-07-17,9.2308
2017-07-20,-8.4507
2017-07-26,0.0
2017-07-27,0.0
2017-07-28,115.3846
2017-07-31,-3.5714
2017-08-04,-51.8519
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,0.0
2017-08-24,53.8462
2017-08-29,-57.75
2017-09-14,-40.8284
2017-09-18,0.0
2017-10-02,300.0
2017-10-12,-48.5
2017-11-01,0.0
2017-11-24,-21.3592
2017-11-27,145.679
2017-11-28,33.1658
2017-12-01,-2.6414999999999997
2017-12-04,-68.6047
2017-12-11,4.9383
2017-12-14,217.6471
2017-12-15,-21.8037
2017-12-20,-61.1614
2017-12-22,0.0
2017-12-26,15.7317
2017-12-27,28.2192
2017-12-28,-32.6101
2017-12-29,0.0
2018-01-03,157.3171
2018-01-04,-30.8057
2018-01-05,0.0
2018-01-10,-12.3288
2018-01-16,56.25
2018-01-18,5.0
2018-01-19,-0.4762
2018-01-22,-52.1531
2018-01-24,-15.0
2018-01-29,17.647100000000002
2018-01-30,80.0
2018-01-31,16.6667
2018-02-01,-14.2857
2018-02-02,16.6667
2018-02-05,-12.857099999999999
2018-02-12,-1.6393
2018-02-13,13.8889
2018-02-15,-12.1951
2018-02-20,0.0
2018-02-21,3.8333
2018-02-27,12.3596
2018-02-28,-28.5714
2018-03-05,40.0
2018-03-06,0.0
2018-03-27,-28.5714
2018-03-28,33.3333
2018-03-29,-40.0
2018-04-05,0.0
2018-04-11,116.6667
2018-04-12,-61.5385
2018-04-13,-8.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-24,94.5652
2018-04-26,-5.0279
2018-05-01,-29.4118
2018-05-02,0.0
2018-05-07,41.6667
2018-05-14,-29.4118
2018-05-15,0.0
2018-05-17,0.8333
2018-05-21,32.2314
2018-05-22,-25.0
2018-05-23,0.8333
2018-05-29,-0.8264
2018-05-30,0.0
2018-06-05,-7.5
2018-06-06,-0.9009
2018-06-07,0.0
2018-06-11,4.5455
2018-06-12,-3.4783
2018-06-13,-0.9009
2018-06-18,0.0
2018-06-20,9.0909
2018-06-21,-8.3333
2018-06-25,0.0
2018-06-29,0.0
2018-07-02,8.1818
2018-07-09,-7.563
2018-07-17,73.6364
2018-07-18,-42.4084
2018-07-24,0.0
2018-07-30,6.3636
2018-08-01,-5.9829
2018-08-03,-9.0909
2018-08-14,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-24,25.0
2018-08-27,-20.0
2018-08-29,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-17,50.0
2018-09-18,-1.6667
2018-09-21,-19.322
2018-09-24,-7.563
2018-09-25,-9.0909
2018-10-03,50.0
2018-10-12,-33.3333
2018-10-22,5.0
2018-10-24,21.4286
2018-10-29,-21.5686
2018-11-02,0.0
2018-11-13,0.0
2018-11-21,0.0
2018-11-23,1.0
2018-11-26,-0.9901
2018-12-12,-19.0
2018-12-18,-1.2346
2018-12-21,0.0
2018-12-26,17.5
2018-12-27,-14.8936
2018-12-28,0.0
2019-01-02,1.25
2019-01-03,-1.2346
2019-01-04,1.25
2019-01-15,0.0
2019-01-17,23.4568
2019-01-18,-14.0
2019-02-04,-6.9767
2019-02-14,25.0
2019-02-15,0.0
2019-02-19,-20.0
2019-02-26,25.0
2019-02-28,-39.6
2019-03-11,1.4901
2019-03-20,1.1419
2019-03-25,61.2903
2019-04-01,0.0
2019-04-02,-38.0
2019-04-03,0.4839
2019-04-05,-0.4815
2019-04-09,18.3871
2019-04-12,-15.5313
2019-04-15,6.4516
2019-04-16,1.5152
2019-04-17,8.0597
2019-04-25,22.3204
2019-05-01,1.626
2019-05-02,-3.8889
2019-05-07,14.4509
2019-05-10,0.0
2019-05-13,-21.2121
2019-05-14,2.5641
2019-05-20,0.0
2019-05-30,-28.75
2019-06-03,1.7544
2019-06-04,0.0
2019-06-10,32.8966
2019-06-11,3.7883
2019-06-12,0.0
2019-06-18,-27.6
2019-06-19,0.0
2019-06-20,38.1215
2019-06-26,-31.25
2019-07-18,-4.7273
2019-07-31,20.0382
2019-08-05,4.9285
2019-08-16,5.9091000000000005
2019-08-20,-4.6495
2019-09-13,18.5296
2019-09-16,-24.0506
2019-09-17,3.1667
2019-09-20,13.0856
2019-09-26,12.857099999999999
2019-09-27,-11.519
2019-09-30,-14.1631
2019-10-01,-15.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,-19.6078
2019-10-09,12.1951
2019-10-10,8.6957
2019-10-14,-17.6
2019-10-15,21.3592
2019-10-16,0.0
2019-10-18,-6.0
2019-10-21,36.1702
2019-10-23,-26.5625
2019-10-29,-12.766
2019-11-01,8.7805
2019-11-04,-10.3139
2019-11-06,25.0
2019-11-07,0.0
2019-11-08,-30.0
2019-11-11,42.8571
2019-11-13,0.0
2019-11-18,0.0
2019-11-21,0.0
2019-11-27,0.0
2019-11-29,80.0
2019-12-02,27.7778
2019-12-03,-38.913
2019-12-04,39.5018
2019-12-06,-33.6735
2019-12-09,50.7692
2019-12-11,0.0
2019-12-12,-42.8571
2019-12-16,42.8571
2019-12-17,22.5
2019-12-18,-18.3673
2019-12-20,-32.5
2019-12-27,48.1481
2019-12-30,-23.75
2019-12-31,-11.4754
2020-01-03,0.0
2020-01-08,19.6296
2020-01-13,-18.8854
2020-01-14,-0.7634
2020-01-17,0.0
2020-01-21,80.7692
2020-01-22,-13.0851
2020-01-23,0.3672
2020-01-27,34.1463
2020-01-28,-6.8182
2020-01-29,-34.6341
2020-02-03,-14.9254
2020-02-10,92.9825
2020-02-11,-47.2727
2020-02-12,0.0
2020-02-13,3.4483
2020-02-14,36.6667
2020-02-18,1.2195
2020-02-19,20.4819
2020-02-20,-20.0
2020-02-21,3.75
2020-02-24,20.4819
2020-02-26,11.0
2020-02-27,-9.9099
2020-03-02,40.0
2020-03-03,-29.8357
2020-03-04,-8.3783
2020-03-11,-10.0
2020-03-17,97.5309
2020-03-18,-6.25
2020-03-19,0.0
2020-03-20,-1.3333
2020-03-23,-2.027
2020-03-25,-44.8276
2020-03-26,49.5
2020-03-27,0.3344
2020-03-30,0.0
2020-03-31,-34.1667
2020-04-01,4.7468
2020-04-02,38.9728
2020-04-03,-36.087
2020-04-08,49.6599
2020-04-09,-48.1818
2020-04-13,92.9825
2020-04-14,0.0
2020-04-16,0.0
2020-04-17,-44.5455
2020-04-21,77.0492
2020-04-22,0.0
2020-04-23,-37.037
2020-04-27,58.8235
2020-04-28,-36.1111
2020-04-29,0.0
2020-04-30,66.6667
2020-05-01,-4.3478
2020-05-04,0.0
2020-05-06,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-14,-35.4545
2020-05-18,0.0
2020-05-19,36.6901
2020-05-20,-22.7202
2020-05-21,0.0
2020-05-22,41.3333
2020-05-27,0.9434
2020-05-28,-24.2991
2020-05-29,28.3951
2020-06-01,-21.1538
2020-06-02,1.2195
2020-06-03,1.2048
2020-06-04,-1.1905000000000001
2020-06-05,-9.6386
2020-06-08,33.6667
2020-06-09,-16.2095
2020-06-10,12.5
2020-06-11,5.8201
2020-06-12,0.0
2020-06-15,-0.3
2020-06-16,0.3009
2020-06-17,-14.0
2020-06-18,0.5814
2020-06-19,-15.6069
2020-06-22,-6.1644
2020-06-24,6.5693
2020-06-25,-5.6164
2020-06-29,5.9507
2020-06-30,-7.1233
2020-07-01,0.0
2020-07-02,-4.1298
2020-07-06,-9.2308
2020-07-07,0.0
2020-07-09,22.0339
2020-07-10,1.3889
2020-07-13,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,-10.9589
2020-07-21,12.3077
2020-07-22,0.0
2020-07-23,-10.9589
2020-07-24,3.0769
2020-07-27,8.9552
2020-07-29,-13.4247
2020-07-31,15.5063
