ticker,TOMZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-23,400.0
2008-06-24,-4.0
2008-06-25,-42.7083
2008-06-27,-40.9091
2008-06-30,190.7692
2008-07-01,58.730199999999996
2008-07-07,-1.6667
2008-07-08,0.0
2008-07-09,0.0
2008-07-11,3.3898
2008-07-14,-9.8361
2008-07-17,-7.2727
2008-07-18,7.8431
2008-07-22,7.2727
2008-07-23,-8.1356
2008-07-24,18.0812
2008-07-25,-14.0625
2008-07-28,-8.3636
2008-07-29,-20.634900000000002
2008-07-30,0.0
2008-08-01,-7.5
2008-08-04,5.4054
2008-08-06,-3.5897
2008-08-07,1.0638
2008-08-08,0.0
2008-08-11,47.3684
2008-08-14,-28.5714
2008-08-15,0.0
2008-08-21,0.0
2008-08-22,-10.0
2008-08-26,11.1111
2008-08-28,0.0
2008-09-02,0.0
2008-09-03,0.0
2008-09-10,-47.5
2008-09-11,90.4762
2008-09-12,5.0
2008-09-16,0.0
2008-09-17,30.9524
2008-09-18,1.8182
2008-09-19,-14.2857
2008-09-23,0.0
2008-09-25,-16.6667
2008-09-29,0.0
2008-09-30,0.0
2008-10-01,20.0
2008-10-02,8.3333
2008-10-06,-7.6923
2008-10-07,6.25
2008-10-09,-7.8431
2008-10-10,2.1277
2008-10-13,33.3333
2008-10-14,21.875
2008-10-15,25.641
2008-10-16,-3.2653
2008-10-20,1.2658
2008-10-21,-6.25
2008-10-22,0.0
2008-10-27,-20.0
2008-10-28,4.1667
2008-10-29,0.0
2008-10-30,6.6667
2008-10-31,0.0
2008-11-03,0.0
2008-11-05,25.0
2008-11-06,40.0
2008-11-07,7.2857
2008-11-11,19.8402
2008-11-13,0.0
2008-11-20,0.0
2008-12-11,-11.1111
2008-12-30,-6.25
2008-12-31,-6.6667
2009-01-06,14.2857
2009-01-07,12.5
2009-01-09,0.0
2009-01-21,-5.5556
2009-01-22,0.0
2009-01-27,-5.8824
2009-02-11,-18.75
2009-02-12,23.0769
2009-02-19,12.25
2009-02-24,-5.4566
2009-03-04,0.0
2009-04-08,-41.225
2009-04-24,-19.8397
2009-05-04,-0.25
2009-05-08,0.0
2009-05-22,0.0
2009-06-08,-24.812
2009-06-15,0.0
2009-06-17,-25.0
2009-06-18,2.2222
2009-06-22,-2.1739
2009-06-24,0.0
2009-06-29,0.0
2009-06-30,33.3333
2009-07-14,0.0
2009-07-15,0.0
2009-07-20,100.0
2009-07-24,-16.6667
2009-07-27,0.0
2009-07-29,0.0
2009-07-30,25.0
