ticker,K US Equity
2000-05-24,2.8747
2000-05-25,-5.9879999999999995
2000-05-26,0.8323
2000-05-30,4.8832
2000-05-31,-1.6194
2000-06-01,-1.2346
2000-06-02,0.625
2000-06-05,-2.4845
2000-06-06,-0.6369
2000-06-07,0.8547
2000-06-08,3.178
2000-06-09,-6.3655
2000-06-12,3.8103
2000-06-13,0.7658
2000-06-14,-0.6289
2000-06-15,1.6878
2000-06-16,-3.9419
2000-06-19,-2.1598
2000-06-20,-3.7528
2000-06-21,-2.5229
2000-06-22,0.9412
2000-06-23,6.5268
2000-06-26,0.0
2000-06-27,-2.407
2000-06-28,0.0841
2000-06-29,-0.308
2000-06-30,6.9663
2000-07-03,3.3613
2000-07-05,-1.8293
2000-07-06,-1.2422
2000-07-07,0.0
2000-07-10,-1.0482
2000-07-11,0.4237
2000-07-12,-1.8987
2000-07-13,-0.4301
2000-07-14,0.6479
2000-07-17,-3.8627000000000002
2000-07-18,3.5714
2000-07-19,-0.2155
2000-07-20,-1.5119
2000-07-21,-2.8509
2000-07-24,-0.6772
2000-07-25,1.5909
2000-07-26,-2.9083
2000-07-27,-1.8433000000000002
2000-07-28,-0.939
2000-07-31,-1.6588
2000-08-01,4.0964
2000-08-02,-1.3889
2000-08-03,-1.8779
2000-08-04,0.9569
2000-08-07,-1.4218
2000-08-08,-0.9615
2000-08-09,0.7282
2000-08-10,2.8916
2000-08-11,0.0
2000-08-14,-1.8735
2000-08-15,0.2387
2000-08-16,-0.9524
2000-08-17,0.2404
2000-08-18,-1.9184999999999999
2000-08-21,0.978
2000-08-22,-0.7264
2000-08-23,0.0
2000-08-24,-2.6829
2000-08-25,-1.5038
2000-08-28,0.0
2000-08-29,-2.2799
2000-08-30,-2.6316
2000-08-31,0.2703
2000-09-01,-0.2695
2000-09-05,-0.8108
2000-09-06,-1.0899
2000-09-07,1.3774
2000-09-08,7.6087
2000-09-11,-2.2727
2000-09-12,2.0672
2000-09-13,-1.5190000000000001
2000-09-14,-0.7712
2000-09-15,1.5544
2000-09-18,-2.551
2000-09-19,1.0471
2000-09-20,-3.1088
2000-09-21,1.3369
2000-09-22,2.1108
2000-09-25,-2.3256
2000-09-26,1.5873
2000-09-27,1.0417
2000-09-28,-0.7732
2000-09-29,0.5195
2000-10-02,-1.292
2000-10-03,1.8325
2000-10-04,-1.2852999999999999
2000-10-05,5.4688
2000-10-06,-1.7284000000000002
2000-10-09,1.005
2000-10-10,1.99
2000-10-11,-2.439
2000-10-12,-0.75
2000-10-13,-0.5038
2000-10-16,1.0127
2000-10-17,-4.5113
2000-10-18,-2.6247
2000-10-19,0.8086
2000-10-20,-4.0107
2000-10-23,1.6713
2000-10-24,-0.274
2000-10-25,0.0
2000-10-26,6.8681
2000-10-27,2.8278
2000-10-30,1.5
2000-10-31,0.0
2000-11-01,1.2315
2000-11-02,2.1898
2000-11-03,1.1905000000000001
2000-11-06,1.6471
2000-11-07,-0.6944
2000-11-08,-1.6317
2000-11-09,-1.6588
2000-11-10,0.4819
2000-11-13,-2.6379
2000-11-14,-4.6798
2000-11-15,4.3928
2000-11-16,5.6931
2000-11-17,1.171
2000-11-20,1.8519
2000-11-21,3.4091
2000-11-22,-1.0989
2000-11-24,-3.5556
2000-11-27,-1.3825
2000-11-28,-4.1963
2000-11-29,-1.2315
2000-11-30,-1.7456
2000-12-01,0.7614
2000-12-04,2.5189
2000-12-05,-6.1425
2000-12-06,0.2618
2000-12-07,1.8277
2000-12-08,-2.0513
2000-12-11,-1.8325
2000-12-12,-0.2667
2000-12-13,6.1497
2000-12-14,-3.0227
2000-12-15,1.2987
2000-12-18,2.5641
2000-12-19,5.25
2000-12-20,-1.6627
2000-12-21,0.4831
2000-12-22,-0.7212
2000-12-26,0.2421
2000-12-27,0.4831
2000-12-28,1.4423
2000-12-29,-0.4739
2001-01-02,0.2381
2001-01-03,0.0
2001-01-04,-4.9881
2001-01-05,1.75
2001-01-08,0.9828
2001-01-09,2.9196999999999997
2001-01-10,0.2364
2001-01-11,-2.8302
2001-01-12,-0.4854
2001-01-16,2.1951
2001-01-17,0.9547
2001-01-18,-0.2364
2001-01-19,-3.3175
2001-01-22,-0.9804
2001-01-23,1.2376
2001-01-24,2.2005
2001-01-25,-0.7177
2001-01-26,3.1325
2001-01-29,-1.9439
2001-01-30,0.9912
2001-01-31,-1.0948
2001-02-01,2.9771
2001-02-02,0.2595
2001-02-05,1.9593
2001-02-06,-1.0877
2001-02-07,1.173
2001-02-08,0.471
2001-02-09,0.6491
2001-02-12,0.5016
2001-02-13,0.1783
2001-02-14,-3.9146
2001-02-15,0.4444
2001-02-16,1.8437000000000001
2001-02-20,-0.9776
2001-02-21,-0.9141
2001-02-22,-0.2214
2001-02-23,0.037
2001-02-26,0.7486
2001-02-27,-2.3704
2001-02-28,0.8725
2001-03-01,5.0019
2001-03-02,-3.0086
2001-03-05,0.5539
2001-03-06,0.2203
2001-03-07,-0.8794
2001-03-08,0.9612
2001-03-09,0.3295
2001-03-12,-1.4599
2001-03-13,2.2222
2001-03-14,-1.8841
2001-03-15,1.6248
2001-03-16,-0.5451
2001-03-19,-1.2422
2001-03-20,-2.4047
2001-03-21,-1.4405000000000001
2001-03-22,0.3077
2001-03-23,0.7669
2001-03-26,-0.1522
2001-03-27,0.6098
2001-03-28,1.4015
2001-03-29,0.523
2001-03-30,0.4459
2001-04-02,-0.9989
2001-04-03,-2.7653
2001-04-04,3.7663
2001-04-05,-1.8889
2001-04-06,0.2265
2001-04-09,0.7156
2001-04-10,-1.9447
2001-04-11,-0.6484
2001-04-12,2.9942
2001-04-16,-2.9445
2001-04-17,1.6513
2001-04-18,-3.4756
2001-04-19,2.4657999999999998
2001-04-20,-3.6287000000000003
2001-04-23,2.2592
2001-04-24,-2.4031000000000002
2001-04-25,1.1517
2001-04-26,0.0393
2001-04-27,0.0785
2001-04-30,0.0
2001-05-01,0.3529
2001-05-02,-0.0391
2001-05-03,-1.0946
2001-05-04,1.7391
2001-05-07,0.1943
2001-05-08,-0.3102
2001-05-09,-0.4278
2001-05-10,0.625
2001-05-11,-0.2717
2001-05-14,-0.7396
2001-05-15,-0.4706
2001-05-16,3.2702999999999998
2001-05-17,-2.7089
2001-05-18,-0.6667
2001-05-21,3.8295
2001-05-22,-1.1027
2001-05-23,-0.9612
2001-05-24,1.3199
2001-05-25,-0.1916
2001-05-29,2.1977
2001-05-30,-0.7964
2001-05-31,2.1407
2001-06-01,-0.3743
2001-06-04,-0.1503
2001-06-05,0.5643
2001-06-06,-0.1496
2001-06-07,-0.2997
2001-06-08,-0.7516
2001-06-11,1.2495
2001-06-12,1.1593
2001-06-13,-0.1848
2001-06-14,0.0
2001-06-15,3.037
2001-06-18,-1.8692
2001-06-19,1.3919000000000001
2001-06-20,2.8179
2001-06-21,1.3703
2001-06-22,-0.8666
2001-06-25,-0.8741
2001-06-26,2.0106
2001-06-27,-1.3831
2001-06-28,1.3324
2001-06-29,0.346
2001-07-02,2.4483
2001-07-03,0.6732
2001-07-05,-0.0334
2001-07-06,0.6355
2001-07-09,-0.0665
2001-07-10,-1.8956
2001-07-11,0.2034
2001-07-12,0.5413
2001-07-13,-1.2786
2001-07-16,0.1363
2001-07-17,2.0762
2001-07-18,0.4001
2001-07-19,1.6938
2001-07-20,0.0653
2001-07-23,-2.0888
2001-07-24,-2.7
2001-07-25,2.8092
2001-07-26,-1.866
2001-07-27,-1.1885
2001-07-30,0.4811
2001-07-31,2.8386
2001-08-01,1.4633
2001-08-02,0.3605
2001-08-03,-0.9798
2001-08-06,-1.3193
2001-08-07,0.2674
2001-08-08,-0.6667
2001-08-09,1.8792
2001-08-10,-1.1199
2001-08-13,0.2332
2001-08-14,-0.3323
2001-08-15,2.1673999999999998
2001-08-16,-0.2937
2001-08-17,2.7823
2001-08-20,1.1783
2001-08-21,4.1863
2001-08-22,1.3897
2001-08-23,-3.1585
2001-08-24,-0.3077
2001-08-27,1.358
2001-08-28,-1.0352999999999999
2001-08-29,-0.7308
2001-08-30,1.8432
2001-08-31,-1.8712
2001-09-04,0.8128
2001-09-05,-0.155
2001-09-06,0.0621
2001-09-07,-0.0621
2001-09-10,-0.2174
2001-09-17,0.5602
2001-09-18,-0.1548
2001-09-19,-1.7669000000000001
2001-09-20,-2.9661999999999997
2001-09-21,-6.3415
2001-09-24,0.6944
2001-09-25,-1.3448
2001-09-26,1.2233
2001-09-27,2.9006
2001-09-28,0.6711
2001-10-01,-2.8667
2001-10-02,1.6129
2001-10-03,-2.0601
2001-10-04,-0.0345
2001-10-05,0.8969
2001-10-08,-0.8889
2001-10-09,0.2415
2001-10-10,2.2023
2001-10-11,-0.404
2001-10-12,-1.9607999999999999
2001-10-15,1.1379
2001-10-16,-1.4661
2001-10-17,0.4152
2001-10-18,-0.1034
2001-10-19,0.5174
2001-10-22,2.5395
2001-10-23,-0.0669
2001-10-24,0.5023
2001-10-25,-0.8331
2001-10-26,1.6465
2001-10-29,-1.5207000000000002
2001-10-30,2.0477
2001-10-31,0.3289
2001-11-01,2.459
2001-11-02,0.768
2001-11-05,0.5081
2001-11-06,0.158
2001-11-07,-0.1262
2001-11-08,-1.3582
2001-11-09,-2.3055
2001-11-12,-0.295
2001-11-13,0.1972
2001-11-14,0.3937
2001-11-15,0.6536
2001-11-16,-2.5
2001-11-19,-1.7649
2001-11-20,0.339
2001-11-21,0.2365
2001-11-23,-0.0337
2001-11-26,0.2023
2001-11-27,-0.7402
2001-11-28,1.1949
2001-11-29,-0.8784
2001-11-30,0.5112
2001-12-03,-0.6104
2001-12-04,3.8895
2001-12-05,-0.7553
2001-12-06,-2.3825
2001-12-07,0.1356
2001-12-10,0.4739
2001-12-11,-1.6173
2001-12-12,0.0
2001-12-13,2.9452
2001-12-14,-1.6633
2001-12-17,-0.0338
2001-12-18,1.8951
2001-12-19,0.6642
2001-12-20,0.033
2001-12-21,0.2639
2001-12-24,-0.2632
2001-12-26,0.2639
2001-12-27,0.2632
2001-12-28,-0.5249
2001-12-31,-0.7256
2002-01-02,-0.4319
2002-01-03,0.0667
2002-01-04,-2.134
2002-01-07,0.3407
2002-01-08,1.2224
2002-01-09,-0.2348
2002-01-10,0.4035
2002-01-11,-0.3684
2002-01-14,1.1764999999999999
2002-01-15,1.0299
2002-01-16,-1.3811
2002-01-17,1.2671000000000001
2002-01-18,1.6463999999999999
2002-01-22,1.4901
2002-01-23,0.1915
2002-01-24,-0.446
2002-01-25,-1.28
2002-01-28,0.4862
2002-01-29,-1.9355
2002-01-30,1.3158
2002-01-31,0.1948
2002-02-01,-0.4213
2002-02-04,0.423
2002-02-05,-0.0324
2002-02-06,-2.7553
2002-02-07,3.5667
2002-02-08,-0.3219
2002-02-11,1.6468
2002-02-12,-0.6671
2002-02-13,2.3665
2002-02-14,3.4989
2002-02-15,1.6903000000000001
2002-02-19,-0.9795
2002-02-20,3.4173
2002-02-21,0.029
2002-02-22,0.7244
2002-02-25,0.5466
2002-02-26,-1.8026
2002-02-27,-0.4953
2002-02-28,1.9106999999999998
2002-03-01,-0.1447
2002-03-04,-1.4493
2002-03-05,-1.2353
2002-03-06,1.8166
2002-03-07,-3.2173
2002-03-08,0.0604
2002-03-11,0.5134
2002-03-12,1.5925
2002-03-13,-3.1647
2002-03-14,1.8326
2002-03-15,-0.12
2002-03-18,-1.7718
2002-03-19,1.712
2002-03-20,-1.2925
2002-03-21,1.2485
2002-03-22,-1.4737
2002-03-25,0.3663
2002-03-26,2.7981
2002-03-27,-1.1538
2002-03-28,0.4789
2002-04-01,-0.8341
2002-04-02,1.0814
2002-04-03,-2.6746
2002-04-04,6.4427
2002-04-05,-2.2662
2002-04-08,1.7317
2002-04-09,0.0289
2002-04-10,2.2209
2002-04-11,1.2133
2002-04-12,1.4218
2002-04-15,-1.017
2002-04-16,-0.9997
2002-04-17,-0.5049
2002-04-18,0.0
2002-04-19,0.3665
2002-04-22,0.1685
2002-04-23,0.5609
2002-04-24,0.4462
2002-04-25,-0.1666
2002-04-26,-1.2792
2002-04-29,0.0845
2002-04-30,1.0977
2002-05-01,2.2272
2002-05-02,0.463
2002-05-03,-2.8734
2002-05-06,0.3907
2002-05-07,-1.3900000000000001
2002-05-08,0.0564
2002-05-09,0.1127
2002-05-10,0.2252
2002-05-13,-0.9829
2002-05-14,2.0703
2002-05-15,-1.0836
2002-05-16,2.6966
2002-05-17,-1.4769999999999999
2002-05-20,0.1388
2002-05-21,1.1644
2002-05-22,0.6851
2002-05-23,0.1633
2002-05-24,-1.7663
2002-05-28,0.8022
2002-05-29,0.5832
2002-05-30,0.0824
2002-05-31,0.7411
2002-06-03,-1.0899
2002-06-04,-0.4683
2002-06-05,1.9374
2002-06-06,-3.7469
2002-06-07,-0.141
2002-06-10,-0.8192
2002-06-11,-0.5696
2002-06-12,-0.7161
2002-06-13,-0.0289
2002-06-14,0.3752
2002-06-17,2.7027
2002-06-18,0.5879
2002-06-19,-0.2227
2002-06-20,1.06
2002-06-21,-0.2208
2002-06-24,-1.5213999999999999
2002-06-25,0.1404
2002-06-26,-0.2805
2002-06-27,2.3346999999999998
2002-06-28,-1.4294
2002-07-01,-0.6414
2002-07-02,-0.4491
2002-07-03,-3.0166
2002-07-05,2.2965
2002-07-08,-1.6198000000000001
2002-07-09,-3.2062
2002-07-10,-1.5518
2002-07-11,1.5156
2002-07-12,-2.1499
2002-07-15,1.8004
2002-07-16,-3.6871
2002-07-17,1.8674
2002-07-18,-2.6887
2002-07-19,-3.0455
2002-07-22,-2.8497
2002-07-23,0.2333
2002-07-24,4.2567
2002-07-25,7.4322
2002-07-26,-1.0095
2002-07-29,4.979
2002-07-30,-2.8857
2002-07-31,1.3239
2002-08-01,-0.842
2002-08-02,-0.5564
2002-08-05,-1.2073
2002-08-06,-0.775
2002-08-07,2.7035
2002-08-08,1.6087
2002-08-09,-0.0576
2002-08-12,-0.0576
2002-08-13,-0.2305
2002-08-14,0.7221
2002-08-15,-1.0037
2002-08-16,-1.1877
2002-08-19,0.557
2002-08-20,-2.5364
2002-08-21,-1.1068
2002-08-22,0.0605
2002-08-23,0.0605
2002-08-26,-0.1208
2002-08-27,-0.1815
2002-08-28,0.7045
2002-08-29,-1.8496000000000001
2002-08-30,-0.6487
2002-09-03,-1.7102
2002-09-04,1.4552
2002-09-05,0.4989
2002-09-06,-0.2792
2002-09-09,2.5513
2002-09-10,0.4854
2002-09-11,0.0906
2002-09-12,-2.6546
2002-09-13,0.9916
2002-09-16,1.7183000000000002
2002-09-17,-1.9005
2002-09-18,1.6604999999999999
2002-09-19,-2.8433
2002-09-20,1.7435
2002-09-23,-1.5606
2002-09-24,-0.6528
2002-09-25,2.2528
2002-09-26,1.8972
2002-09-27,-0.3003
2002-09-30,0.1506
2002-10-01,1.8647
2002-10-02,-0.3248
2002-10-03,1.0071
2002-10-04,0.088
2002-10-07,2.1682
2002-10-08,1.9214
2002-10-09,-1.8852
2002-10-10,-0.0287
2002-10-11,-1.1761
2002-10-14,2.1189999999999998
2002-10-15,-0.1706
2002-10-16,-0.3417
2002-10-17,-0.7143
2002-10-18,1.3813
2002-10-21,2.3559
2002-10-22,-1.442
2002-10-23,-1.5194
2002-10-24,1.4571
2002-10-25,-1.0138
2002-10-28,-6.1166
2002-10-29,0.0
2002-10-30,-0.5455
2002-10-31,-2.925
2002-11-01,3.1387
2002-11-04,-2.7998
2002-11-05,-0.0313
2002-11-06,-0.3758
2002-11-07,0.2515
2002-11-08,0.1254
2002-11-11,2.7247
2002-11-12,-2.378
2002-11-13,2.1237
2002-11-14,0.367
2002-11-15,3.6563
2002-11-18,-0.7349
2002-11-19,2.4282
2002-11-20,-0.3469
2002-11-21,-1.1604
2002-11-22,2.2894
2002-11-25,-1.6069
2002-11-26,-0.9551
2002-11-27,-0.5933
2002-11-29,-0.4178
2002-12-02,-0.899
2002-12-03,0.6955
2002-12-04,1.0511
2002-12-05,-1.6939
2002-12-06,1.5718999999999999
2002-12-09,-1.7856999999999998
2002-12-10,4.4545
2002-12-11,-2.4949
2002-12-12,-0.7438
2002-12-13,1.3189
2002-12-16,-1.1243
2002-12-17,1.5859
2002-12-18,0.9131
2002-12-19,-0.5838
2002-12-20,1.3506
2002-12-23,-0.5214
2002-12-24,0.2038
2002-12-26,0.1162
2002-12-27,-0.0871
2002-12-30,0.6682
2002-12-31,-1.0967
2003-01-02,1.7508
2003-01-03,-1.6059999999999999
2003-01-06,1.8944999999999999
2003-01-07,-3.1751
2003-01-08,0.2659
2003-01-09,0.9134
2003-01-10,-2.1898
2003-01-13,3.0149
2003-01-14,-1.0432
2003-01-15,-2.3426
2003-01-16,4.6477
2003-01-17,-0.7736
2003-01-21,-1.3860999999999999
2003-01-22,0.3221
2003-01-23,-1.9556
2003-01-24,-0.7145
2003-01-27,-1.3493
2003-01-28,0.6991
2003-01-29,-1.2677
2003-01-30,-3.0266
2003-01-31,5.2963000000000005
2003-02-03,-3.2335
2003-02-04,0.6498
2003-02-05,-0.6148
2003-02-06,-0.2784
2003-02-07,-0.4342
2003-02-10,0.0623
2003-02-11,-1.9303
2003-02-12,-0.6349
2003-02-13,-0.2875
2003-02-14,1.4098
2003-02-18,0.2844
2003-02-19,-1.6383
2003-02-20,-3.5234
2003-02-21,0.498
2003-02-24,-1.3545
2003-02-25,0.8038
2003-02-26,-1.0963
2003-02-27,0.9489
2003-02-28,-0.7718
2003-03-03,1.488
2003-03-04,-3.3655
2003-03-05,0.0
2003-03-06,-2.0
2003-03-07,1.0908
2003-03-10,-2.4713
2003-03-11,0.0714
2003-03-12,0.5706
2003-03-13,2.8014
2003-03-14,0.6209
2003-03-17,3.4282
2003-03-18,-0.9612
2003-03-19,3.0455
2003-03-20,-1.5265
2003-03-21,1.8799000000000001
2003-03-24,-3.1078
2003-03-25,1.9713
2003-03-26,-1.6383
2003-03-27,1.1326
2003-03-28,-1.6469
2003-03-31,2.6457
2003-04-01,-0.6199
2003-04-02,2.1339
2003-04-03,-1.0286
2003-04-04,1.494
2003-04-07,-0.16
2003-04-08,0.7372
2003-04-09,-0.9227
2003-04-10,0.7707
2003-04-11,0.6692
2003-04-14,0.8547
2003-04-15,-1.6949
2003-04-16,-1.4368
2003-04-17,1.6521
2003-04-21,-1.0516
2003-04-22,3.3816
2003-04-23,-1.1215
2003-04-24,0.9137
2003-04-25,-0.3122
2003-04-28,2.3489
2003-04-29,1.1322
2003-04-30,-0.938
2003-05-01,0.4582
2003-05-02,0.4561
2003-05-05,0.0
2003-05-06,-0.2119
2003-05-07,1.0009
2003-05-08,-1.2913000000000001
2003-05-09,1.5819999999999999
2003-05-12,0.5091
2003-05-13,0.149
2003-05-14,-0.4463
2003-05-15,1.1357
2003-05-16,-1.6844000000000001
2003-05-19,0.8416
2003-05-20,0.0298
2003-05-21,0.2682
2003-05-22,0.5052
2003-05-23,-0.7983
2003-05-27,1.3413
2003-05-28,0.4485
2003-05-29,1.1504
2003-05-30,2.6538
2003-06-02,-0.8523
2003-06-03,1.0888
2003-06-04,-0.5102
2003-06-05,0.6838
2003-06-06,0.0566
2003-06-09,-1.0181
2003-06-10,-1.4
2003-06-11,1.1301
2003-06-12,0.2865
2003-06-13,-0.4286
2003-06-16,1.2052
2003-06-17,-0.5387
2003-06-18,0.0
2003-06-19,-1.6534
2003-06-20,0.7826
2003-06-23,-1.1504
2003-06-24,1.1056
2003-06-25,-2.0144
2003-06-26,0.9692
2003-06-27,-0.1454
2003-06-30,0.1165
2003-07-01,0.5528
2003-07-02,1.1285
2003-07-03,-0.9728
2003-07-07,1.2424
2003-07-08,-0.1427
2003-07-09,-1.1718
2003-07-10,0.2892
2003-07-11,0.2884
2003-07-14,-1.5814
2003-07-15,0.6427
2003-07-16,-0.5806
2003-07-17,-0.7299
2003-07-18,1.3235000000000001
2003-07-21,-2.4093
2003-07-22,0.9816
2003-07-23,-1.0604
2003-07-24,-0.0893
2003-07-25,1.3111
2003-07-28,2.2647
2003-07-29,-1.1792
2003-07-30,0.4075
2003-07-31,-0.4928
2003-08-01,-0.233
2003-08-04,-0.146
2003-08-05,-1.6374
2003-08-06,0.2675
2003-08-07,-0.8894
2003-08-08,1.1068
2003-08-11,-0.0592
2003-08-12,-0.3848
2003-08-13,0.0892
2003-08-14,0.5938
2003-08-15,0.2656
2003-08-18,-0.7065
2003-08-19,-0.3854
2003-08-20,0.2381
2003-08-21,-1.158
2003-08-22,-0.2403
2003-08-25,1.1743000000000001
2003-08-26,0.4464
2003-08-27,-0.0815
2003-08-28,-0.0896
2003-08-29,0.2691
2003-09-02,0.5368
2003-09-03,-1.1273
2003-09-04,-0.12
2003-09-05,-0.3004
2003-09-08,0.0
2003-09-09,0.1808
2003-09-10,0.5714
2003-09-11,0.0299
2003-09-12,-0.3288
2003-09-15,0.9298
2003-09-16,0.5944
2003-09-17,-1.4771
2003-09-18,1.6792
2003-09-19,-1.7399
2003-09-22,0.6603
2003-09-23,-0.4174
2003-09-24,-1.018
2003-09-25,0.3932
2003-09-26,-0.3616
2003-09-29,-0.4536
2003-09-30,1.3062
2003-10-01,1.4693
2003-10-02,-0.3842
2003-10-03,0.8899
2003-10-06,-0.1764
2003-10-07,0.1473
2003-10-08,-0.1765
2003-10-09,-0.5303
2003-10-10,-0.1777
2003-10-13,1.0979
2003-10-14,-0.5577
2003-10-15,0.4132
2003-10-16,-0.0588
2003-10-17,-0.7647
2003-10-20,0.7706
2003-10-21,0.9118
2003-10-22,-1.6905000000000001
2003-10-23,-0.0889
2003-10-24,-0.178
2003-10-27,-0.2675
2003-10-28,0.0
2003-10-29,-0.3875
2003-10-30,-0.0898
2003-10-31,-0.7787
2003-11-03,5.3426
2003-11-04,-0.8596
2003-11-05,0.0
2003-11-06,-0.3179
2003-11-07,2.0006
2003-11-10,-0.5117
2003-11-11,0.1429
2003-11-12,0.3994
2003-11-13,0.3978
2003-11-14,0.1698
2003-11-17,-0.113
2003-11-18,-0.6223
2003-11-19,0.4555
2003-11-20,-0.3967
2003-11-21,0.7966
2003-11-24,1.3266
2003-11-25,0.2577
2003-11-26,-0.6435
2003-11-28,0.7322
2003-12-01,0.1118
2003-12-02,-0.2234
2003-12-03,0.3918
2003-12-04,0.5018
2003-12-05,0.1942
2003-12-08,0.4153
2003-12-09,0.2481
2003-12-10,-1.8427
2003-12-11,0.5604
2003-12-12,-0.195
2003-12-15,1.8984
2003-12-16,0.3014
2003-12-17,-2.1033
2003-12-18,2.7344
2003-12-19,-0.1901
2003-12-22,0.3265
2003-12-23,1.4375
2003-12-24,0.6684
2003-12-26,0.3984
2003-12-29,0.3439
2003-12-30,0.9491
2003-12-31,-0.5484
2004-01-02,-0.7353
2004-01-05,1.1905000000000001
2004-01-06,-0.9673
2004-01-07,-0.7128
2004-01-08,0.5584
2004-01-09,-0.9783
2004-01-12,0.8545
2004-01-13,-1.0855
2004-01-14,1.9272
2004-01-15,-2.0483
2004-01-16,1.5817999999999999
2004-01-20,-1.1876
2004-01-21,1.1218
2004-01-22,-0.5547
2004-01-23,0.5843
2004-01-26,0.6337
2004-01-27,-0.2624
2004-01-28,-0.0263
2004-01-29,1.1579
2004-01-30,-1.6389
2004-02-02,-0.6612
2004-02-03,-0.9585
2004-02-04,1.4785
2004-02-05,-0.0795
2004-02-06,0.8749
2004-02-09,0.2628
2004-02-10,0.7864
2004-02-11,0.6502
2004-02-12,-0.3876
2004-02-13,-0.1556
2004-02-17,0.3118
2004-02-18,0.1295
2004-02-19,0.2328
2004-02-20,0.5161
2004-02-23,-0.2567
2004-02-24,0.0772
2004-02-25,0.5916
2004-02-26,-0.0256
2004-02-27,0.9974
2004-03-01,0.861
2004-03-02,-0.3201
2004-03-03,0.2788
2004-03-04,-0.6067
2004-03-05,-0.0509
2004-03-08,0.0509
2004-03-09,0.2798
2004-03-10,0.558
2004-03-11,-1.3871
2004-03-12,1.1509
2004-03-15,-2.2503
2004-03-16,0.7243
2004-03-17,0.6163
2004-03-18,0.0255
2004-03-19,-0.8165
2004-03-22,-2.1868
2004-03-23,0.8943
2004-03-24,-0.8603
2004-03-25,2.0247
2004-03-26,-0.9794
2004-03-29,2.4466
2004-03-30,-0.4827
2004-03-31,0.1787
2004-04-01,-0.1529
2004-04-02,0.0255
2004-04-05,0.791
2004-04-06,2.1266
2004-04-07,0.818
2004-04-08,0.5901
2004-04-12,-0.3911
2004-04-13,-1.4479
2004-04-14,0.498
2004-04-15,0.892
2004-04-16,1.5226
2004-04-19,-0.2661
2004-04-20,0.0243
2004-04-21,-0.2182
2004-04-22,3.062
2004-04-23,0.9668
2004-04-26,0.2569
2004-04-27,-0.1165
2004-04-28,-1.1894
2004-04-29,1.4633
2004-04-30,-0.2094
2004-05-03,0.979
2004-05-04,-0.1616
2004-05-05,-0.4162
2004-05-06,-0.1857
2004-05-07,-1.512
2004-05-10,-1.0156
2004-05-11,0.167
2004-05-12,-0.4526
2004-05-13,0.0
2004-05-14,0.5504
2004-05-17,-0.7139
2004-05-18,1.0067
2004-05-19,-0.4271
2004-05-20,0.572
2004-05-21,0.2607
2004-05-24,-0.3309
2004-05-25,0.1423
2004-05-26,0.9472
2004-05-27,0.1935
2004-05-28,-0.1413
2004-06-01,-0.1887
2004-06-02,0.7561
