ticker,Y US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6065
2000-01-04,-0.5358
2000-01-05,-0.3704
2000-01-06,0.5407
2000-01-07,2.7227
2000-01-10,-1.538
2000-01-11,-0.9638
2000-01-12,0.3691
2000-01-13,0.1672
2000-01-14,-1.0347
2000-01-18,1.113
2000-01-19,1.3676
2000-01-20,0.0329
2000-01-21,-1.5789
2000-01-24,-0.3008
2000-01-25,0.7375
2000-01-26,-0.6988
2000-01-27,0.5362
2000-01-28,0.3667
2000-01-31,-0.9299
2000-02-01,0.0335
2000-02-02,0.7373
2000-02-03,0.0333
2000-02-04,0.0
2000-02-07,0.5986
2000-02-08,-0.0331
2000-02-09,0.1653
2000-02-10,-0.7263
2000-02-11,-0.2328
2000-02-14,0.6
2000-02-15,-0.6627
2000-02-16,-0.2001
2000-02-17,1.6042999999999998
2000-02-18,-1.0855
2000-02-22,-1.0309
2000-02-23,-1.3441
2000-02-24,0.7834
2000-02-25,0.0
2000-02-28,-1.2842
2000-02-29,1.8487
2000-03-01,1.1429
2000-03-02,-1.0967
2000-03-03,-1.6129
2000-03-06,-0.0342
2000-03-07,1.4691
2000-03-08,0.0337
2000-03-09,-1.1781
2000-03-10,0.545
2000-03-13,-1.9308999999999998
2000-03-14,-2.6943
2000-03-15,0.2485
2000-03-16,5.0283
2000-03-17,0.0674
2000-03-20,-0.9434
2000-03-21,-1.8707
2000-03-22,1.4211
2000-03-23,-0.6152
2000-03-24,-0.2407
2000-03-27,0.4481
2000-03-28,1.0295
2000-03-29,2.1739
2000-03-30,3.0851
2000-03-31,-1.0526
2000-04-03,1.5625
2000-04-04,0.7856
2000-04-05,-0.2923
2000-04-06,2.6384
2000-04-07,1.0473
2000-04-10,-0.5967
2000-04-11,-0.5055
2000-04-12,-0.9844
2000-04-13,-1.1225
2000-04-14,-3.2436
2000-04-17,-2.112
2000-04-18,-1.2328999999999999
2000-04-19,-1.7337
2000-04-20,-0.6351
2000-04-24,-1.1364
2000-04-25,-1.5445
2000-04-26,-0.1824
2000-04-27,0.4751
2000-04-28,-1.8916
2000-05-01,-0.4079
2000-05-02,0.6701
2000-05-03,-1.7751000000000001
2000-05-04,-0.5271
2000-05-05,2.0439
2000-05-08,0.8902
2000-05-09,-2.7206
2000-05-10,0.0378
2000-05-11,-0.2267
2000-05-12,-0.6437
2000-05-15,-0.0762
2000-05-16,1.5636999999999999
2000-05-17,-1.5021
2000-05-18,-0.1144
2000-05-19,0.1145
2000-05-22,0.0381
