ticker,JDVB US Equity
2009-08-28,3.7037
2009-09-10,-1.7856999999999998
2009-11-03,0.0
2009-11-10,3.6364
2009-12-09,0.0
2009-12-17,-7.8947
2009-12-23,-0.9524
2009-12-30,3.8462
2010-01-06,0.463
2010-01-19,0.0
2010-04-26,2.2685
2010-04-30,-6.3091
2010-05-20,0.0
2010-06-09,0.9121
2010-06-21,2.8846
2010-06-29,0.0
2010-06-30,0.0
2010-08-04,1.8292000000000002
2010-08-20,-3.7037
2010-08-23,-11.538499999999999
2010-08-24,8.6957
2010-09-07,0.0
2010-09-08,7.0
2010-10-26,-0.0377
2010-11-15,-2.8302
2010-11-19,-0.9709
2010-11-30,1.4706000000000001
2011-01-13,-6.378
2011-01-28,0.0
2011-03-15,0.0
2011-03-25,2.0833
2011-03-29,-1.0204
2011-05-04,2.0408
2011-05-12,-1.0204
2011-05-23,-1.0309
2011-07-13,2.0623
2011-08-05,-6.1443
2011-08-08,-4.2179
2011-08-10,4.9312000000000005
2011-08-15,-8.1967
2011-08-19,0.0
2011-08-22,0.3571
2011-08-25,0.8304
2011-08-31,-0.5882
2011-09-01,-0.5917
2011-09-16,1.9048
2011-09-26,0.4673
2011-10-07,0.8235
2011-11-16,0.0
2011-11-18,3.8506
2011-12-19,0.4494
2011-12-20,0.6711
2012-01-13,1.1236
2012-02-10,0.0
2012-03-05,0.5556
2012-03-28,0.5525
2012-04-10,0.6667
2012-05-03,-0.0883
2012-05-14,0.0884
2012-05-29,-0.1104
2012-06-20,0.1105
2012-06-27,12.5828
2012-07-23,-8.3168
2012-11-20,0.4806
2012-11-23,0.0
2012-11-26,1.087
2012-12-14,0.0
2012-12-20,0.0
2012-12-31,1.6745999999999999
2013-01-09,-10.1604
2013-01-11,10.7143
2013-03-01,7.5269
2013-03-11,-12.0
2013-03-15,15.9091
2013-03-22,0.0
2013-04-15,1.0301
2013-04-22,0.0
2013-04-25,0.0
2013-05-13,3.9215999999999998
2013-08-05,0.9909
2013-08-06,0.9434
2013-08-09,2.8037
2013-09-09,-2.7273
2013-10-01,1.9637
2013-10-25,0.0
2013-10-29,0.0
2013-11-04,0.0926
2013-11-20,-0.0925
2013-11-25,0.0
2013-12-10,0.0
2013-12-20,1.8519
2013-12-24,0.0
2013-12-30,0.9916
2014-01-03,0.0
2014-01-15,-1.8182
2014-01-16,0.0
2014-01-21,3.7037
2014-01-24,-3.5714
2014-02-07,-1.8519
2014-03-07,0.0
2014-03-20,3.7736
2014-04-02,-0.8447
2014-04-15,0.0
2014-04-22,3.7037
2014-05-05,0.0
2014-05-12,0.0
2014-05-14,0.0
2014-05-19,-1.7856999999999998
2014-05-21,-1.8182
2014-05-29,3.7037
2014-06-04,-3.5714
2014-06-16,0.0
2014-06-23,1.8519
2014-06-24,0.0
2014-06-26,1.9097
2014-07-11,-0.4505
2014-07-14,0.0
2014-07-15,0.0
2014-07-25,0.4525
2014-07-30,-1.8018
2014-08-14,2.7523
2014-08-15,0.8929
2014-08-21,-3.5398
2014-09-02,-0.4587
2014-09-08,0.4608
2014-09-16,0.9174
2014-09-18,0.0
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,-1.3636
2014-09-25,0.553
2014-10-02,-1.8519
2014-10-07,1.8868
2014-10-09,-1.8519
2014-10-28,2.8302
2014-11-11,0.0
2014-11-26,-2.5688
2014-12-01,-0.1507
2014-12-08,0.0
2014-12-10,0.0
2014-12-12,0.9053
2014-12-31,1.983
2015-02-13,-1.8519
2015-02-18,0.0
2015-02-20,1.8396
2015-02-23,0.0463
2015-03-06,-0.0009
2015-03-10,-0.925
2015-03-11,-0.0009
2015-03-12,-0.9337
2015-03-13,11.3019
2015-04-17,-5.8864
2015-06-09,-1.8182
2015-06-17,0.0
2015-06-22,0.0
2015-07-01,1.029
2015-07-07,1.8519
2015-07-20,1.8182
2015-07-31,-1.7856999999999998
2015-08-21,-1.8182
2015-08-24,0.0
2015-09-22,-3.7037
2015-09-24,3.8462
2015-11-05,-2.7128
2015-11-16,4.8077
2015-12-10,0.0
2015-12-16,3.211
2015-12-18,0.0
2016-02-12,-1.2567
2016-02-25,0.9091
2016-03-11,-0.9009
2016-03-23,0.9091
2016-04-11,-1.7288000000000001
2016-04-27,-3.7037
2016-04-28,0.0
2016-05-18,5.7692
2016-05-19,0.0
2016-05-31,-1.8182
2016-06-06,-3.7019
2016-06-14,3.8442
2016-07-06,-0.8419
2016-07-13,1.8868
2016-07-18,-1.8519
2016-07-29,1.8868
2016-08-01,0.0
2016-08-02,0.0
2016-08-24,0.0
2016-09-12,1.8519
2016-09-16,0.0002
2016-09-26,-2.7275
2016-09-27,2.8040000000000003
2016-09-29,1.0101
2016-10-11,-0.0002
2016-11-28,0.0002
2016-12-01,-2.7093
2016-12-22,6.5203
2017-01-19,-6.0922
2017-02-02,0.0
2017-02-10,0.4527
2017-02-14,0.6948
2017-02-16,-0.5781
2017-02-17,0.3564
2017-02-21,0.914
2017-02-23,-0.9057
2017-02-24,0.9159
2017-03-02,0.0185
2017-03-14,-0.9259
2017-04-24,2.4551
2017-04-28,0.4608
2017-05-03,4.5853
2017-05-12,0.0018
2017-05-19,0.0
2017-06-08,-5.2632
2017-08-08,-2.7128
2017-08-09,0.0
2017-08-10,2.8846
2017-08-30,7.0093
2017-08-31,-8.7336
2017-09-01,-0.1914
2017-09-18,0.1918
2017-09-29,0.5803
2017-10-13,0.0
2017-10-18,3.3654
2017-10-23,-0.093
2017-10-24,-0.3724
2017-10-25,2.8037
2017-10-31,-2.7273
2017-11-17,0.0
2017-11-22,0.0
2017-12-04,0.0
2017-12-22,3.8716
2017-12-29,0.0
2018-01-04,-2.7273
2018-01-08,0.9346
2018-01-22,0.0
2018-01-23,0.0
2018-02-06,-5.5556
2018-02-26,2.451
2018-03-01,-0.4746
2018-03-08,1.9192
2018-03-16,1.8868
2018-03-22,0.0
2018-03-27,0.0
2018-04-06,1.9645000000000001
2018-04-09,5.0459
2018-04-11,10.0437
2018-04-13,-0.7937
2018-04-18,-4.0
2018-04-24,-5.0
2018-05-16,3.5088
2018-06-04,-3.3898
2018-06-14,1.7544
2018-07-03,7.9199
2018-07-25,-3.2258
2018-08-22,0.0
2018-09-06,0.0
2018-09-18,-1.6667
2018-09-26,-5.7627
2018-10-09,0.0908
2018-10-10,3.4483
2018-10-15,-3.5088
2018-10-17,0.0727
2018-10-29,0.8358
2018-11-07,0.018
2018-11-13,2.6842
2018-11-28,0.0
2018-11-29,0.0
2018-12-04,-3.5088
2018-12-06,3.6364
2018-12-19,-5.2632
2018-12-20,3.7037
2018-12-21,0.0
2018-12-24,0.0
2018-12-27,-1.625
2018-12-31,-3.578
2019-01-09,0.8563
2019-01-10,0.0
2019-01-30,0.0
2019-03-25,3.7736
2019-04-17,2.9223
2019-05-06,-3.125
2019-05-24,1.3825
2019-06-07,0.0
2019-07-23,1.0844
2019-08-01,0.0
2019-08-08,0.0
2019-08-28,0.0182
2019-09-09,-0.0182
2019-09-11,0.0
2019-09-13,0.0
2019-09-20,-0.8909
2019-10-21,0.1669
2019-10-25,1.3700999999999999
2019-10-31,2.2831
2019-11-07,-1.7856999999999998
2019-11-11,0.0
2019-11-14,0.0
2019-11-21,0.8909
2019-12-13,-0.865
2019-12-18,5.4354
2019-12-19,-4.7241
2020-01-03,6.0911
2020-01-09,6.8966
2020-01-28,-6.4516
2020-01-31,-3.9138
2020-02-03,2.2788
2020-03-13,0.0175
2020-03-16,-0.0175
2020-03-19,0.0
2020-03-20,-2.2632
2020-03-30,-3.8462
2020-04-01,0.0
2020-04-13,0.0189
2020-05-14,3.754
2020-06-15,1.8182
2020-06-23,-5.2679
2020-06-30,4.8418
2020-07-02,-1.8182
2020-07-20,0.0926
2020-07-21,-0.0925
