ticker,JDVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,0.0
2000-03-16,-5.6604
2000-05-23,10.0
2000-06-21,-5.4545
2000-06-23,3.8462
2000-07-28,0.0
2000-09-11,-3.7037
2000-09-18,1.75
2000-11-17,-1.7199
2000-12-12,-3.8462
2001-01-11,7.438
2001-01-12,0.0
2001-01-31,0.0
2001-02-28,-3.8462
2001-04-11,-6.0
2001-04-12,2.1277
2001-04-27,0.0
2001-05-30,0.0
2001-06-12,0.0
2001-06-29,-4.1667
2001-07-26,4.3478
2001-09-19,-2.0833
2001-11-20,-6.383
2001-12-04,0.0
2002-01-04,0.0
2002-02-25,11.3636
2002-02-26,0.0
2002-05-28,2.0408
2002-09-30,12.0
2002-10-10,-3.5714
2002-12-06,1.1111
2003-01-10,2.5641
2003-03-10,7.1429
2003-03-12,0.0
2003-05-06,8.3333
2003-06-16,0.0
2003-07-25,0.0
2003-09-19,3.0769
2003-11-06,0.0
2003-12-16,4.4776
2004-03-26,7.1429
2004-04-22,-1.3333
2004-05-04,2.7027
2004-05-07,-2.6316
2004-06-09,2.7027
2004-06-18,1.3158
2004-06-21,0.0
2004-06-29,-1.2987
2004-07-14,1.3158
2004-08-04,-1.9481000000000002
2004-08-20,2.649
2004-08-31,-1.2903
2004-11-01,0.0
2005-01-12,4.5752
2005-01-18,0.0
2005-06-16,-5.0
2005-06-29,5.2632
2005-07-19,-2.5
2005-08-22,12.8205
2005-08-30,-1.1364
2005-09-26,1.1494
2005-09-27,2.2727
2005-10-05,0.0
2005-10-27,0.0
2005-12-02,2.2222
2006-02-06,1.087
2006-03-09,1.0753
2006-08-03,7.4468
2006-08-17,4.4554
2006-10-04,0.4739
2006-10-05,-5.6604
2006-10-06,0.0
2006-12-13,5.5
2007-03-15,2.8436
2007-06-15,3.2258
2007-08-28,-0.4464
2007-10-26,-1.3453
2007-11-05,0.0
2007-11-21,0.0
2008-01-02,-4.0909
2008-01-17,0.0
2008-03-03,4.2654
2008-04-30,0.0
2008-05-12,0.4545
2008-05-19,2.2624
2008-05-20,4.4248
2008-07-22,-5.0847
2008-07-28,-1.7856999999999998
2008-10-03,5.4545
2008-11-05,-2.5862
2008-12-19,2.6549
2009-01-07,0.0
2009-02-12,-6.0345
2009-03-11,2.7523
2009-03-12,0.0
2009-04-15,1.7856999999999998
2009-06-09,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-19,0.0
2009-06-23,0.0
2009-08-06,1.7544
2009-08-26,-6.8966
