ticker,TTSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-25,-5.7143
2017-10-26,-1.5152
2017-10-27,9.2308
2017-10-30,3.5211
2017-10-31,4.7619
2017-11-01,-2.7273
2017-11-02,-4.5394
2017-11-03,-6.2937
2017-11-06,-10.4478
2017-11-07,37.6667
2017-11-08,10.1695
2017-11-09,3.8462
2017-11-10,7.9365
2017-11-13,2.9412000000000003
2017-11-14,1.9048
2017-11-15,1.8692
2017-11-16,-45.8716
2017-11-17,-73.8983
2017-11-20,-69.1558
2017-11-21,55.7895
2017-11-22,-16.3514
2017-11-24,-11.147
2017-11-27,-15.4545
2017-11-28,0.4086
2017-11-29,-14.3286
2017-11-30,-25.0
2017-12-01,20.0
2017-12-04,2.7778
2017-12-05,0.0
2017-12-06,-5.4054
2017-12-07,-24.1857
2017-12-08,-13.322
2017-12-11,17.3913
2017-12-12,-3.7037
2017-12-13,-11.538499999999999
2017-12-14,17.3913
2017-12-15,-10.7407
2017-12-18,3.7344
2017-12-19,-8.0
2017-12-20,8.6957
2017-12-21,56.0
2017-12-22,-7.6923
2017-12-26,-30.5556
2017-12-27,32.0
2017-12-28,0.0
2017-12-29,-17.9697
2018-01-02,-7.6468
2018-01-03,28.0
2018-01-04,-6.25
2018-01-05,0.0
2018-01-08,14.6
2018-01-09,6.1664
2018-01-10,-11.7808
2018-01-11,8.6957
2018-01-12,2.8571
2018-01-16,11.1111
2018-01-17,0.0
2018-01-19,-12.5
2018-01-22,0.0
2018-01-23,11.4286
2018-01-24,33.3333
2018-01-25,-3.8462
2018-01-26,0.0
2018-01-29,-8.0
2018-01-30,-2.1739
2018-01-31,-16.6667
2018-02-01,0.0
2018-02-02,15.4
2018-02-05,0.0
2018-02-07,0.0
2018-02-08,-16.8111
2018-02-09,-2.5
2018-02-12,-0.2849
2018-02-13,0.0
2018-02-14,-28.5714
2018-02-15,48.0
2018-02-16,-37.5676
2018-02-20,0.4329
2018-02-21,49.3448
2018-02-23,-27.5571
2018-02-26,3.9840999999999998
2018-02-27,-0.3831
2018-02-28,0.0
2018-03-01,15.3846
2018-03-02,-13.3333
2018-03-06,34.6154
2018-03-07,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,-22.8571
2018-03-14,-3.7037
2018-03-15,34.6154
2018-03-16,8.5714
2018-03-20,31.5789
2018-03-23,-40.0
2018-03-26,66.6667
2018-03-27,0.0
2018-03-29,-2.4
2018-04-02,2.459
2018-04-03,-10.0
2018-04-04,-33.3333
