ticker,TTSI US Equity
2018-04-05,-10.0
2018-04-06,-3.7037
2018-04-09,0.0
2018-04-10,15.3846
2018-04-11,0.0
2018-04-12,-13.3333
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,-18.8462
2018-04-18,-18.9573
2018-04-19,16.9591
2018-04-20,5.0
2018-04-23,0.0
2018-04-26,-14.2857
2018-04-27,-44.4444
2018-04-30,0.0
2018-05-03,0.0
2018-05-04,20.0
2018-05-08,16.6667
2018-05-09,-28.5714
2018-05-11,40.0
2018-05-14,-7.1429
2018-05-15,23.0769
2018-05-18,0.0
2018-05-21,12.5
2018-05-22,11.1111
2018-05-23,10.0
2018-05-25,-21.3636
2018-05-30,90.7514
2018-05-31,-12.1212
2018-06-01,1.7241
2018-06-04,-5.0847
2018-06-06,-10.7143
2018-06-08,36.0
2018-06-13,-26.4706
2018-06-14,14.0
2018-06-21,-12.2807
2018-06-22,0.0
2018-06-25,0.0
2018-06-28,0.0
2018-07-03,0.0
2018-07-06,-16.0
2018-07-17,38.5714
2018-07-18,0.0
2018-07-19,-27.8351
2018-07-26,3.8095
2018-07-27,-3.6696999999999997
2018-07-31,0.381
2018-08-02,-0.3795
2018-08-08,0.0
2018-08-09,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-17,0.0
2018-08-20,0.0
2018-08-22,-0.1905
2018-08-24,12.834
2018-08-28,-15.4334
2018-08-29,-15.0
2018-08-31,5.5882
2018-09-05,-10.8635
2018-09-07,-18.75
2018-09-10,0.0
2018-09-13,0.0
2018-09-14,-23.0769
2018-09-17,40.0
2018-09-18,-28.5714
2018-09-19,20.0
2018-09-25,83.3333
2018-10-01,-9.0909
2018-10-04,-20.0
2018-10-05,-18.75
2018-10-15,0.0
2018-10-19,-23.0769
2018-10-22,-40.0
2018-10-30,1.6667
2018-10-31,63.9344
2018-11-05,-50.0
2018-11-07,100.0
2018-11-08,-48.0
2018-11-12,-1.9231
2018-11-15,-1.9607999999999999
2018-11-19,0.0
2018-11-26,200.0
2018-11-27,26.6667
2018-11-29,-5.2632
2018-12-03,-43.8889
2018-12-07,0.0
2018-12-10,8.8119
2018-12-11,-8.0983
2018-12-12,68.3168
2018-12-13,-41.7647
2018-12-14,-27.7778
2018-12-18,39.8601
2018-12-19,-1.0
2018-12-20,1.0101
2018-12-21,19.5
2018-12-24,8.7866
2018-12-26,-7.6923
2018-12-27,-25.8333
2018-12-28,-32.5843
2018-12-31,48.3333
2019-01-02,11.236
2019-01-08,0.0
2019-01-17,56.5657
2019-01-22,-49.3548
2019-01-23,-10.828
2019-01-24,-14.2857
2019-01-25,66.6667
2019-01-30,-20.0
2019-02-01,20.0
2019-02-08,4.1667
2019-02-20,560.0
2019-02-21,93.9394
2019-02-22,-85.1563
2019-02-25,-18.5263
2019-02-26,-25.7106
2019-02-27,0.8696
2019-02-28,-5.1724
2019-03-01,-18.1818
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,11.1111
2019-03-07,-1.0
2019-03-11,-30.9091
2019-03-12,43.2749
2019-03-14,-35.7143
2019-03-15,57.1429
2019-03-19,0.0
2019-03-20,18.1818
2019-03-21,-14.5299
2019-03-25,13.0
2019-03-27,-36.2832
2019-03-28,-5.0
2019-04-01,-2.0468
2019-04-08,0.0
2019-04-09,-5.9701
2019-04-11,50.7937
2019-04-12,-18.947400000000002
2019-04-15,3.8961
2019-04-16,56.25
2019-04-17,-27.2
2019-04-18,0.0
2019-04-24,0.0
2019-04-26,1.0989
2019-04-30,14.1304
2019-05-06,4.8
2019-05-07,1.554
2019-05-08,-28.4116
2019-05-09,37.5
2019-05-10,-13.6364
2019-05-13,0.0
2019-05-15,-2.6316
2019-05-16,2.7027
2019-05-17,-2.6316
2019-05-20,27.027
2019-05-28,-19.1489
2019-05-29,0.0
2019-05-30,0.0
2019-06-04,15.7895
2019-06-06,-18.1818
2019-06-07,44.4444
2019-06-11,-30.7692
2019-06-17,44.4444
2019-06-20,-30.7692
2019-06-24,44.4444
2019-06-25,-17.3077
2019-07-01,16.2791
2019-07-12,0.0
2019-07-15,0.0
2019-07-18,-28.0
2019-07-19,22.2222
2019-07-22,13.6364
2019-07-23,-20.0
2019-07-25,0.0
2019-07-29,-25.0
2019-07-30,0.0
2019-07-31,-6.6667
2019-08-01,-5.7143
2019-08-02,36.3636
2019-08-06,-10.0
2019-08-07,-19.7531
2019-08-14,38.4615
2019-08-16,0.0
2019-08-20,-11.1111
2019-08-21,12.5
2019-08-30,-27.7778
2019-09-12,0.0
2019-09-17,0.0
2019-09-20,23.0769
2019-09-23,0.0
2019-09-27,0.0
2019-09-30,0.0
2019-10-01,-17.5
2019-10-03,-9.0909
2019-10-07,0.0
2019-10-11,33.3333
2019-10-15,-11.5
2019-10-17,-50.565
2019-10-18,71.4286
2019-10-21,0.0
2019-10-23,-8.3333
2019-10-24,-9.0909
2019-10-25,26.0
2019-10-28,-4.7619
2019-11-04,8.3333
2019-11-05,7.6923
2019-11-06,-28.5714
2019-11-11,0.0
2019-11-12,0.0
2019-11-14,26.0
2019-11-29,-28.5714
2019-12-09,-11.1111
2019-12-10,24.5
2019-12-11,2.9116
2019-12-12,7.3171
2019-12-13,-58.1818
2019-12-17,139.1304
2019-12-18,9.0909
2019-12-23,-25.0
2019-12-24,-33.3333
2019-12-26,-16.6667
2019-12-27,70.0
2019-12-30,-41.1765
2020-01-06,40.0
2020-01-13,-28.5714
2020-01-24,20.0
2020-02-05,16.6667
2020-02-10,0.0
2020-02-12,68.5714
2020-02-19,-57.6271
2020-02-28,100.0
2020-03-02,-30.0
2020-03-06,42.8571
2020-03-10,-40.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-16,0.0
2020-03-17,66.6667
2020-03-19,-49.6
2020-03-26,138.0952
2020-04-06,-58.3333
2020-04-07,0.0
2020-04-14,0.0
2020-04-16,0.0
2020-04-27,120.0
2020-05-01,-54.5455
2020-05-05,100.0
2020-05-07,-50.0
2020-05-08,0.0
2020-05-18,0.0
2020-05-21,0.0
2020-05-26,60.0
2020-05-27,0.0
2020-06-01,147.5
2020-06-08,-73.7374
2020-06-23,3.8462
2020-06-25,0.0
2020-06-26,0.0
2020-07-06,0.0
2020-07-09,159.2593
2020-07-13,-57.1429
2020-07-14,35.8333
2020-07-15,-23.9264
2020-07-16,27.7419
2020-07-20,-19.1919
2020-07-22,40.625
