ticker,XAIR US Equity
2018-02-07,2.6804
2018-02-08,0.0
2018-02-09,-2.6104000000000003
2018-02-12,3.0928
2018-02-13,-6.8
2018-02-14,7.0815
2018-02-15,-0.8016
2018-02-16,-19.1919
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,-3.75
2018-02-26,3.8961
2018-02-27,0.0
2018-02-28,-2.5
2018-03-01,-2.5641
2018-03-02,5.2632
2018-03-05,0.0
2018-03-06,0.0
2018-03-08,-6.0
2018-03-09,-3.4574
2018-03-12,3.3058
2018-03-13,-4.0
2018-03-14,-21.9444
2018-03-15,-0.3559
2018-03-16,7.1429
2018-03-19,-0.3333
2018-03-20,0.0
2018-03-21,-6.3545
2018-03-22,7.1429
2018-03-23,6.6667
2018-03-26,-3.125
2018-03-27,-3.2258
2018-03-29,0.0
2018-04-02,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,-0.3333
2018-04-27,0.0
2018-04-30,0.0
2018-05-02,-6.0201
2018-05-03,6.0498
2018-05-04,-0.6711
2018-05-07,-7.0946
2018-05-08,-3.2727
2018-05-09,11.2782
2018-05-11,-1.0135
2018-05-14,0.0
2018-05-15,-0.3413
2018-05-16,0.0
2018-05-17,-0.3425
2018-05-18,2.4055
2018-05-21,-11.0738
2018-05-22,12.4528
2018-05-23,0.0
2018-05-25,0.6711
2018-05-29,0.0
2018-05-30,-5.0
2018-05-31,7.7193000000000005
2018-06-04,-5.8632
2018-06-05,3.8062
2018-06-06,1.7
2018-06-08,-3.3104
2018-06-12,0.0
2018-06-13,1.6949
2018-06-14,3.3333
2018-06-15,16.129
2018-06-18,-3.3333
2018-06-19,-2.2989
2018-06-20,-5.5882
2018-06-21,-3.4268
2018-06-22,7.7419
2018-06-26,7.7844
2018-06-27,-1.3889
2018-06-28,-1.4085
2018-06-29,-1.4285999999999999
2018-07-02,13.0435
2018-07-03,2.5641
2018-07-05,0.0
2018-07-06,3.75
2018-07-09,-3.6145
2018-07-10,-1.25
2018-07-11,1.0127
2018-07-16,0.2506
2018-07-17,-5.0
2018-07-18,1.3158
2018-07-19,-6.4935
2018-07-20,-4.4444
2018-07-23,4.6512
2018-07-24,-2.7778
2018-07-25,2.8571
2018-07-26,-8.0556
2018-07-27,8.7613
2018-07-30,0.0
2018-08-01,0.0
2018-08-02,4.1667
2018-08-06,-6.6667
2018-08-07,-1.4285999999999999
2018-08-08,0.0
2018-08-09,-8.4058
2018-08-10,2.8481
2018-08-13,21.5385
2018-08-14,-3.7975
2018-08-16,0.0
2018-08-17,-5.2632
2018-08-20,5.5556
2018-08-21,5.0
2018-08-23,-12.0301
2018-08-24,8.2621
2018-08-27,-2.6316
2018-08-28,-2.7027
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,-0.2778
2018-09-04,2.7855
2018-09-05,-2.168
2018-09-06,3.6010999999999997
2018-09-07,5.0802
2018-09-10,-2.0356
2018-09-11,-3.1169000000000002
2018-09-12,1.8767
2018-09-13,3.9474
2018-09-14,6.3291
2018-09-17,-4.7619
2018-09-18,0.0
2018-09-20,7.0
2018-09-21,0.9346
2018-09-24,1.8519
2018-09-25,0.0
2018-09-26,2.2727
2018-09-28,-3.3333
2018-10-01,-4.5977
2018-10-02,0.0
2018-10-03,10.8434
2018-10-04,0.0
2018-10-05,0.0
2018-10-08,6.5217
2018-10-09,-0.4082
2018-10-10,-1.6393
2018-10-11,-8.3333
2018-10-12,9.0909
2018-10-15,8.3333
2018-10-16,-0.9615
2018-10-17,1.9417
2018-10-18,1.9048
2018-10-19,-3.5514
2018-10-22,-11.8217
2018-10-23,4.3956
2018-10-24,3.1579
2018-10-25,-1.0204
2018-10-26,-2.0619
2018-10-29,-2.1053
2018-10-30,-7.5269
2018-10-31,-1.1628
2018-11-01,-1.1764999999999999
2018-11-02,-4.7619
2018-11-05,0.0
2018-11-06,-1.25
2018-11-07,0.0
2018-11-08,-1.5190000000000001
2018-11-09,-3.599
2018-11-12,-1.3333
2018-11-13,2.7027
2018-11-14,-1.0526
2018-11-15,-4.2553
2018-11-16,-8.3333
2018-11-19,3.0303
2018-11-20,-1.4706000000000001
2018-11-21,4.4776
2018-11-23,-2.8571
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,2.3529
2018-11-30,-0.8621
2018-12-03,2.8986
2018-12-04,19.7183
2018-12-06,0.0
2018-12-07,1.0706
2018-12-10,-4.5513
2018-12-12,-1.4634
2018-12-13,0.2475
2018-12-17,-3.7037
2018-12-18,-4.1026
2018-12-19,6.6845
2018-12-20,-2.2556
2018-12-24,2.5641
2018-12-27,-6.25
2018-12-28,1.6
2018-12-31,22.0472
2019-01-02,-5.3763
2019-01-03,5.6818
2019-01-04,-2.5806
2019-01-07,-0.6623
2019-01-08,0.0
2019-01-09,-2.2222
2019-01-10,-2.2727
2019-01-14,1.1628
2019-01-15,8.9655
2019-01-16,-1.0549
2019-01-18,1.0661
2019-01-22,5.4852
2019-01-23,-1.0
2019-01-24,3.4343
2019-01-25,-2.3438
2019-01-28,-1.8
2019-01-29,-0.2037
2019-01-30,2.0408
2019-01-31,-1.0
2019-02-01,2.0202
2019-02-04,-4.7524999999999995
2019-02-05,0.8316
2019-02-06,-2.0619
2019-02-07,2.1053
2019-02-08,-9.2784
2019-02-11,-3.4091
2019-02-12,9.4118
2019-02-13,6.4516
2019-02-14,2.0202
2019-02-15,0.7921
2019-02-19,-0.9823
2019-02-20,0.1984
2019-02-21,0.0
2019-02-22,0.9901
2019-02-25,0.1961
2019-02-26,-0.1957
2019-02-27,-1.7647
2019-02-28,-2.1955999999999998
2019-03-01,3.0612
2019-03-04,-0.9901
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,-1.2
2019-03-08,-0.8097
2019-03-11,2.0408
2019-03-12,-2.0
2019-03-13,0.0
2019-03-14,-1.0204
2019-03-15,1.8557000000000001
2019-03-18,-4.3522
2019-03-19,-2.6455
2019-03-20,-2.1739
2019-03-21,4.4444
2019-03-22,1.0638
2019-03-25,2.9474
2019-03-26,-1.227
2019-03-27,-1.6562999999999999
2019-03-28,1.0526
2019-03-29,0.0
2019-04-01,-2.0833
2019-04-02,-0.2128
2019-04-03,1.2793
2019-04-04,3.1579
2019-04-05,-0.4082
2019-04-08,1.8443
2019-04-09,0.0
2019-04-10,-2.4145
2019-04-11,-1.2371
2019-04-12,-1.2526
2019-04-15,1.0571
2019-04-16,-5.8577
2019-04-17,6.2222
2019-04-18,-2.7197
2019-04-22,3.2258
2019-04-23,1.0417
2019-04-24,-2.6804
2019-04-25,0.6356
2019-04-26,-3.1579
2019-04-29,2.1739
2019-04-30,2.1277
2019-05-01,-4.1667
2019-05-02,4.1304
2019-05-03,10.6472
2019-05-06,8.4906
2019-05-07,0.8696
2019-05-08,1.2931
2019-05-09,1.2766
2019-05-10,-5.8807
2019-05-13,1.2482
2019-05-14,-2.9981999999999998
2019-05-15,-0.0545
2019-05-16,-2.0757
2019-05-17,-1.5401
2019-05-20,-1.3208
2019-05-21,-0.5736
2019-05-22,-4.0385
2019-05-23,0.2004
2019-05-24,3.0
2019-05-28,-1.9417
2019-05-29,2.1782
2019-05-30,0.5795
2019-05-31,-0.7688
2019-06-03,-1.2621
2019-06-04,0.295
2019-06-05,7.451
2019-06-06,-7.8467
2019-06-07,0.705
2019-06-10,0.4798
2019-06-11,1.4677
2019-06-12,0.8679
2019-06-13,-3.0593
2019-06-14,2.5641
2019-06-17,0.9615
2019-06-18,7.619
2019-06-19,4.4248
2019-06-20,0.0
2019-06-21,-11.8644
2019-06-24,-0.7692
2019-06-25,0.7752
2019-06-26,-0.7692
2019-06-27,-3.4341
2019-06-28,11.3832
2019-07-01,-1.2612999999999999
2019-07-02,0.9124
2019-07-03,0.0
2019-07-05,-0.7776
2019-07-08,-16.1655
2019-07-09,6.5217
2019-07-10,6.9388
2019-07-11,-2.2901
2019-07-12,2.3438
2019-07-15,8.771
2019-07-16,3.1651
2019-07-17,-8.3333
2019-07-18,0.1855
2019-07-19,-0.5556
2019-07-22,-2.2346
2019-07-23,1.9048
2019-07-24,-3.7382999999999997
2019-07-25,-0.3883
2019-07-26,2.3392
2019-07-29,-0.9524
2019-07-30,-0.1923
2019-07-31,-3.0829
2019-08-01,1.6381999999999999
2019-08-02,-2.1986
2019-08-05,-2.6
2019-08-06,5.4579
2019-08-07,-1.0865
2019-08-08,-3.8189
2019-08-09,3.3565
2019-08-12,-0.602
2019-08-13,0.6056
2019-08-14,0.7208
2019-08-15,3.0198
2019-08-16,-2.2023
2019-08-19,-1.846
2019-08-20,0.994
2019-08-21,-2.5591
2019-08-22,0.404
2019-08-23,0.6036
2019-08-26,-0.398
2019-08-27,0.2028
2019-08-28,-1.8075
2019-08-29,1.2245
2019-08-30,-0.2016
2019-09-03,-2.4242
2019-09-04,3.3125999999999998
2019-09-05,-1.8035999999999999
2019-09-06,0.4082
2019-09-09,0.2053
2019-09-10,-0.6105
2019-09-11,1.0204
2019-09-12,0.0
2019-09-13,-0.202
2019-09-16,-1.2146
2019-09-17,-0.4877
2019-09-18,-3.2165
2019-09-19,-0.4255
2019-09-20,5.3419
2019-09-23,-7.3022
2019-09-24,-1.9694
2019-09-25,-6.9196
2019-09-26,3.5971
2019-09-27,8.3333
2019-09-30,-1.6902
2019-10-01,0.8498
2019-10-02,-1.5086
2019-10-04,-1.1116
2019-10-08,-1.7525
2019-10-09,-1.5608
2019-10-10,7.6121
2019-10-11,-4.5371
2019-10-14,-6.1915
2019-10-15,3.5138
2019-10-16,2.7523
2019-10-17,0.4464
2019-10-18,-0.4444
2019-10-21,-0.2232
2019-10-22,-6.7114
2019-10-23,7.1942
2019-10-24,-1.5659999999999998
2019-10-25,6.8182
2019-10-28,-4.2553
2019-10-29,-1.1111
2019-10-30,-1.6854
2019-10-31,-1.7143000000000002
2019-11-01,0.2349
2019-11-04,-2.0904
2019-11-05,0.282
2019-11-06,-5.4798
2019-11-07,6.0
2019-11-08,-2.0212
2019-11-11,-2.5107
2019-11-12,-1.2346
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.75
2019-11-18,4.2184
2019-11-19,7.1429
2019-11-20,-5.5556
2019-11-21,1.1764999999999999
2019-11-22,0.0
2019-11-25,3.4884
2019-11-26,0.8989
2019-11-27,10.9131
2019-11-29,-0.6024
2019-12-02,-1.0101
2019-12-03,-6.8367
2019-12-04,1.862
2019-12-05,-9.3183
2019-12-06,-2.7676
2019-12-09,-0.7317
2019-12-10,-12.285
2019-12-11,3.0812
2019-12-12,-1.9022000000000001
2019-12-13,2.2161
2019-12-16,11.3821
2019-12-17,-0.7299
2019-12-18,4.1667
2019-12-19,1.7647
2019-12-20,-1.2717
2019-12-23,3.0445
2019-12-24,-0.4545
2019-12-26,1.1416
2019-12-27,-1.1287
2019-12-30,5.0228
2019-12-31,13.6957
2020-01-02,1.912
2020-01-03,2.439
2020-01-06,6.4103
2020-01-07,11.8761
2020-01-08,0.7692
2020-01-09,-3.8167999999999997
2020-01-10,-3.8095
2020-01-13,-5.033
2020-01-14,0.6082
2020-01-15,9.6718
2020-01-16,5.1969
2020-01-17,-0.4491
2020-01-21,3.0075
2020-01-22,-1.0219
2020-01-23,-6.6372
2020-01-24,1.8957000000000002
2020-01-27,-3.876
2020-01-28,1.9355
2020-01-29,0.4747
2020-01-30,-2.5197000000000003
2020-01-31,-4.6850000000000005
2020-02-03,2.3729
2020-02-04,1.6556
2020-02-05,-3.2573
2020-02-06,-3.5354
2020-02-07,-1.3961999999999999
2020-02-10,1.5929
2020-02-11,-3.8327999999999998
2020-02-12,0.1812
2020-02-13,-3.0217
2020-02-14,9.6422
2020-02-18,-1.0204
2020-02-19,-0.3436
2020-02-20,-0.8621
2020-02-21,12.6957
2020-02-24,13.0401
2020-02-25,-9.624600000000001
2020-02-26,7.4018
2020-02-27,2.8129
2020-02-28,13.2695
2020-03-02,13.285
2020-03-03,10.7676
2020-03-04,5.1973
2020-03-05,-14.8216
2020-03-06,-20.4082
2020-03-09,-16.5992
2020-03-10,3.7217000000000002
2020-03-11,-17.0047
2020-03-12,-25.939799999999998
2020-03-13,7.868
2020-03-16,21.4118
2020-03-17,17.4419
2020-03-18,-14.3564
2020-03-19,-2.5048
2020-03-20,32.4111
2020-03-23,6.2687
2020-03-24,8.2865
2020-03-25,0.9079
2020-03-26,-8.6118
2020-03-27,-0.1406
2020-03-30,3.3803
2020-03-31,8.9918
2020-04-01,17.75
2020-04-02,-1.2739
2020-04-03,-0.3226
2020-04-06,-9.8166
2020-04-07,1.0766
2020-04-08,1.7751000000000001
2020-04-09,5.2326
2020-04-13,4.1989
2020-04-14,0.2121
2020-04-15,-2.8571
2020-04-16,-8.8235
2020-04-17,-3.9427
2020-04-20,-1.7412999999999998
2020-04-21,-8.3544
2020-04-22,2.2099
2020-04-23,9.3243
2020-04-24,2.3486000000000002
2020-04-27,-8.5749
2020-04-28,0.0
2020-04-29,3.0383
2020-04-30,-5.5128
2020-05-01,-0.9498
2020-05-04,0.8219
2020-05-05,-0.6793
2020-05-06,-2.8728
2020-05-07,0.4225
2020-05-08,0.2805
2020-05-11,9.6503
2020-05-12,0.8929
2020-05-13,-3.9191000000000003
2020-05-14,10.3947
2020-05-15,-0.8343
2020-05-18,3.726
2020-05-19,-2.4334
2020-05-20,-0.7126
2020-05-21,-0.1196
2020-05-22,-3.3533
2020-05-26,0.0
2020-05-27,-6.9393
2020-05-28,-5.7257
2020-05-29,2.8249
2020-06-01,-2.4725
2020-06-02,0.9859
2020-06-03,-1.8131
2020-06-04,-2.6989
2020-06-05,-0.8759
2020-06-08,-2.7982
2020-06-09,2.2727
2020-06-10,1.3333
2020-06-11,-4.5322
2020-06-12,-1.3783
2020-06-15,6.8323
2020-06-16,4.9419
2020-06-17,-5.5402000000000005
2020-06-18,8.5044
2020-06-19,1.0811
2020-06-22,2.2727
2020-06-23,-9.1503
2020-06-24,3.3094
2020-06-25,7.2423
2020-06-26,-8.1818
2020-06-29,-0.8487
2020-06-30,3.4237
2020-07-01,-6.069
2020-07-02,3.8179
2020-07-06,-0.4243
2020-07-07,-2.4148
2020-07-08,-0.5822
2020-07-09,1.3176999999999999
2020-07-10,-3.1792
2020-07-13,-6.7164
2020-07-14,0.0
2020-07-15,-6.08
2020-07-16,-1.448
2020-07-17,2.8522
2020-07-20,8.4034
2020-07-21,-3.4109
2020-07-22,5.1364
2020-07-23,0.6107
2020-07-24,-3.7936
2020-07-27,-0.3155
2020-07-28,-3.0063
2020-07-29,-1.6313
2020-07-30,6.136
2020-07-31,-2.9688
