ticker,GRUA US Equity
2000-11-27,-10.7143
2000-11-28,-4.0
2000-11-29,-16.6667
2000-12-01,0.0
2000-12-04,60.0
2000-12-05,6.25
2000-12-11,-52.9412
2000-12-19,50.0
2000-12-20,-33.3333
2000-12-21,25.0
2001-01-11,20.0
2001-01-19,16.6667
2001-01-30,-14.2857
2001-02-02,41.6667
2001-02-05,-14.7059
2001-02-08,-44.8276
2001-02-23,-12.5
2001-03-12,42.8571
2001-03-14,-25.0
2001-03-15,6.6667
2001-03-20,-6.25
2001-03-21,6.6667
2001-03-28,25.0
2001-04-05,0.0
2001-04-16,0.0
2001-04-20,100.0
2001-04-23,5.0
2001-05-03,23.8095
2001-05-04,15.3846
2001-05-09,-20.0
2001-05-10,-16.6667
2001-05-11,-10.0
2001-05-15,16.6667
2001-05-24,-23.8095
2001-05-30,12.5
2001-06-07,11.1111
2001-06-08,-10.0
2001-06-15,-22.2222
2001-06-19,21.4286
2001-07-06,-29.4118
2001-07-09,16.6667
2001-07-23,-28.5714
2001-07-31,0.0
2001-08-21,20.0
2001-08-30,20.8333
2001-08-31,3.4483
2001-09-10,-20.0
2001-09-21,-16.6667
2001-09-25,-40.0
2001-09-26,100.0
2001-10-01,-33.3333
2001-10-03,25.0
2001-10-04,18.0
2001-10-16,1.6949
2001-10-17,-16.6667
2001-10-31,40.0
2001-11-06,-35.7143
2001-11-12,0.0
2001-11-13,-33.3333
2001-11-30,83.3333
2001-12-12,-9.0909
2002-01-22,-20.0
2002-01-24,25.0
2002-01-25,5.0
2002-01-31,-4.7619
2002-02-04,0.0
2002-02-15,0.0
2002-02-19,-40.0
2002-02-27,91.6667
2002-03-08,-24.7826
2002-03-14,-36.4162
2002-03-22,78.1818
2002-04-02,2.0408
2002-04-03,-20.0
2002-04-24,1.875
2002-04-25,-7.9755
2002-04-30,2.6667
2002-05-03,-15.5844
2002-05-07,0.0
2002-05-23,46.1538
2002-05-31,1.0526
2002-06-03,-1.0417
2002-06-17,5.2632
2002-06-27,-30.0
2002-07-01,-4.2857
2002-07-03,5.9701
2002-07-08,0.0
2002-07-09,-1.4085
2002-07-12,-27.1429
2002-07-16,0.0
2002-07-23,17.647100000000002
2002-07-31,-15.0
2002-08-02,-31.3725
2002-08-06,0.0
2002-08-14,-2.8571
2002-08-20,-17.647100000000002
2002-08-23,35.7143
2002-08-28,-21.0526
2002-08-29,23.3333
2002-08-30,-18.9189
2002-09-04,3.3333
2002-09-12,0.0
2002-09-20,16.129
2002-09-30,-16.6667
2002-10-09,33.3333
2002-10-21,2.5
2002-10-30,24.3902
2002-11-06,0.0
2002-11-21,0.0
2002-11-22,-41.1765
2002-12-10,0.0
2002-12-13,5.0
2002-12-26,-33.3333
2002-12-31,0.0
2003-01-06,0.0
2003-01-08,76.1905
2003-01-17,8.1081
2003-01-28,-2.5
2003-01-30,-46.1538
2003-02-03,85.7143
2003-06-06,-61.5385
2003-07-02,20.0
2003-07-18,-16.6667
2003-07-22,-33.3333
2003-07-25,0.0
2003-07-31,10.0
2003-08-21,-9.0909
2003-09-02,0.0
2003-09-24,0.0
2003-10-08,-40.0
2003-10-14,66.6667
2003-10-21,0.0
2003-10-22,20.0
2003-11-04,66.6667
2003-12-22,-25.0
2004-02-09,0.0
2004-04-13,-46.6667
2004-06-02,0.0
2004-07-07,-23.75
2004-07-21,-34.4262
2004-07-22,25.0
2004-08-10,40.0
2004-08-13,-10.0
2004-08-16,-4.7619
2004-08-17,8.3333
2004-08-23,0.0
2004-09-02,-69.2308
2004-09-15,300.0
2004-09-20,25.0
2004-10-20,-40.0
2004-11-01,33.3333
2004-11-04,-12.5
2004-11-23,-14.2857
2004-12-08,50.0
2004-12-09,0.0
2004-12-17,11.1111
2005-01-06,0.0
2005-01-27,0.0
2005-02-22,0.0
2005-03-18,150.0
2005-03-21,-20.0
2005-03-24,2.5
2005-03-29,7.3171
2005-04-08,-27.2727
2005-04-14,12.5
2005-04-19,-2.7778
2005-04-26,-13.7143
2005-04-27,0.0
2005-04-28,45.6954
2005-04-29,-45.4545
2005-05-09,26.6667
2005-05-10,-2.9605
2005-05-11,1.6949
2005-05-19,0.0
2005-05-26,-10.0
2005-05-27,-25.9259
2005-06-06,0.0
2005-06-08,15.0
2005-06-10,0.0
2005-06-23,0.0
2005-06-24,4.3478
2005-06-28,8.3333
2005-06-29,0.0
2005-07-06,0.0
2005-07-11,7.6923
2005-07-13,0.0
2005-08-12,-7.1429
2005-08-17,-15.3846
2005-08-18,-9.0909
2005-08-19,0.0
2005-08-23,-5.0
2005-08-25,0.0
2005-08-31,5.2632
2005-09-12,10.0
2005-09-13,-9.0909
2005-09-14,5.0
2005-09-30,-7.1429
2005-10-03,-2.5641
2005-10-04,-15.7895
2005-10-21,87.5
2005-11-01,-40.0
2005-11-02,-11.1111
2005-11-03,18.75
2005-11-04,-5.2632
2005-12-12,0.0
2005-12-16,0.0
2006-01-03,-13.8889
2006-01-12,16.129
2006-01-13,0.0
2006-01-17,27.7778
2006-01-18,-4.3478
2006-01-19,9.0909
2006-01-20,0.0
2006-01-23,-12.5
2006-01-24,4.7619
2006-01-25,0.0
2006-01-26,-9.0909
2006-01-27,10.0
2006-01-31,0.0
2006-02-01,0.0
2006-02-03,36.3636
2006-02-06,-3.3333
2006-02-10,3.4483
2006-02-15,-23.3333
2006-02-16,-4.3478
2006-02-17,-13.6364
2006-02-21,5.2632
2006-02-23,0.0
2006-02-27,-10.0
2006-03-01,27.7778
2006-03-02,-4.3478
2006-03-06,-9.0909
2006-03-07,0.0
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,0.0
2006-03-17,-2.0
2006-03-28,-8.1633
2006-03-29,5.5556
2006-03-30,-5.2632
2006-04-03,-11.1111
2006-04-05,0.0
2006-04-24,-6.25
2006-04-25,0.0
2006-04-27,-6.6667
2006-04-28,7.1429
2006-05-01,-20.0
2006-05-02,0.0
2006-05-03,0.0
2006-05-05,0.0
2006-05-08,0.0
2006-05-09,0.0
2006-05-17,-16.6667
2006-05-19,-10.0
2006-05-23,33.3333
2006-05-24,-16.6667
2006-05-25,0.0
2006-05-26,20.0
2006-05-30,-16.6667
2006-05-31,0.0
2006-06-01,2.0
2006-06-07,17.647100000000002
2006-06-08,-16.6667
2006-06-09,20.0
2006-06-12,25.0
2006-06-14,18.6667
2006-06-15,-11.236
2006-06-16,0.0
2006-06-20,-17.7215
2006-06-22,0.0
2006-06-23,0.0
2006-06-26,29.2308
2006-06-27,5.9524
2006-06-28,1.1236
2006-06-29,-5.5556
2006-06-30,-11.7647
2006-07-05,6.6667
2006-07-06,6.25
2006-07-07,0.0
2006-07-13,-5.8824
2006-07-17,18.75
2006-07-18,4.2105
2006-07-19,-1.0101
2006-07-20,-8.1633
2006-07-21,0.0
2006-07-24,-5.5556
2006-07-25,5.8824
2006-07-26,0.0
2006-07-27,-11.1111
2006-07-28,0.0
2006-07-31,18.75
2006-08-01,-5.2632
2006-08-03,-1.1111
2006-08-10,-4.4944
2006-08-14,-8.2353
2006-08-15,2.5641
2006-08-16,-1.25
2006-08-17,-1.2658
2006-08-18,0.0
2006-08-21,1.2821
2006-08-22,0.0
2006-08-25,-1.2658
2006-08-30,-5.1282
2006-08-31,2.7027
2006-09-05,0.0
2006-09-06,-2.6316
2006-09-07,-12.1622
2006-09-13,0.0
2006-09-14,-15.3846
2006-09-15,0.0
2006-09-18,-4.5455
2006-09-19,-4.7619
2006-09-20,0.0
2006-09-22,0.0
2006-09-25,0.0
2006-09-27,0.0
2006-10-02,5.0
2006-10-05,4.7619
2006-10-17,-9.0909
2006-10-18,0.0
2006-10-20,0.0
2006-10-24,10.0
2006-10-25,-9.0909
2006-10-26,0.0
2006-11-01,-10.0
2006-11-09,-11.1111
2006-11-14,-25.0
2006-11-15,6.6667
2006-11-16,0.0
2006-12-04,-6.25
2006-12-05,0.0
2006-12-06,0.0
2006-12-07,0.0
2006-12-11,0.0
2006-12-19,-8.3333
2007-01-22,-1.8182
2007-02-02,0.0
2007-02-07,-3.7037
2007-02-09,0.0
2007-02-28,15.3846
2007-03-01,0.0
2007-03-28,-16.6667
2007-03-29,10.0
2007-04-03,0.0
2007-04-05,1.8182
2007-04-09,-14.2857
2007-04-12,18.75
2007-04-17,0.0
2007-04-18,0.0
2007-04-20,-12.2807
2007-05-09,0.0
2007-05-22,4.0
2007-05-23,-7.6923
2007-06-14,0.0
2007-06-22,-16.6667
2007-07-16,10.0
2007-07-23,0.0
2007-07-24,0.0
2007-10-01,13.6364
2007-10-03,-12.0
2007-10-04,-6.8182
2007-10-05,0.0
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,-26.8293
2007-10-12,33.3333
2007-10-19,0.0
2007-10-26,0.0
2007-10-29,50.0
2007-11-15,0.0
2007-11-19,-16.6667
2007-12-19,-35.5
2007-12-20,-6.9767
2007-12-21,0.0
2008-01-03,-20.0
2008-01-17,0.0
2008-02-04,0.0
2008-02-21,0.0
2008-03-14,-4.1667
2008-03-28,30.4348
2008-04-18,-20.0
2008-05-09,-8.3333
2008-05-20,0.0
2008-06-06,-9.0909
2008-06-19,0.0
2008-08-21,-40.0
2008-08-27,66.6667
2008-09-12,0.0
2008-09-17,-40.0
2008-09-19,-8.3333
2008-10-16,9.0909
2008-11-18,-16.6667
2008-11-24,0.0
2008-11-26,-60.0
2008-12-09,-75.0
2008-12-19,25.0
2008-12-23,-20.0
2009-01-20,-37.5
2009-02-23,0.0
2009-02-26,0.0
2009-03-09,60.0
2009-05-18,0.0
2009-07-09,-62.5
2009-07-10,0.0
2009-08-14,533.3333
2009-08-20,-57.8947
2009-09-16,0.0
2009-09-17,0.0
2009-10-05,75.0
2009-10-08,14.2857
2009-10-19,50.0
2009-11-13,12.5
2009-11-16,40.7407
2009-11-23,18.4211
2009-11-25,77.7778
2009-12-02,-57.5
2009-12-10,-38.2353
2009-12-14,128.5714
2009-12-15,16.6667
2009-12-18,-42.8571
2009-12-21,0.0
2009-12-22,140.625
2010-01-29,0.0
2010-02-08,-54.5455
2010-02-09,-31.4286
2010-03-15,0.0
2010-03-17,0.0
2010-03-19,-25.0
2010-06-25,-11.1111
2010-09-21,12.5
2010-10-19,77.7778
2010-11-23,-68.75
2010-12-21,0.0
2010-12-27,0.0
2011-01-03,200.0
2011-01-18,-66.6667
2011-01-25,200.0
2011-01-26,0.0
2011-02-07,0.0
2011-02-18,-63.3333
2011-03-09,190.9091
2011-03-10,0.0
2011-03-30,-40.625
2011-04-08,0.0
2011-04-20,-5.2632
2011-06-08,5.5556
2011-06-16,0.0
2011-06-24,0.0
2011-11-03,-5.2632
2011-11-09,-38.8889
2012-03-01,0.0
2012-03-14,0.0
2012-05-02,63.6364
2012-05-22,-38.8889
2012-08-08,45.4545
2012-08-14,-31.25
2012-08-15,-9.0909
2012-08-16,0.0
2012-08-20,0.0
2012-08-22,-20.0
2012-10-09,0.0
2012-11-08,0.0
2012-11-20,0.0
2012-11-26,-62.5
2013-01-16,233.3333
2013-04-03,-40.0
2013-06-11,433.3333
2013-06-12,-43.75
2013-06-13,122.2222
2013-06-14,0.0
2013-06-17,0.0
2013-06-26,-52.5
2013-07-02,0.0
2013-07-05,0.0
2013-07-09,0.0
2013-07-24,236.8421
2013-07-25,-12.5
2013-07-26,-28.5714
2013-07-30,-35.0
2013-08-06,-19.2308
2013-08-07,-9.5238
2013-08-23,0.0
2013-10-23,0.0
2013-11-08,0.0
2013-12-11,0.0
2013-12-26,-26.3158
2014-01-03,-7.1429
2014-01-17,-15.3846
2014-02-04,0.0
2014-03-27,118.1818
2014-04-10,0.0
2014-05-05,0.0
2014-05-09,58.3333
2014-05-13,-36.8421
2014-06-05,0.0
2014-10-06,33.3333
2014-10-21,-50.0
2014-11-20,0.0
2014-12-15,0.0
2014-12-16,18.75
2014-12-26,15.7895
2014-12-31,-40.9091
2015-01-12,-15.3846
2015-05-07,0.0
2015-05-26,0.0
2015-06-02,72.7273
2015-06-11,15.7895
2015-11-10,-36.3636
2015-11-16,-7.1429
2015-11-25,-23.0769
2015-12-01,-40.0
2015-12-04,0.0
2016-02-04,0.0
2016-03-17,0.0
2016-03-30,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-06-15,0.0
2016-06-23,0.0
2016-06-29,66.6667
2016-07-05,-20.0
2016-07-08,25.0
2016-07-27,700.0
2016-07-28,13.75
2016-07-29,19.7802
2016-08-01,-63.3028
2016-08-02,-52.5
2016-08-03,26.3158
2016-08-04,20.8333
2016-08-08,-10.3448
2016-08-11,-38.4615
2016-08-30,0.0
2016-09-14,0.0
2016-09-20,6.25
2016-09-30,-17.647100000000002
2016-10-25,28.5714
2016-10-26,0.0
2016-12-09,-38.8889
2017-03-24,0.0
2017-03-28,0.0
2017-05-30,0.0
2017-07-21,1.8182
2017-07-24,57.1429
2017-09-06,-18.1818
2017-09-18,0.0
2017-09-29,0.0
2017-12-20,-22.2222
2018-01-17,314.2857
2018-02-06,-31.0345
2018-03-08,-25.0
2018-03-16,-6.6667
2018-04-10,-2.1429
2018-04-13,-78.1022
2018-05-02,366.6667
2018-05-03,0.0
2018-07-09,3.5714
2018-09-20,-58.6207
2018-10-10,100.0
2018-10-11,-16.6667
2018-12-11,300.0
2018-12-12,25.0
2018-12-13,-15.0
2018-12-18,-1.1764999999999999
2018-12-19,-50.0
2019-01-08,94.2857
2019-01-17,34.8039
2019-01-30,-27.2727
2019-02-04,-50.0
2019-02-05,250.0
2019-02-06,-28.5714
2019-02-07,-10.0
2019-02-08,56.8889
2019-02-21,6.2323
2019-03-25,0.0
2019-04-01,-53.3333
2019-04-04,0.0
2019-05-03,0.0
2019-05-10,0.0
2019-11-06,0.0
