ticker,BOLB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-07,-15.493
2000-11-28,-53.3333
2001-03-20,0.0
2001-05-18,14.2857
2001-07-27,106.25
2001-08-01,-3.0303
2002-10-04,-32.5
2002-10-30,1.2963
2002-12-24,4.5704
2003-01-31,13.461500000000001
2003-02-13,7.8582
2003-08-13,14.2857
2004-01-22,62.5
2004-01-30,0.0
2004-02-26,0.0
2004-04-01,0.0
2004-04-06,23.0769
2004-04-22,-3.125
2004-04-26,1.6129
2004-04-27,3.1746
2004-04-28,6.1538
2004-07-06,-15.3623
2004-07-13,9.589
2005-08-23,50.0
2005-08-26,4.5833
2005-08-30,-1.3944
2005-09-06,-6.0606
2005-09-09,-10.7527
2005-09-19,1.2048
2005-09-21,-1.1905000000000001
2005-09-22,-2.4096
2005-10-05,-11.1111
2006-01-17,5.5556
2006-01-18,10.526299999999999
2006-02-10,-4.7619
2006-06-28,6.75
2006-07-14,5.3864
2006-08-15,-3.3333
2006-11-22,28.7356
2007-02-20,6.25
2007-02-28,4.2017
2008-07-01,17.7419
2008-07-08,-9.589
2008-07-15,0.7576
2008-09-12,0.0
2009-04-15,-21.5038
2009-04-16,1.5326
2009-10-27,-3.2075
2010-01-27,24.7563
2010-06-25,-1.5625
2010-07-28,-6.3492
2010-08-12,-1.6949
2010-08-13,0.0
2010-09-29,-4.3103
2011-08-31,-4.5045
2012-04-23,-3.7736
2012-05-08,0.0
2012-05-23,4.902
2012-10-10,0.0
2013-03-18,-3.7382999999999997
2013-07-16,4.8544
2013-08-29,0.0
2013-11-21,-5.5556
2014-04-22,-0.3922
2014-04-30,0.0
2014-05-01,-5.5118
2014-08-27,-2.0833
2015-03-31,8.0851
2015-04-01,-7.4803
2015-05-28,4.2553
2015-09-28,-4.0816
2016-12-27,-1.0638
2016-12-28,0.0
2016-12-30,1.0753
2017-12-14,-4.6809
2018-01-30,33.9286
2018-03-16,-6.6667
2018-06-07,-20.5357
2018-07-09,-1.1236
2018-07-24,4.5455
2018-08-31,0.0
2018-09-10,2.1739
2018-09-17,-8.5106
2018-09-21,6.9767
2018-12-04,5.6522
2018-12-11,-9.465
2019-01-03,-4.5455
2019-01-25,4.7619
2019-01-31,0.0
2019-02-05,-1.1364
2019-02-20,0.0
2019-05-13,0.0
2019-05-17,-1.1494
2019-05-20,11.6279
2019-05-21,12.5
2019-05-22,3.7037
2019-05-28,7.1429
2019-11-27,-25.8333
2019-12-17,7.8652
2019-12-27,-7.4167
2020-02-27,0.0
2020-03-12,0.0
2020-03-18,-18.5419
2020-04-20,-22.6519
2020-04-24,1.7856999999999998
2020-04-29,3.5088
2020-05-14,61.0169
2020-07-24,-15.7895
