ticker,RKDA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-05-15,-8.75
2015-05-18,2.0548
2015-05-19,4.698
2015-05-20,-0.1282
2015-05-21,1.2837
2015-05-22,0.3802
2015-05-26,0.8838
2015-05-27,2.6283
2015-05-28,-0.3659
2015-05-29,5.3856
2015-06-01,-4.2973
2015-06-02,-2.7913
2015-06-03,3.4956
2015-06-04,-1.0856
2015-06-05,-1.8293
2015-06-08,0.4969
2015-06-09,1.2361
2015-06-10,1.9536
2015-06-11,4.0719
2015-06-12,0.4603
2015-06-15,-3.3219
2015-06-16,-0.237
2015-06-17,-6.8884
2015-06-18,0.2551
2015-06-19,1.9083999999999999
2015-06-22,-5.3683
2015-06-23,-11.4776
2015-06-24,-7.6006
2015-06-25,2.4194
2015-06-26,9.9213
2015-06-29,-6.7335
2015-06-30,-2.1505
2015-07-01,3.4537
2015-07-02,-3.6419
2015-07-06,5.8268
2015-07-07,-3.4226
2015-07-08,-1.2327
2015-07-09,-2.1841
2015-07-10,1.2759
2015-07-13,-1.1024
2015-07-14,-0.6369
2015-07-15,-8.6538
2015-07-16,-5.614
2015-07-17,-0.3717
2015-07-20,-9.7015
2015-07-21,-8.4711
2015-07-22,-0.4515
2015-07-23,3.8548999999999998
2015-07-24,-3.4934
2015-07-27,-0.4525
2015-07-28,2.0455
2015-07-29,-7.1269
2015-07-30,5.036
2015-07-31,-3.1963
2015-08-03,3.066
2015-08-04,-1.6018
2015-08-05,0.0
2015-08-06,1.1628
2015-08-07,0.2299
2015-08-10,3.8991
2015-08-11,-1.3245
2015-08-12,-2.2371
2015-08-13,0.2288
2015-08-14,7.0776
2015-08-17,12.7932
2015-08-18,8.1285
2015-08-19,1.2238
2015-08-20,-3.6269
2015-08-21,3.2258
2015-08-24,-6.5972
2015-08-25,7.0632
2015-08-26,2.0833
2015-08-27,3.4013999999999998
2015-08-28,4.6053
2015-08-31,2.3585
2015-09-01,-1.9969000000000001
2015-09-02,-7.5235
2015-09-03,-6.4407
2015-09-04,-1.9928
2015-09-08,0.9242
2015-09-09,-1.6484
2015-09-10,-4.0968
2015-09-11,-5.0485
2015-09-14,2.6585
2015-09-15,11.9522
2015-09-16,4.6263
2015-09-17,10.3741
2015-09-18,-10.1695
2015-09-21,-5.8319
2015-09-22,-6.9216999999999995
2015-09-23,-8.8063
2015-09-24,-7.7253
2015-09-25,-6.9767
2015-09-28,-9.75
2015-09-29,-3.8781
2015-09-30,-12.1037
2015-10-01,-4.918
