ticker,NIU US Equity
2019-03-14,5.7692
2019-03-15,-1.2121
2019-03-18,0.3681
2019-03-19,-3.423
2019-03-20,3.5443
2019-03-21,-2.5672
2019-03-22,-1.0038
2019-03-25,0.507
2019-03-26,0.7566
2019-03-27,1.3767
2019-03-28,0.9877
2019-03-29,-0.8557
2019-04-01,2.836
2019-04-02,8.6331
2019-04-03,4.8565000000000005
2019-04-04,2.1053
2019-04-05,8.7629
2019-04-08,27.3934
2019-04-09,-7.2173
2019-04-10,-3.8491999999999997
2019-04-11,-1.1676
2019-04-12,-0.7595
2019-04-15,-7.7381
2019-04-16,-3.2258
2019-04-17,9.4286
2019-04-18,-19.0601
2019-04-22,-1.0753
2019-04-23,7.3913
2019-04-24,6.3765
2019-04-25,-5.0428
2019-04-26,-3.1062
2019-04-29,-3.8263
2019-04-30,-7.4193999999999996
2019-05-01,-0.1161
2019-05-02,2.2093
2019-05-03,0.0
2019-05-06,1.5927
2019-05-07,0.0
2019-05-08,-6.9429
2019-05-09,1.5644
2019-05-10,1.4218
2019-05-13,3.5047
2019-05-14,-3.386
2019-05-15,5.1402
2019-05-16,-2.6667
2019-05-17,-4.3379
2019-05-20,1.9093
2019-05-21,0.2342
2019-05-22,-3.271
2019-05-23,-5.314
2019-05-24,-0.5102
2019-05-28,-2.0513
2019-05-29,0.2618
2019-05-30,-0.3916
2019-05-31,-0.6553
2019-06-03,-5.0132
2019-06-04,-1.1111
2019-06-05,0.1404
2019-06-06,-5.1893
2019-06-07,0.0
2019-06-10,-1.9231
2019-06-11,-2.8658
2019-06-12,-4.0373
2019-06-13,-1.9417
2019-06-14,-3.3003
2019-06-17,7.1672
2019-06-18,-1.2739
2019-06-19,5.1613
2019-06-20,-4.908
2019-06-21,-0.3226
2019-06-24,-0.8091
2019-06-25,-0.1631
2019-06-26,3.4314
2019-06-27,-3.0016
2019-06-28,-3.7459
2019-07-01,17.5973
2019-07-02,-6.0432
2019-07-03,0.6126
2019-07-05,-8.067
2019-07-08,-0.1656
2019-07-09,-0.6633
2019-07-10,-1.5025
2019-07-11,1.0169
2019-07-12,-0.1678
2019-07-15,-2.521
2019-07-16,-0.1724
2019-07-17,-1.5544
2019-07-18,-2.1053
2019-07-19,7.5269
2019-07-22,-8.3333
2019-07-23,3.4545
2019-07-24,-0.8787
2019-07-25,5.1418
2019-07-26,7.5885
2019-07-29,3.2915
2019-07-30,0.9105
2019-07-31,-1.0526
2019-08-01,4.1033
2019-08-02,4.2336
2019-08-05,1.6806999999999999
2019-08-06,6.7493
2019-08-07,5.4193999999999996
2019-08-08,1.9584000000000001
2019-08-09,-2.401
2019-08-12,-1.722
2019-08-13,-5.5069
2019-08-14,-5.1656
2019-08-15,0.2793
2019-08-16,2.7855
2019-08-19,4.336
2019-08-20,6.8831
2019-08-21,5.9538
2019-08-22,2.5229
2019-08-23,-3.6913
2019-08-26,-3.252
2019-08-27,-6.2425
2019-08-28,-1.7926
2019-08-29,4.0417
2019-08-30,-1.1278
2019-09-03,-3.6755
2019-09-04,3.4211
2019-09-05,4.5802
2019-09-06,-2.0681
2019-09-09,1.7391
2019-09-10,3.1746
2019-09-11,-0.5917
2019-09-12,0.3571
2019-09-13,1.7793999999999999
2019-09-16,-0.3497
2019-09-17,-0.3509
2019-09-18,-1.2911000000000001
2019-09-19,-1.4269
2019-09-20,1.3269
2019-09-23,-3.8095
2019-09-24,-0.1238
2019-09-25,1.3631
2019-09-26,-0.2445
2019-09-27,0.8578
2019-09-30,2.5516
2019-10-01,-0.4739
2019-10-02,1.1905000000000001
2019-10-03,0.3529
2019-10-04,0.3517
2019-10-07,5.1402
2019-10-08,-0.3333
2019-10-09,-0.3344
2019-10-10,0.3356
2019-10-11,2.3411
2019-10-14,-2.5054
2019-10-15,1.6760000000000002
2019-10-16,0.1099
2019-10-17,4.8299
2019-10-18,-4.3979
2019-10-21,0.0
2019-10-22,3.0668
2019-10-23,-0.1063
2019-10-24,1.0638
2019-10-25,-1.3684
2019-10-28,1.174
2019-10-29,-0.8439
2019-10-30,1.0638
2019-10-31,-1.1579
2019-11-01,-1.9169
2019-11-04,0.1086
2019-11-05,0.1085
2019-11-06,2.6002
2019-11-07,5.2798
2019-11-08,-2.5075
2019-11-11,-1.4403000000000001
2019-11-12,0.8351
2019-11-13,0.0
2019-11-14,0.1035
2019-11-15,-7.2389
2019-11-18,0.1115
2019-11-19,-0.1114
2019-11-20,-2.2297
2019-11-21,1.2543
2019-11-22,0.5631
2019-11-25,0.7839
2019-11-26,-1.1111
2019-11-27,-2.0225
2019-11-29,2.9817
2019-12-02,-3.5635
2019-12-03,-2.8868
2019-12-04,0.2378
2019-12-05,0.7117
2019-12-06,0.1178
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,-0.1176
2019-12-12,-0.1178
2019-12-13,-1.0613
2019-12-16,-0.3576
2019-12-17,0.5981
2019-12-18,1.0702
2019-12-19,-0.5882
2019-12-20,0.5917
2019-12-23,0.0
2019-12-24,0.8235
2019-12-26,-0.2334
2019-12-27,-1.0526
2019-12-30,0.3546
2019-12-31,0.4711
2020-01-02,2.3447
2020-01-03,-1.7182
2020-01-06,-0.9324
2020-01-07,-0.2353
2020-01-08,-2.4764
2020-01-09,-2.0556
2020-01-10,-0.1235
2020-01-13,3.7083
2020-01-14,1.3111
2020-01-15,0.2353
2020-01-16,1.4085
2020-01-17,5.3241
2020-01-21,0.7692
2020-01-22,1.8538999999999999
2020-01-23,-0.1071
2020-01-24,-0.1072
2020-01-27,-3.6481
2020-01-28,0.5568
2020-01-29,-1.5504
2020-01-30,-2.9246
2020-01-31,1.5064
2020-02-03,0.5708
2020-02-04,1.2486
2020-02-05,0.4484
2020-02-06,11.3839
2020-02-07,-1.9038
2020-02-10,-5.1073
2020-02-11,2.0452
2020-02-12,2.2152
2020-02-13,0.0
2020-02-14,-3.4056
2020-02-18,0.8547
2020-02-19,1.6949
2020-02-20,3.8542
2020-02-21,-5.9178
2020-02-24,-5.3305
2020-02-25,-2.8153
2020-02-26,0.2317
2020-02-27,-0.578
2020-02-28,-0.9302
2020-03-02,3.2864
2020-03-03,-0.1136
2020-03-04,-0.3413
2020-03-05,-1.484
2020-03-06,-0.1159
2020-03-09,-5.6845
2020-03-10,2.8289999999999997
2020-03-11,-5.1435
2020-03-12,-10.0883
2020-03-13,3.3661
2020-03-16,-11.1262
2020-03-17,15.2672
2020-03-18,-9.0066
2020-03-19,-2.0378
2020-03-20,-2.3774
2020-03-23,-6.0883
2020-03-24,2.107
2020-03-25,7.4603
2020-03-26,6.9424
2020-03-27,-4.8343
2020-03-30,0.2903
2020-03-31,0.8683
2020-04-01,-0.8608
2020-04-02,-4.3415
2020-04-03,-2.118
2020-04-06,6.8006
2020-04-07,1.1577
2020-04-08,-0.4292
2020-04-09,0.431
2020-04-13,-9.0129
2020-04-14,4.0881
2020-04-15,1.0574
2020-04-16,4.6338
2020-04-17,1.1429
2020-04-20,5.3672
2020-04-21,-4.4236
2020-04-22,6.5919
2020-04-23,5.2632
2020-04-24,0.5
2020-04-27,5.4726
2020-04-28,4.2453
2020-04-29,-0.3394
2020-04-30,-3.9728
2020-05-01,0.591
2020-05-04,-1.8801
2020-05-05,2.1557
2020-05-06,0.3517
2020-05-07,3.972
2020-05-08,0.4494
2020-05-11,-0.1119
2020-05-12,3.8074
2020-05-13,-2.9126
2020-05-14,-1.5556
2020-05-15,2.2573
2020-05-18,2.8698
2020-05-19,13.7339
2020-05-20,-6.2264
2020-05-21,1.1066
2020-05-22,0.398
2020-05-26,3.9643
2020-05-27,-0.0953
2020-05-28,2.3855
2020-05-29,-0.7456
2020-06-01,-0.7512
2020-06-02,1.0407
2020-06-03,2.9962999999999997
2020-06-04,6.8182
2020-06-05,0.1702
2020-06-08,-1.8692
2020-06-09,2.0779
2020-06-10,-1.4419
2020-06-11,0.6885
2020-06-12,-0.5983
2020-06-15,2.3216
2020-06-16,6.3025
2020-06-17,2.7668
2020-06-18,10.3846
2020-06-19,11.4983
2020-06-22,-3.625
2020-06-23,3.7613
2020-06-24,-7.5
2020-06-25,7.3649000000000004
2020-06-26,-5.0346
2020-06-29,2.9158
2020-06-30,3.0264
2020-07-01,2.0625
2020-07-02,11.7575
2020-07-06,21.1507
2020-07-07,1.7639
2020-07-08,1.9111
2020-07-09,-1.7008
2020-07-10,-0.1775
2020-07-13,-5.8222000000000005
2020-07-14,0.9438
2020-07-15,-10.6592
2020-07-16,-4.1863
2020-07-17,9.2845
2020-07-20,-2.3487999999999998
2020-07-21,4.2989
2020-07-22,0.2453
2020-07-23,-3.769
2020-07-24,-3.6623
2020-07-27,-3.8015
2020-07-28,1.1526
2020-07-29,11.0689
2020-07-30,-2.7846
2020-07-31,5.6281
