ticker,QLYS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-28,18.0
2012-10-01,-1.4830999999999999
2012-10-02,-1.8638
2012-10-03,-1.3148
2012-10-04,0.6662
2012-10-05,0.0
2012-10-08,0.5147
2012-10-09,-0.8778
2012-10-10,-0.2952
2012-10-11,0.3701
2012-10-12,0.59
2012-10-15,2.346
2012-10-16,0.3582
2012-10-17,0.6424
2012-10-18,4.1844
2012-10-19,-3.1995
2012-10-22,4.7117
2012-10-23,-1.2089
2012-10-24,-2.1074
2012-10-25,-0.7639
2012-10-26,-0.6298
2012-10-31,-8.5915
2012-11-01,4.7766
2012-11-02,-4.5588
2012-11-05,-4.3143
2012-11-06,6.6828
2012-11-07,-1.283
2012-11-08,-11.6972
2012-11-09,2.5974
2012-11-12,-0.8439
2012-11-13,1.617
2012-11-14,0.8375
2012-11-15,-1.0796999999999999
2012-11-16,3.2746
2012-11-19,-1.2195
2012-11-20,0.0823
2012-11-21,0.0
2012-11-23,1.0691
2012-11-26,0.9764
2012-11-27,-1.6116000000000001
2012-11-28,0.5733
2012-11-29,7.329
2012-11-30,1.5175
2012-12-03,0.0
2012-12-04,-3.7369
2012-12-05,0.2329
2012-12-06,-5.4996
2012-12-07,-0.8197
2012-12-10,-6.281
2012-12-11,3.0864
2012-12-12,5.9879999999999995
2012-12-13,2.2599
2012-12-14,1.5391
2012-12-17,2.6817
2012-12-18,1.514
2012-12-19,2.61
2012-12-20,-1.3081
2012-12-21,1.9882
2012-12-24,-1.083
2012-12-26,-3.8686
2012-12-27,3.7965
2012-12-28,5.1207
2012-12-31,2.9228
2013-01-02,5.5443
2013-01-03,-0.7047
2013-01-04,3.5484
2013-01-07,1.1838
2013-01-08,-2.7709
2013-01-09,1.1400000000000001
2013-01-10,1.2523
2013-01-11,-2.9066
2013-01-14,-0.7643
2013-01-15,-1.8614000000000002
2013-01-16,-2.9431000000000003
2013-01-17,3.3019
2013-01-18,2.0874
2013-01-22,-0.7029
2013-01-23,-2.7671
2013-01-24,-2.184
2013-01-25,-0.9472
2013-01-28,-4.0301
2013-01-29,-4.0569
2013-01-30,2.2997
2013-01-31,-5.0036
2013-02-01,0.7634
2013-02-04,-4.2424
2013-02-05,-4.1139
2013-02-06,5.6931
2013-02-07,-1.0148
2013-02-08,-0.2366
2013-02-11,0.5534
2013-02-12,-4.6384
2013-02-13,-0.0824
2013-02-14,4.6205
2013-02-15,3.2334
2013-02-19,0.8403
2013-02-20,-6.4394
2013-02-21,-0.3239
