ticker,NFPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-2.8037
2000-01-13,0.0
2000-02-02,-7.6923
2000-02-08,2.0833
2000-02-16,6.1224
2000-03-10,-21.1538
2000-03-30,2.439
2000-04-03,-2.3810000000000002
2000-04-06,1.2195
2000-05-03,-1.2048
2000-05-30,2.5
2000-08-31,0.0
2000-09-05,0.0
2000-09-27,-2.439
2000-10-30,-7.5
2000-11-22,0.0
2001-01-22,-20.0
2001-01-31,3.5714
2001-04-05,21.5517
2001-04-27,2.1277
2001-05-04,0.0
2001-06-12,29.4118
2001-06-20,-12.4545
2001-08-22,24.6106
2001-08-23,-6.25
2001-10-29,-3.3333
2001-11-09,0.0
2001-11-26,3.5294
2002-05-02,-25.0
2002-05-21,6.0606
2002-06-04,0.0
2002-06-10,2.9412000000000003
2002-06-21,-2.8571
2002-06-27,0.0
2002-07-17,5.8824
2002-07-18,0.0
2002-07-19,0.0
2002-07-23,0.0
2002-07-25,-0.5556
2002-07-30,3.4637000000000002
2002-08-07,-0.108
2002-08-09,0.0
2002-08-12,0.0
2002-08-16,0.0
2002-08-20,1.0811
2002-08-22,0.0
2002-08-23,0.5348
2002-08-27,-1.5957
2002-09-11,13.5135
2002-09-12,2.3810000000000002
2002-09-18,0.0
2002-09-25,-0.8372
2002-10-08,-2.9081
2002-10-10,-0.9662
2002-10-11,0.0
2002-10-24,4.878
2002-10-25,-4.6512
2002-10-30,0.0
2002-11-05,0.0
2002-11-07,0.0
2003-01-06,2.5
2003-01-10,-1.3659
2003-01-17,-0.0989
2003-01-22,0.0
2003-01-24,3.9604
2003-01-27,7.1429
2003-01-30,-9.6889
2003-02-06,-0.0984
2003-02-10,1.4778
2003-02-11,-1.3592
2003-02-19,-0.2953
2003-02-20,3.6525
2003-02-21,0.0
2003-03-31,-3.6189999999999998
2003-04-14,4.7431
2003-04-24,-0.9434
2003-04-28,4.5714
2003-06-12,2.5163
2003-07-14,1.3636
2003-10-06,-1.3453
2003-10-14,0.4545
2003-11-04,0.6335
2003-12-18,1.196
2003-12-19,0.0909
2004-01-09,0.8174
2004-01-15,-0.9009
2004-03-03,0.0
2004-04-08,0.0
2004-06-16,2.3256
2004-08-13,2.2727
2004-08-24,0.0
2004-09-01,0.0889
2004-09-09,0.7993
2004-10-13,1.3216
2005-01-20,-1.7778
2005-02-10,4.0724
2005-02-11,-4.3478
2005-02-15,0.4545
2005-02-16,1.81
2005-03-01,-2.0444
2005-03-02,2.0871
