ticker,NFPC US Equity
2005-04-15,-2.2222
2005-05-27,6.9767
2005-06-06,-4.3478
2005-06-21,2.2727
2005-06-23,2.2222
2005-06-27,-2.1739
2005-06-29,4.4444
2005-07-01,-2.1277
2005-07-07,-4.3478
2005-07-08,0.0
2005-07-22,0.0
2005-07-27,-5.9091000000000005
2005-07-28,6.2802
2005-09-13,-6.8182
2005-09-21,0.0
2005-09-28,-1.4634
2005-10-06,-0.495
2005-10-07,-8.457699999999999
2005-10-11,6.5217
2005-11-04,-6.1224
2006-01-30,-6.1453
2006-03-10,0.0
2006-04-03,0.2381
2006-04-11,0.3563
2006-04-28,0.5917
2006-05-17,0.0
2006-05-30,1.8182
2006-06-09,2.3810000000000002
2006-09-11,-2.3256
2006-10-24,1.1905000000000001
2006-10-27,1.1764999999999999
2006-11-14,-1.1628
2006-11-15,-11.875
2006-11-22,24.1135
2006-11-27,2.8571
2006-12-04,-2.2222
2006-12-08,0.0
2006-12-18,10.7955
2006-12-20,-7.6923
2006-12-26,11.2222
2007-01-08,-10.0899
2007-02-14,0.5556
2007-02-27,2.2099
2007-03-05,-2.1622
2007-04-09,-2.7624
2007-04-17,-3.4091
2007-06-05,25.625
2007-06-06,0.0
2007-06-07,0.4975
2007-06-11,0.0
2007-06-12,1.4851
2007-06-13,-1.4634
2007-08-10,0.0
2007-08-22,0.0
2007-08-28,-0.297
2007-09-27,4.2701
2007-10-30,-3.8095
2007-12-04,-0.297
2007-12-19,0.0
2008-01-31,2.8513
2008-04-01,-5.9406
2008-04-15,5.2632
2008-04-17,-9.0
2008-06-09,1.0989
2008-06-18,14.1304
2008-09-19,2.5
2008-10-31,-1.9512
2008-11-20,-11.4428
2008-12-31,-30.6358
2009-01-23,33.3333
2009-02-18,6.25
2009-05-04,0.0
2009-06-09,4.7619
2009-06-10,-3.4091
2009-08-12,0.0
2009-08-27,2.9412000000000003
2009-10-09,25.7143
2009-10-29,-2.2727
2009-11-24,-4.6512
2009-11-25,-2.2439
2009-12-17,-16.8347
2010-03-09,4.2424
2010-03-15,0.0
2010-04-08,1.1628
2010-04-12,2.2989
2010-05-10,-2.2472
2010-06-08,-1.1628
2010-07-21,-14.5882
2010-09-17,-0.1377
2010-09-20,2.069
2010-12-13,-9.6927
2010-12-15,1.5053
2011-02-09,8.3333
2011-03-01,11.8881
2011-03-11,3.125
2011-03-23,-12.1212
2011-04-07,-3.4483
2011-05-17,2.9412000000000003
2011-05-25,-5.7143
2011-06-14,13.6364
2011-07-08,6.6667
2011-10-03,3.125
2011-12-01,5.5901
2011-12-29,0.0
2011-12-30,0.0
2012-01-04,0.0
2012-02-15,0.0
2012-08-10,-2.439
2012-09-17,0.0
2012-09-25,6.875
2012-12-06,-0.5848
2013-02-05,3.0303
2013-05-10,23.5294
2013-07-19,2.439
2013-07-31,-7.1429
2013-08-07,2.5641
2013-08-26,7.5
2013-09-05,86.0465
2013-09-06,-5.0
2013-09-09,-34.2105
2013-12-11,-10.2041
2013-12-24,26.0909
2013-12-26,8.1471
2014-01-07,-7.5333
2014-01-16,8.1471
2014-02-26,-3.2
2014-03-31,0.9642
2014-04-01,0.0
2014-04-02,0.0
2014-04-09,2.3192
2014-04-24,-3.0
2014-05-12,3.0928
2014-07-03,1.6949
2014-07-18,-6.6667
2014-07-28,0.0
2014-08-18,-10.7143
2014-08-22,12.0
2014-08-27,-1.4285999999999999
2014-09-02,8.6957
2014-10-06,-6.6667
2014-11-25,2.1898
2014-12-30,0.0
2015-04-27,0.0
2015-07-30,-23.6364
2015-10-06,14.2857
2015-10-14,-8.3333
2015-10-21,4.5455
2016-03-18,-2.2222
2016-03-21,-9.0909
2016-06-09,3.0928
2016-11-18,10.0
2017-01-25,3.271
2017-01-30,17.647100000000002
2017-02-02,-12.8462
2017-03-14,14.7396
2017-04-07,0.0
2017-05-17,-6.7692
2017-05-19,7.2607
2017-06-12,2.0
2017-06-13,-5.8824
2017-06-16,3.3333
2017-06-19,4.8387
2017-06-20,3.8462
2017-08-03,-3.9259
2017-12-19,11.607099999999999
2018-03-21,-2.4727
2018-03-22,1.7151
2018-04-03,6.2317
2018-04-09,0.0
2018-04-26,0.4141
2018-04-30,3.0928
2018-05-03,-12.4
2018-05-16,14.003
2018-06-14,0.8287
2018-06-19,2.7397
2018-09-18,3.2667
2018-09-24,0.0
2018-09-28,2.0013
2018-10-25,1.2658
2018-10-26,0.0
2018-11-19,0.0
2018-12-10,1.5873
2018-12-26,-6.5625
2019-01-09,-1.3378
2019-02-20,0.0
2019-04-25,1.6949
2019-05-22,0.0
2019-06-07,-2.1769
2019-06-21,6.5369
2019-07-12,4.4386
2019-08-27,6.25
2019-09-20,0.5882
2019-09-24,-0.8772
2019-09-27,0.0
2019-09-30,-1.1799
2019-10-04,-2.9851
2019-12-03,9.538499999999999
2019-12-09,2.5281000000000002
2020-01-15,9.1922
2020-01-24,0.0
2020-02-27,2.0408
2020-03-02,0.0
2020-03-06,0.0
2020-03-18,-6.25
2020-03-23,1.6
2020-06-01,15.4856
2020-06-04,4.5455
