ticker,ISTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,27.2727
2000-02-03,-42.8571
2000-02-16,75.0
2000-02-25,-42.8571
2000-02-28,0.0
2000-03-21,75.0
2000-03-22,-42.8571
2000-03-24,0.0
2000-03-31,75.0
2000-04-03,-42.8571
2000-04-04,-52.0
2000-04-12,56.25
2000-05-10,-4.0
2000-06-27,4.1667
2000-07-18,6.6667
2000-08-25,0.0
2000-09-21,0.0
2000-09-26,5.625
2000-10-17,-28.9941
2000-10-20,33.3333
2000-11-02,0.0
2000-11-21,0.0
2000-12-14,0.0
2000-12-19,0.0
2000-12-27,0.0
2001-01-09,0.0
2001-01-30,0.0
2001-01-31,118.75
2001-02-08,14.2857
2001-03-06,-62.5
2001-03-23,0.0
2001-04-09,-46.6667
2001-05-16,50.0
2001-08-07,-20.0
2001-08-09,0.0
2001-11-05,33.3333
2001-12-13,-12.5
2001-12-14,0.0
2001-12-18,0.0
2002-03-26,14.2857
2002-06-17,37.5
2002-08-05,-31.8182
2002-10-15,-33.3333
2002-10-17,0.0
2002-11-18,0.0
2002-11-22,0.0
2002-12-30,-40.0
2003-01-21,0.0
2003-04-02,50.0
2003-05-02,100.0
2003-05-06,38.8889
2003-05-07,-40.0
2003-05-14,-53.3333
2003-05-15,-14.2857
2003-05-20,-16.6667
2003-05-29,0.0
2003-06-03,-40.0
2003-07-14,0.0
2003-08-04,100.0
2003-09-17,-33.3333
2003-09-26,0.0
2003-10-02,0.0
2003-11-26,0.0
2003-12-19,125.0
2004-03-29,-11.1111
2004-07-22,25.0
2004-09-30,-20.0
2004-11-08,0.0
2004-12-29,0.0
2004-12-30,0.0
2005-01-13,0.0
2005-02-23,0.0
2005-03-02,0.0
2005-03-10,0.0
2005-04-08,0.0
2005-05-20,25.0
2005-05-23,0.0
2005-05-24,10.0
2005-06-09,-9.0909
2005-06-15,40.0
2005-07-21,-14.2857
2005-08-16,-8.3333
2005-10-06,0.0
2005-10-12,13.6364
2005-11-21,-4.0
2005-11-28,0.0
2005-12-14,0.0
2005-12-21,0.0
2005-12-28,0.0
2005-12-30,8.3333
2006-01-06,0.0
2006-03-06,76.9231
2006-03-13,0.0
2006-03-15,-43.4783
2006-04-04,30.7692
2006-05-16,-17.647100000000002
2006-05-26,7.1429
2006-06-06,-6.6667
2006-06-26,0.0
2006-10-26,0.0
2006-11-16,0.0
2006-11-30,0.0
2006-12-08,0.0
2006-12-29,3.5714
2007-01-09,0.0
2007-01-10,17.2414
