ticker,JELD US Equity
2017-06-20,1.6915
2017-06-21,0.0574
2017-06-22,-0.8312
2017-06-23,-0.5202
2017-06-26,-1.3364
2017-06-27,-1.8846
2017-06-28,0.3001
2017-06-29,-2.7828
2017-06-30,-0.0923
2017-07-03,-0.8626
2017-07-05,-1.9266999999999999
2017-07-06,-2.4081
2017-07-07,0.6494
2017-07-10,-0.6129
2017-07-11,-0.357
2017-07-12,0.228
2017-07-13,-0.13
2017-07-14,2.1803
2017-07-17,-0.8599
2017-07-18,-0.2891
2017-07-19,2.8673
2017-07-20,-0.8769
2017-07-21,0.4107
2017-07-24,0.1573
2017-07-25,1.9478
2017-07-26,0.1849
2017-07-27,-0.9843
2017-07-28,0.0621
2017-07-31,1.366
2017-08-01,0.7044
2017-08-02,-1.9161000000000001
2017-08-03,-0.3101
2017-08-04,1.5552000000000001
2017-08-07,-3.2466
2017-08-08,-2.1526
2017-08-09,-0.5823
2017-08-10,-5.2717
2017-08-11,-1.0649
2017-08-14,3.4028
2017-08-15,0.0672
2017-08-16,-3.8255
2017-08-17,-2.3029
2017-08-18,0.4286
2017-08-21,0.3201
2017-08-22,1.347
2017-08-23,0.1049
2017-08-24,1.9567
2017-08-25,2.7416
2017-08-28,1.3009
2017-08-29,-0.2963
2017-08-30,1.7833999999999999
2017-08-31,-0.9734
2017-09-01,1.4417
2017-09-05,0.0323
2017-09-06,4.0685
2017-09-07,1.2721
2017-09-08,2.0527
2017-09-11,1.9213
2017-09-12,1.7968
2017-09-13,-3.3565
2017-09-14,-0.479
2017-09-15,-1.9856
2017-09-18,1.504
2017-09-19,0.1814
2017-09-20,0.9961
2017-09-21,1.046
2017-09-22,1.5972
2017-09-25,-0.0291
2017-09-26,1.689
2017-09-27,0.2005
2017-09-28,1.6862
2017-09-29,-0.1686
2017-10-02,-0.9009
2017-10-03,0.8239
2017-10-04,-0.0282
2017-10-05,0.8455
2017-10-06,0.0279
2017-10-09,0.1956
2017-10-10,-0.2231
2017-10-11,0.0559
2017-10-12,0.1117
2017-10-13,-1.0045
2017-10-16,0.7046
2017-10-17,-1.2873999999999999
2017-10-18,-0.2552
2017-10-19,0.9949
2017-10-20,0.9288
2017-10-23,0.3904
2017-10-24,1.0833
2017-10-25,-1.1267
2017-10-26,1.2785
2017-10-27,0.1921
2017-10-30,-0.0822
2017-10-31,1.0965
2017-11-01,-0.5965
2017-11-02,-2.1004
2017-11-03,0.4458
2017-11-06,-2.025
2017-11-07,-0.7361
2017-11-08,2.1391999999999998
2017-11-09,-0.6144
2017-11-10,0.8429
2017-11-13,-1.1145
2017-11-14,-1.6061
2017-11-15,-1.5464
2017-11-16,4.1303
2017-11-17,2.7654
2017-11-20,4.4577
2017-11-21,2.0557
2017-11-22,-1.6063
2017-11-24,4.2498
2017-11-27,-3.9771
2017-11-28,0.1294
2017-11-29,0.3102
2017-11-30,0.799
2017-12-01,-1.0483
2017-12-04,-1.3178
2017-12-05,-0.1309
2017-12-06,-2.4122
2017-12-07,1.612
2017-12-08,1.1105
2017-12-11,0.0523
2017-12-12,-0.183
2017-12-13,2.3305
2017-12-14,-1.2282
2017-12-15,0.0777
2017-12-18,3.2876
2017-12-19,-2.406
2017-12-20,0.0
2017-12-21,0.6934
2017-12-22,0.3571
2017-12-26,0.4574
2017-12-27,-0.4048
2017-12-28,0.6604
2017-12-29,-0.6561
2018-01-02,-0.1524
2018-01-03,1.5518
2018-01-04,2.0792
2018-01-05,2.2577
2018-01-08,0.336
2018-01-09,-1.6982
2018-01-10,-2.7494
2018-01-11,1.6512
2018-01-12,0.9353
2018-01-16,-1.9995
2018-01-17,1.5178
2018-01-18,-0.8333
2018-01-19,-0.4449
2018-01-22,1.2413
2018-01-23,0.0736
2018-01-24,-0.8821
2018-01-25,0.4203
2018-01-26,0.837
2018-01-29,-2.3438
2018-01-30,-1.1
2018-01-31,-0.7078
2018-02-01,0.7383
2018-02-02,-2.4514
2018-02-05,-2.8497
2018-02-06,0.96
2018-02-07,0.6603
2018-02-08,-2.9126
2018-02-09,2.5946
2018-02-12,-1.2645
2018-02-13,-1.8942999999999999
2018-02-14,-0.2992
2018-02-15,0.8729
2018-02-16,1.5413999999999999
2018-02-20,0.2397
2018-02-21,-8.3422
2018-02-22,-2.7826
2018-02-23,0.8646
2018-02-26,-1.4484
2018-02-27,-4.5591
2018-02-28,-2.0742
2018-03-01,-0.6418
2018-03-02,1.938
2018-03-05,0.3802
2018-03-06,0.1263
2018-03-07,-1.8916
2018-03-08,2.5385999999999997
2018-03-09,1.7236
2018-03-12,1.0166
2018-03-13,1.2199
2018-03-14,-1.0244
2018-03-15,0.0609
2018-03-16,1.8254000000000001
2018-03-19,-1.0756000000000001
2018-03-20,0.5134
2018-03-21,0.03
2018-03-22,-1.562
2018-03-23,-3.2957
2018-03-26,-2.1142
2018-03-27,-2.1277
2018-03-28,-0.8235
2018-03-29,1.6938
2018-04-02,-5.0947
2018-04-03,3.2691
2018-04-04,1.9992999999999999
2018-04-05,-0.1633
2018-04-06,-3.0432
2018-04-09,-1.7887
2018-04-10,1.4433
2018-04-11,-0.4065
2018-04-12,1.5306
2018-04-13,-0.201
2018-04-16,3.3233
2018-04-17,-1.3645
2018-04-18,0.4611
2018-04-19,-1.082
2018-04-20,-1.2264
2018-04-23,0.9396
2018-04-24,-2.6928
2018-04-25,0.6833
2018-04-26,-1.4929999999999999
2018-04-27,-0.6889
2018-04-30,-2.4974
2018-05-01,2.0277
2018-05-02,0.4533
2018-05-03,0.9372
2018-05-04,0.3439
2018-05-07,3.5984
2018-05-08,-2.4148
2018-05-09,-3.0169
2018-05-10,-1.1884000000000001
2018-05-11,1.521
2018-05-14,-0.1742
2018-05-15,-4.014
2018-05-16,1.7090999999999998
2018-05-17,0.8223
2018-05-18,2.9078
2018-05-21,0.8615
2018-05-22,-4.2023
2018-05-23,0.3923
2018-05-24,-1.5274999999999999
2018-05-25,1.0101
2018-05-29,-2.2857
2018-05-30,0.6944
2018-05-31,-0.6534
2018-06-01,-0.9134
2018-06-04,1.4012
2018-06-05,2.4
2018-06-06,1.4205
2018-06-07,3.1513
2018-06-08,1.0183
2018-06-11,-2.3858
2018-06-12,2.5473
2018-06-13,-3.424
2018-06-14,1.147
2018-06-15,-0.1718
2018-06-18,-0.3442
2018-06-19,1.3126
2018-06-20,0.9206
2018-06-21,-0.8108
2018-06-22,-2.3161
2018-06-25,-0.8368
2018-06-26,1.3713
2018-06-27,-0.9365
2018-06-28,-0.6653
2018-06-29,0.7755
2018-07-02,0.1749
2018-07-03,0.3492
2018-07-05,1.6006
2018-07-06,-0.411
2018-07-09,0.8941
2018-07-10,-0.0341
2018-07-11,-1.0228
2018-07-12,-0.0344
2018-07-13,-0.4824
2018-07-16,-0.4848
2018-07-17,1.9832999999999998
2018-07-18,2.593
2018-07-19,-0.133
2018-07-20,-0.2331
2018-07-23,-2.1362
2018-07-24,-2.558
2018-07-25,-2.6601
2018-07-26,-0.3955
2018-07-27,-0.7581
2018-07-30,-0.3638
2018-07-31,0.1825
2018-08-01,-3.8994
2018-08-02,3.1475
2018-08-03,-0.9926
2018-08-06,1.2625
2018-08-07,-3.447
2018-08-08,-9.9506
2018-08-09,7.1278
2018-08-10,-3.189
2018-08-13,-0.244
2018-08-14,4.1989
2018-08-15,2.0736
2018-08-16,2.568
2018-08-17,-2.0927
2018-08-20,-1.0687
2018-08-21,2.8935
2018-08-22,-3.4121
2018-08-23,-2.6786
2018-08-24,-1.9545
2018-08-27,1.3832
2018-08-28,1.8058
2018-08-29,-0.6701
2018-08-30,-1.4285999999999999
2018-08-31,-2.0934
2018-09-04,-0.6579
2018-09-05,2.1109
2018-09-06,0.2432
2018-09-07,0.0404
2018-09-10,2.9103
2018-09-11,1.8068
2018-09-12,-0.4244
2018-09-13,-0.2712
2018-09-14,2.1756
2018-09-17,-0.076
2018-09-18,0.1522
2018-09-19,0.266
2018-09-20,-2.0841
2018-09-21,-0.9675
2018-09-24,-0.9769
2018-09-25,-1.4601
2018-09-26,-1.682
2018-09-27,1.3849
2018-09-28,-0.9241
2018-10-01,-3.2441
2018-10-02,1.5088
2018-10-03,1.9405000000000001
2018-10-04,-1.5391
2018-10-05,-0.905
2018-10-08,-0.9548
2018-10-09,-3.9816000000000003
2018-10-10,-1.4841
2018-10-11,-4.7851
2018-10-12,-0.6515
2018-10-15,-0.1874
2018-10-16,-18.9113
2018-10-17,-0.4051
2018-10-18,-0.4648
2018-10-19,-1.1092
2018-10-22,-1.5939
2018-10-23,-0.6599
2018-10-24,-3.8043
2018-10-25,1.8205
2018-10-26,-4.5006
2018-10-29,-1.8075999999999999
2018-10-30,6.5089
2018-10-31,0.3704
2018-11-01,4.7355
2018-11-02,0.0
2018-11-05,1.9378
2018-11-06,-1.8433000000000002
2018-11-07,-0.2347
2018-11-08,5.2941
2018-11-09,0.5587
2018-11-12,0.0556
2018-11-13,0.5552
2018-11-14,-2.4295999999999998
2018-11-15,1.1319
2018-11-16,0.4477
2018-11-19,-1.0585
2018-11-20,-0.2252
2018-11-21,1.6366
2018-11-23,-0.0555
2018-11-26,-0.0556
2018-11-27,1.7788
2018-11-28,4.0415
2018-11-29,0.21
2018-11-30,-0.1572
2018-12-03,0.2099
2018-12-04,-5.6021
2018-12-06,-3.0505
2018-12-07,-3.4325
2018-12-10,-7.9976
2018-12-11,-1.159
2018-12-12,-0.3257
2018-12-13,-3.7908
2018-12-14,-3.0571
2018-12-17,-0.7008
2018-12-18,0.988
2018-12-19,0.6988
2018-12-20,-2.0125
2018-12-21,-0.7082
2018-12-24,-3.923
2018-12-26,6.3103
2018-12-27,-1.0475
2018-12-28,1.8349
2018-12-31,-1.5246
2019-01-02,3.1668
2019-01-03,0.8186
2019-01-04,5.751
2019-01-07,2.6871
2019-01-08,2.4922
2019-01-09,0.4255
2019-01-10,-0.7264
2019-01-11,-0.1829
2019-01-14,2.5046
2019-01-15,-1.5495
2019-01-16,-0.7869
2019-01-17,2.1965
2019-01-18,-0.1194
2019-01-22,-3.6461
2019-01-23,-0.9305
2019-01-24,4.4458
2019-01-25,1.199
2019-01-28,0.4739
2019-01-29,0.8844
2019-01-30,-0.8767
2019-01-31,5.1887
2019-02-01,-1.9058000000000002
2019-02-04,0.6286
2019-02-05,-0.5679
2019-02-06,-1.8275000000000001
2019-02-07,-1.7452
2019-02-08,0.8289
2019-02-11,2.8186
2019-02-12,4.1119
2019-02-13,-0.4937
2019-02-14,0.4961
2019-02-15,1.8651
2019-02-19,15.832
2019-02-20,-0.186
2019-02-21,0.4192
2019-02-22,-1.8553
2019-02-25,-0.9452
2019-02-26,-4.1031
2019-02-27,0.995
2019-02-28,-0.4433
2019-03-01,-1.237
2019-03-04,1.5531000000000001
2019-03-05,-1.036
2019-03-06,-1.3958
2019-03-07,-3.185
2019-03-08,0.3655
2019-03-11,-0.3642
2019-03-12,0.8877
2019-03-13,-1.7598
2019-03-14,-1.7913999999999999
2019-03-15,0.5901
2019-03-18,2.2933
2019-03-19,-3.1804
2019-03-20,-1.9925000000000002
2019-03-21,0.2198
2019-03-22,-6.4145
2019-03-25,0.1757
2019-03-26,2.1053
2019-03-27,-1.0309
2019-03-28,0.1157
2019-03-29,2.0809
2019-04-01,2.718
2019-04-02,-0.4961
2019-04-03,1.7175
2019-04-04,4.4118
2019-04-05,1.5128
2019-04-08,-0.2055
2019-04-09,-2.7291
2019-04-10,2.0646
2019-04-11,0.5187
2019-04-12,2.064
2019-04-15,0.0
2019-04-16,1.1122
2019-04-17,1.95
2019-04-18,-0.4414
2019-04-22,-2.3153
2019-04-23,1.6641
2019-04-24,0.1488
2019-04-25,-3.368
2019-04-26,1.3839000000000001
2019-04-29,1.4156
2019-04-30,-1.5453999999999999
2019-05-01,2.9367
2019-05-02,3.6399
2019-05-03,3.1799
2019-05-06,-0.23
2019-05-07,-3.3195
2019-05-08,-0.8584
2019-05-09,0.6734
2019-05-10,1.9588999999999999
2019-05-13,-6.0918
2019-05-14,2.7944
2019-05-15,1.6505
2019-05-16,-0.4776
2019-05-17,-3.6948
2019-05-20,-0.0997
2019-05-21,3.7904999999999998
2019-05-22,-1.9222000000000001
2019-05-23,-3.0377
2019-05-24,0.7074
2019-05-28,-3.0607
2019-05-29,0.4141
2019-05-30,-1.5464
2019-05-31,-1.0995
2019-06-03,1.7469999999999999
2019-06-04,7.3881
2019-06-05,-2.0349
2019-06-06,-1.5826
2019-06-07,2.2111
2019-06-10,1.2783
2019-06-11,-1.8447
2019-06-12,0.3462
2019-06-13,3.3514
2019-06-14,-0.8584
2019-06-17,-0.7215
2019-06-18,3.3915
2019-06-19,-2.5773
2019-06-20,1.924
2019-06-21,-3.2091
2019-06-24,-0.0975
2019-06-25,0.6345
2019-06-26,-0.097
2019-06-27,1.5534
2019-06-28,1.4818
2019-07-01,0.2355
2019-07-02,-0.235
2019-07-03,0.7065
2019-07-05,0.6548
2019-07-08,-0.2323
2019-07-09,-0.0932
2019-07-10,-0.1865
2019-07-11,-1.4012
2019-07-12,0.9948
2019-07-15,0.1876
2019-07-16,0.3745
2019-07-17,-1.819
2019-07-18,-0.8076
2019-07-19,-1.4368
2019-07-22,-2.4295
2019-07-23,3.1375
2019-07-24,3.8146
2019-07-25,1.6279
2019-07-26,0.7323
2019-07-29,-4.498
2019-07-30,3.7108
2019-07-31,0.5046
2019-08-01,-4.2446
2019-08-02,0.1907
2019-08-05,-3.8535
2019-08-06,-1.237
2019-08-07,-8.7675
2019-08-08,0.2197
2019-08-09,0.1096
2019-08-12,-1.1494
2019-08-13,-0.7198
2019-08-14,-2.9558999999999997
2019-08-15,-2.4713
2019-08-16,2.8874
2019-08-19,0.6873
2019-08-20,-1.1945000000000001
2019-08-21,0.3454
2019-08-22,-0.7458
2019-08-23,-4.5087
2019-08-26,0.9685
2019-08-27,-1.0192
2019-08-28,0.6057
2019-08-29,2.95
2019-08-30,0.9357
2019-09-03,-4.7509
2019-09-04,1.764
2019-09-05,1.6139000000000001
2019-09-06,-0.2941
2019-09-09,6.1357
2019-09-10,5.9477
2019-09-11,3.2529
2019-09-12,-0.3557
2019-09-13,-1.2239
2019-09-16,-0.7744
2019-09-17,-0.3122
2019-09-18,1.096
2019-09-19,0.3098
2019-09-20,-1.3896
2019-09-23,-1.357
2019-09-24,-0.6878
2019-09-25,1.9180000000000001
2019-09-26,0.8364
2019-09-27,0.1037
2019-09-30,-0.1036
2019-10-01,-1.2442
2019-10-02,-1.1549
2019-10-03,0.2124
2019-10-04,1.6428
2019-10-07,-1.6162999999999998
2019-10-08,-1.6958
2019-10-09,0.2695
2019-10-10,-0.1613
2019-10-11,-13.2472
2019-10-14,0.869
2019-10-15,5.7231
2019-10-16,0.0582
2019-10-17,0.4072
2019-10-18,1.2167
2019-10-21,0.1145
2019-10-22,-0.0572
2019-10-23,-0.3432
2019-10-24,-0.8611
2019-10-25,0.9265
2019-10-28,-0.7458
2019-10-29,-1.1561
2019-10-30,0.1754
2019-10-31,-0.2335
2019-11-01,5.0322
2019-11-04,4.5682
2019-11-05,-1.1721
2019-11-06,4.9056999999999995
2019-11-07,3.8026999999999997
2019-11-08,2.8218
2019-11-11,1.5888
2019-11-12,4.0284
2019-11-13,-2.0046
2019-11-14,-0.186
2019-11-15,-0.5589
2019-11-18,1.0304
2019-11-19,-1.0199
2019-11-20,-2.1077
2019-11-21,-1.4354
2019-11-22,-0.8738
2019-11-25,7.5906
2019-11-26,4.5972
2019-11-27,0.1305
2019-11-29,-1.1299
2019-12-02,-2.4176
2019-12-03,0.8559
2019-12-04,1.0719
2019-12-05,2.1211
2019-12-06,-0.3894
2019-12-09,0.7385
2019-12-10,-0.4743
2019-12-11,1.8631
2019-12-12,0.7656
2019-12-13,0.0844
2019-12-16,1.1388
2019-12-17,0.6672
2019-12-18,0.9114
2019-12-19,-2.0525
2019-12-20,-0.964
2019-12-23,0.127
2019-12-24,0.2113
2019-12-26,-0.7592
2019-12-27,-0.8925
2019-12-30,-0.3002
2019-12-31,0.6882
2020-01-02,0.6408
2020-01-03,-1.8676
2020-01-06,7.1799
2020-01-07,-1.0492
2020-01-08,0.6525
2020-01-09,2.7147
2020-01-10,-0.8679
2020-01-13,-1.0346
2020-01-14,-0.8444
2020-01-15,-0.4866
2020-01-16,1.0187
2020-01-17,0.1614
2020-01-21,2.6581
2020-01-22,4.4723
2020-01-23,-0.338
2020-01-24,-0.0377
2020-01-27,-1.5831
2020-01-28,-2.9874
2020-01-29,-2.7635
2020-01-30,-0.9338
2020-01-31,-2.1311
2020-02-03,-0.5025
2020-02-04,0.8838
2020-02-05,2.1694
2020-02-06,0.0
2020-02-07,-1.7558
2020-02-10,-0.1663
2020-02-11,2.1649
2020-02-12,3.097
2020-02-13,-1.1858
2020-02-14,1.04
2020-02-18,-11.7181
2020-02-19,-0.4933
2020-02-20,-2.1631
2020-02-21,0.9673
2020-02-24,-3.7865
2020-02-25,-1.5173
2020-02-26,-3.3221
2020-02-27,-4.5817
2020-02-28,-1.8789
2020-03-02,2.0213
2020-03-03,-3.5454
2020-03-04,6.1622
2020-03-05,-6.9756
2020-03-06,-2.1346
2020-03-09,-12.0246
2020-03-10,7.1837
2020-03-11,-13.2859
2020-03-12,-16.3475
2020-03-13,5.5601
2020-03-16,-26.0263
2020-03-17,-14.1361
2020-03-18,-10.8537
2020-03-19,14.3639
2020-03-20,1.5550000000000002
2020-03-23,-7.1849
2020-03-24,28.0457
2020-03-25,11.1001
2020-03-26,10.9723
2020-03-27,-21.5434
2020-03-30,6.5574
2020-03-31,-6.4423
2020-04-01,-12.333
2020-04-02,3.1653000000000002
2020-04-03,-13.9773
2020-04-06,21.6645
2020-04-07,4.0174
2020-04-08,13.048
2020-04-09,6.4635
2020-04-13,-4.3365
2020-04-14,-0.1813
2020-04-15,-12.4432
2020-04-16,-8.9212
2020-04-17,9.1116
2020-04-20,-4.6973
2020-04-21,-3.943
2020-04-22,0.0
2020-04-23,7.0696
2020-04-24,3.7274000000000003
2020-04-27,10.9856
2020-04-28,10.9158
2020-04-29,14.5955
2020-04-30,-7.5691
2020-05-01,-3.7008
2020-05-04,-0.1635
2020-05-05,-2.2113
2020-05-06,-4.4389
2020-05-07,8.1507
2020-05-08,5.1864
2020-05-11,-3.9291
2020-05-12,-1.6840000000000002
2020-05-13,-3.6705
2020-05-14,0.0847
2020-05-15,4.7377
2020-05-18,13.8126
2020-05-19,0.6388
2020-05-20,3.4556
2020-05-21,-1.1588
2020-05-22,-2.6897
2020-05-26,3.8270999999999997
2020-05-27,5.9386
2020-05-28,-6.3144
2020-05-29,-6.2586
2020-06-01,7.1167
2020-06-02,4.0411
2020-06-03,9.0191
2020-06-04,2.5966
2020-06-05,8.299
2020-06-08,3.6413
2020-06-09,-5.7682
2020-06-10,-6.3996
2020-06-11,-10.761
2020-06-12,1.5989
2020-06-15,5.7705
2020-06-16,5.7036999999999995
2020-06-17,-3.9882999999999997
2020-06-18,0.2443
2020-06-19,-3.2907
2020-06-22,-1.0082
2020-06-23,1.5276999999999998
2020-06-24,-7.8997
2020-06-25,-1.2934
2020-06-26,4.069
2020-06-29,4.9702
2020-06-30,1.7045
2020-07-01,-5.0279
2020-07-02,-1.1764999999999999
2020-07-06,3.5053
2020-07-07,-1.853
2020-07-08,8.4635
2020-07-09,-1.5006
2020-07-10,0.9141
2020-07-13,-3.9251
2020-07-14,6.6625
2020-07-15,5.7749
2020-07-16,2.5627
2020-07-17,2.8246
2020-07-20,-3.7507
2020-07-21,-0.4391
2020-07-22,4.796
2020-07-23,-0.263
2020-07-24,-2.0042
2020-07-27,3.8213
2020-07-28,-2.2291
2020-07-29,5.8855
2020-07-30,0.1502
2020-07-31,-2.0
