ticker,UBSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5707
2000-01-04,-2.2606
2000-01-05,-0.1361
2000-01-06,0.0
2000-01-07,0.9537
2000-01-10,-0.135
2000-01-11,-1.0811
2000-01-12,0.0
2000-01-13,-0.2732
2000-01-14,-1.9178
2000-01-18,-2.2346
2000-01-19,3.1429
2000-01-20,2.2161
2000-01-21,0.0
2000-01-24,-3.523
2000-01-25,0.2809
2000-01-26,-2.2409
2000-01-27,-3.1519
2000-01-28,1.4793
2000-01-31,-1.4577
2000-02-01,0.0
2000-02-02,-0.2959
2000-02-03,-2.9674
2000-02-04,2.7523
2000-02-07,-5.2083
2000-02-08,-3.2967
2000-02-09,-1.2987
2000-02-10,1.3158
2000-02-11,-3.2468
2000-02-14,0.6711
2000-02-15,-0.6667
2000-02-16,0.6711
2000-02-17,0.0
2000-02-18,-1.6667
2000-02-22,-1.1864
2000-02-23,1.2006999999999999
2000-02-24,-3.7288
2000-02-25,0.0
2000-02-28,-1.4085
2000-02-29,4.6429
2000-03-01,-0.6826
2000-03-02,-2.0619
2000-03-03,0.0
2000-03-06,1.0526
2000-03-07,-5.5556
2000-03-08,5.6471
2000-03-09,5.6338
2000-03-10,-6.0
2000-03-13,-2.8369
2000-03-14,0.7299
2000-03-15,-0.3623
2000-03-16,8.3636
2000-03-17,2.349
2000-03-20,1.9672
2000-03-21,0.9646
2000-03-22,7.3248
2000-03-23,2.6706
2000-03-24,1.7341
2000-03-27,0.8523
2000-03-28,-2.5352
2000-03-29,1.1561
2000-03-30,-1.7143000000000002
2000-03-31,2.3256
2000-04-03,-0.8523
2000-04-04,-1.1461000000000001
2000-04-05,2.029
2000-04-06,-1.1364
2000-04-07,-0.5747
2000-04-10,-4.0462
2000-04-11,0.0
2000-04-12,5.4217
2000-04-13,-4.0
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,4.7619
2000-04-19,0.5682
2000-04-20,-3.3898
2000-04-24,0.0
2000-04-25,-0.8772
2000-04-26,0.59
2000-04-27,1.4663
2000-04-28,0.8671
2000-05-01,-2.8653
2000-05-02,-1.7699
2000-05-03,-2.4024
2000-05-04,-2.1538
2000-05-05,1.5723
2000-05-08,-9.5975
2000-05-09,8.5616
2000-05-10,-4.7318999999999996
2000-05-11,10.596
2000-05-12,-7.1856
2000-05-15,-0.6452
2000-05-16,-2.5974
2000-05-17,3.3333
2000-05-18,-1.2903
2000-05-19,-0.3268
2000-05-22,1.3115
2000-05-23,0.3236
