ticker,WHD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-02-08,6.5789
2018-02-09,0.7407
2018-02-12,2.451
2018-02-13,2.5359
2018-02-14,2.6598
2018-02-15,6.4091000000000005
2018-02-16,4.9551
2018-02-20,1.0989
2018-02-21,-0.6441
2018-02-22,2.0665
2018-02-23,0.0397
2018-02-26,0.0794
2018-02-27,0.0793
2018-02-28,-2.496
2018-03-01,-0.2844
2018-03-02,0.489
2018-03-05,1.0949
2018-03-06,2.7276
2018-03-07,-0.5076
2018-03-08,2.1586
2018-03-09,1.1525
2018-03-12,1.9748999999999999
2018-03-13,-0.6331
2018-03-14,2.3613
2018-03-15,-3.8081
2018-03-16,0.6091
2018-03-19,2.762
2018-03-20,0.1105
2018-03-21,0.662
2018-03-22,-0.9865
2018-03-23,-1.7711999999999999
2018-03-26,2.1788
2018-03-27,-2.9779
2018-03-28,0.6442
2018-03-29,1.3931
2018-04-02,-2.1909
2018-04-03,-1.063
2018-04-04,2.3024
2018-04-05,1.838
2018-04-06,-4.0516
2018-04-09,2.3417
2018-04-10,2.6257
2018-04-11,1.6082
2018-04-12,-2.3741
2018-04-13,-0.8106
2018-04-16,1.7459
2018-04-17,1.862
2018-04-18,2.9032
2018-04-19,-2.055
2018-04-20,3.8051
2018-04-23,2.0898
2018-04-24,-4.3289
2018-04-25,-2.315
2018-04-26,1.9748999999999999
2018-04-27,1.9718
2018-04-30,-0.8633
2018-05-01,-0.2438
2018-05-02,0.0
2018-05-03,-0.7682
2018-05-04,2.4279
2018-05-07,0.4122
2018-05-08,0.3421
2018-05-09,1.6025
2018-05-10,4.3624
2018-05-11,2.8617
2018-05-14,3.126
2018-05-15,4.0012
2018-05-16,0.4372
2018-05-17,2.3796
2018-05-18,1.729
2018-05-21,0.195
2018-05-22,0.584
2018-05-23,-2.5712
2018-05-24,-1.1635
2018-05-25,-3.7324
2018-05-29,-1.9087
2018-05-30,1.0946
2018-05-31,1.4135
2018-06-01,-5.3677
2018-06-04,-3.9486
2018-06-05,-0.7178
2018-06-06,6.7368
2018-06-07,2.4323
2018-06-08,-0.8115
2018-06-11,-1.4545
2018-06-12,0.4305
2018-06-13,-0.7655
2018-06-14,-1.0182
2018-06-15,-1.9638
2018-06-18,0.5405
2018-06-19,-2.024
2018-06-20,1.8721999999999999
2018-06-21,2.5032
2018-06-22,5.1314
2018-06-25,-3.4108
2018-06-26,3.5921
2018-06-27,0.7934
2018-06-28,-0.9621
2018-06-29,-0.5299
