ticker,LCAHU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-07,0.1
2019-05-08,0.1998
2019-05-09,0.0997
2019-05-10,0.0
2019-05-13,-0.1992
2019-05-14,-0.0998
2019-05-15,0.1998
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,0.1894
2019-05-22,-0.0896
2019-05-23,0.0996
2019-05-24,-0.199
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,-0.0997
2019-05-31,0.0
2019-06-03,-0.0838
2019-06-04,0.0739
2019-06-05,-0.0898
2019-06-06,0.0
2019-06-07,0.033
2019-06-10,0.0569
2019-06-11,-0.0898
2019-06-12,0.0
2019-06-13,-0.0999
2019-06-14,0.015
2019-06-17,-0.015
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.4
2019-06-21,-0.498
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,0.5005
2019-06-27,-0.3984
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,0.4
2019-07-05,0.0996
2019-07-08,-0.199
2019-07-10,0.0499
2019-07-15,0.005
2019-07-17,0.0448
2019-07-18,0.0996
2019-07-24,-0.0627
2019-07-25,-0.0368
2019-07-26,0.0996
2019-07-29,0.0995
2019-07-30,-0.1451
2019-08-01,-0.0538
2019-08-05,0.0996
2019-08-06,0.398
2019-08-07,-0.6938
2019-08-09,0.0998
2019-08-12,-0.0578
2019-08-13,-0.0419
2019-08-14,-0.3004
2019-08-15,0.1111
2019-08-19,0.09
2019-08-20,-0.0999
2019-08-22,0.2
2019-08-23,-0.2994
2019-08-27,0.3804
2019-08-28,-0.1795
2019-08-30,0.05
2019-09-03,0.0499
2019-09-04,-0.1996
2019-09-05,0.199
2019-09-06,0.1906
2019-09-09,-0.1893
2019-09-10,0.1627
2019-09-13,-0.0628
2019-09-17,-0.0997
2019-09-18,-0.1896
2019-09-19,0.007
2019-09-20,0.083
2019-09-23,0.0
2019-09-24,0.2997
2019-09-25,0.1992
2019-09-27,0.0
2019-09-30,0.3976
2019-10-01,-0.198
2019-10-03,-0.0992
2019-10-04,0.0993
2019-10-07,-0.0992
2019-10-11,0.0993
2019-10-14,-0.0992
2019-10-16,-0.2979
2019-10-17,0.0996
2019-10-18,0.199
2019-10-21,-0.1986
2019-10-25,0.0746
2019-10-29,0.1243
2019-10-31,0.0
2019-11-01,0.0
2019-11-07,-0.1549
2019-11-12,0.1054
2019-11-13,0.2484
2019-11-15,0.0991
2019-11-18,-0.1386
2019-11-22,-0.2826
2019-11-25,0.2237
2019-11-26,-0.1984
2019-11-27,-0.0994
2019-11-29,0.3483
2019-12-02,-0.0496
2019-12-03,-0.0982
2019-12-04,0.0983
2019-12-11,0.1984
2019-12-13,-0.099
2019-12-17,0.1982
2019-12-19,0.0
2019-12-24,0.0999
2019-12-26,0.0919
2020-01-06,-0.0928
2020-01-07,0.1976
2020-01-08,0.0986
2020-01-09,0.197
2020-01-10,0.3933
2020-01-14,0.0392
2020-01-15,-0.1371
2020-01-17,0.1716
2020-01-22,-0.4101
2020-02-05,0.7312
2020-02-10,0.0
2020-02-13,-0.4878
2020-02-19,0.0
2020-02-20,1.4706000000000001
2020-02-24,0.1932
2020-02-25,0.5786
2020-02-26,-0.1918
2020-02-27,0.2882
2020-02-28,-1.9157
2020-03-02,-0.0977
2020-03-05,-0.0978
2020-03-06,0.3914
2020-03-09,-1.0721
2020-03-10,0.0
2020-03-12,-0.6897
2020-03-13,0.1974
2020-03-16,2.7733
2020-03-17,-4.263
2020-03-18,-4.6541
2020-03-19,0.5805
2020-03-23,1.7838
2020-03-24,-0.5144
2020-03-26,0.5171
2020-03-30,0.0
2020-03-31,1.0309
2020-04-09,1.2245
2020-04-13,0.7056
2020-04-14,-0.6006
2020-04-16,0.7049
2020-04-20,-0.499
2020-05-08,0.5015
2020-05-14,0.1
2020-05-15,0.0999
2020-05-18,-0.1996
2020-05-20,0.5
2020-05-21,0.0
2020-05-22,-0.398
2020-05-26,0.3996
2020-06-03,0.4975
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.003
2020-06-09,0.096
2020-06-10,0.6053
2020-06-11,-0.1101
2020-06-12,-0.3445
2020-06-15,1.2346
2020-06-16,-0.0976
2020-06-17,0.0977
2020-06-18,0.9629
2020-06-19,0.0126
2020-06-22,1.4493
2020-06-23,0.0
2020-06-24,-0.4571
2020-06-26,-1.194
2020-06-29,45.8285
2020-06-30,14.6082
2020-07-01,-6.4311
2020-07-02,-3.096
2020-07-06,-3.5144
2020-07-07,-10.0232
2020-07-08,-0.6367
2020-07-09,11.1111
2020-07-10,-3.4
2020-07-13,-3.8647
2020-07-14,-2.3689999999999998
2020-07-15,1.8382
2020-07-16,0.5054
2020-07-17,8.8362
2020-07-20,2.6403
2020-07-21,2.8939
2020-07-22,-4.9375
2020-07-23,-7.2978
2020-07-24,-0.6475
2020-07-27,-4.6307
2020-07-28,2.6946
2020-07-29,-2.3324
2020-07-30,-0.2239
2020-07-31,3.2162
