ticker,DKNG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-07,-0.4082
2019-08-13,0.2049
2019-08-20,0.7157
2019-08-27,0.0
2019-08-28,0.0
2019-09-18,0.5076
2019-09-20,-0.5051
2019-09-24,0.0
2019-09-26,0.0
2019-10-01,0.7107
2019-10-03,-0.3024
2019-10-04,0.3033
2019-10-09,0.0
2019-10-15,0.3024
2019-10-16,-0.2412
2019-10-17,0.2418
2019-10-18,0.0
2019-10-21,-0.2623
2019-10-22,-0.5431
2019-10-25,-0.2026
2019-10-29,0.8122
2019-10-30,-0.4945
2019-10-31,2.015
2019-11-01,0.0
2019-11-04,0.0992
2019-11-05,0.0
2019-11-06,-0.3964
2019-11-07,0.2985
2019-11-08,0.1984
2019-11-11,-0.1347
2019-11-14,0.0357
2019-11-18,-0.4955
2019-11-20,0.0269
2019-11-25,-0.0269
2019-11-26,0.0
2019-11-27,0.0996
2019-12-02,0.2488
2019-12-05,-0.1489
2019-12-06,0.0517
2019-12-09,-0.0517
2019-12-10,0.2982
2019-12-11,-0.0991
2019-12-12,-0.0556
2019-12-13,0.1548
2019-12-16,-0.0991
2019-12-17,0.0992
2019-12-18,0.4955
2019-12-19,0.3945
2019-12-20,-0.0982
2019-12-23,6.588
2019-12-24,0.0
2019-12-26,-0.9225
2019-12-27,-0.5587
2019-12-30,-0.3745
2019-12-31,0.5639
2020-01-02,-0.1869
2020-01-03,0.0
2020-01-06,1.1236
2020-01-07,0.9259
2020-01-08,3.3028
2020-01-09,8.7922
2020-01-10,1.1429
2020-01-13,-3.1477
2020-01-14,-0.5
2020-01-15,6.3652
2020-01-16,2.2835
2020-01-17,4.465
2020-01-21,1.916
2020-01-22,3.1814999999999998
2020-01-23,1.1913
2020-01-24,-0.554
2020-01-27,4.4568
2020-01-28,0.5333
2020-01-29,-3.8462
2020-01-30,1.1724
2020-01-31,-0.9543
2020-02-03,-0.1376
2020-02-04,0.4135
2020-02-05,-2.1963
2020-02-06,-4.4912
2020-02-07,6.5393
2020-02-10,10.4828
2020-02-11,4.9938
2020-02-12,9.0963
2020-02-13,-2.3978
2020-02-14,-3.2384
2020-02-18,-0.2308
2020-02-19,3.9329
2020-02-20,-1.7807
2020-02-21,-3.966
2020-02-24,-1.8289
2020-02-25,1.9231
2020-02-26,-0.7665
2020-02-27,-3.9215999999999998
2020-02-28,-0.9276
2020-03-02,3.995
2020-03-03,-1.5006
2020-03-04,13.894
2020-03-05,-4.0128
2020-03-06,-6.1873
2020-03-09,1.0695000000000001
2020-03-10,-2.4103
2020-03-11,-12.6506
2020-03-12,-22.9655
2020-03-13,11.4593
2020-03-16,-5.2209
2020-03-17,9.2373
2020-03-18,-11.5593
2020-03-19,0.0
2020-03-20,0.7018
2020-03-23,-1.5678999999999998
2020-03-24,4.8673
2020-03-25,9.7046
2020-03-26,1.6154
2020-03-27,-3.9364
2020-03-30,-3.7824999999999998
2020-03-31,1.0647
2020-04-01,-4.6190999999999995
2020-04-02,4.0782
2020-04-03,0.0
2020-04-06,2.9388
2020-04-07,3.3307
2020-04-08,13.2003
2020-04-09,-1.6271
2020-04-13,-1.7919
2020-04-14,3.5088
2020-04-15,5.0169
2020-04-16,3.8735
2020-04-17,5.3449
2020-04-20,3.6578
2020-04-21,-2.1059
2020-04-22,-0.2907
2020-04-23,2.2157
2020-04-24,10.3822
2020-04-27,0.8786
2020-04-28,-6.5574
2020-04-29,6.3596
2020-04-30,0.3093
2020-05-01,3.3916
2020-05-04,4.3241
2020-05-05,2.9538
2020-05-06,10.273
2020-05-07,-1.3428
2020-05-08,-0.2552
2020-05-11,4.307
2020-05-12,7.5225
2020-05-13,-1.692
2020-05-14,-2.1079
2020-05-15,15.4879
2020-05-18,1.0948
2020-05-19,0.0677
2020-05-20,0.4058
2020-05-21,-3.8397
2020-05-22,1.9615
2020-05-26,14.7029
2020-05-27,5.271
2020-05-28,5.9744
2020-05-29,6.5772
2020-06-01,10.0756
2020-06-02,-5.5606
2020-06-03,-2.6896
2020-06-04,0.9213
2020-06-05,-2.9361
2020-06-08,-3.4062
2020-06-09,3.7105
2020-06-10,-0.7612
2020-06-11,-7.236
2020-06-12,1.6538
2020-06-15,13.3134
2020-06-16,-2.9194
2020-06-17,0.3697
2020-06-18,0.2947
2020-06-19,2.8404
2020-06-22,-8.9167
2020-06-23,-0.6927
2020-06-24,-1.1319
2020-06-25,-3.967
2020-06-26,-7.5686
2020-06-29,0.5999
2020-06-30,-0.8348
2020-07-01,1.834
2020-07-02,-2.3915
2020-07-06,-1.9359
2020-07-07,-5.6138
2020-07-08,8.1699
2020-07-09,-0.8912
2020-07-10,-1.1431
2020-07-13,-9.0348
2020-07-14,2.4237
2020-07-15,7.761
2020-07-16,9.4595
2020-07-17,-0.7856
2020-07-20,0.1414
2020-07-21,6.0435
2020-07-22,0.5326
2020-07-23,-4.0795
2020-07-24,3.7006
2020-07-27,-6.4847
2020-07-28,-1.3812
2020-07-29,3.6385
2020-07-30,-3.0649
2020-07-31,-4.0673
