ticker,NEIK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-21,-3.7037
2011-04-25,-6.1538
2011-04-27,-9.8361
2011-05-02,9.0909
2011-05-04,-16.6667
2011-05-06,-10.0
2011-05-10,0.0
2011-05-13,33.3333
2011-05-18,-32.2396
2011-05-24,-1.6141
2011-05-25,-24.7656
2011-05-26,56.1786
2011-05-31,-36.1702
2011-06-01,33.3333
2011-06-02,67.5
2011-06-08,-33.5821
2011-06-09,22.4719
2011-06-15,-8.2569
2011-06-16,-34.0
2011-06-17,51.5152
2011-06-21,-1.0
2011-06-29,-10.101
2011-07-01,-32.5843
2011-07-05,0.0
2011-07-07,46.6667
2011-07-08,-9.0909
2011-07-11,6.25
2011-07-13,16.4706
2011-07-20,-19.1919
2011-07-21,0.0
2011-07-22,25.0
2011-07-27,19.875
2011-07-28,0.1043
2011-08-01,-16.6667
2011-08-04,-0.125
2011-08-05,0.0
2011-08-17,-10.0125
2011-08-22,0.0
2011-08-24,-10.9875
2011-08-26,0.0
2011-08-29,-3.125
2011-08-30,0.0
2011-09-01,-3.2258
2011-09-09,-1.5833
2011-09-12,8.3827
2011-09-13,-3.125
2011-09-15,0.0
2011-09-19,3.0645
2011-09-20,-35.9155
2011-09-21,36.7521
2011-09-27,-25.7143
2011-09-28,-1.5625
2011-09-29,17.2161
2011-09-30,0.0
2011-10-03,-16.6667
2011-10-04,20.0
2011-10-05,-16.6667
2011-10-06,-2.0
2011-10-07,2.0408
2011-10-14,40.0
2011-10-18,-12.857099999999999
2011-10-19,-33.9139
2011-10-20,1.7054
2011-10-21,46.0366
2011-10-24,0.0
2011-10-25,-11.1691
2011-10-26,-21.0341
2011-10-27,19.0476
2011-10-28,-20.0
2011-10-31,12.1875
2011-11-01,-16.4345
2011-11-02,-20.0
2011-11-03,0.0
2011-11-07,49.5833
2011-11-08,-33.1476
2011-11-09,33.3333
2011-11-10,-37.1875
2011-11-11,78.607
2011-11-14,-10.8635
2011-11-15,0.0
2011-11-16,10.0
2011-11-18,-31.8182
2011-11-21,-30.0
2011-11-22,76.1905
2011-11-29,-35.1351
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,-16.6667
2011-12-05,-14.375
2011-12-06,16.7883
2011-12-07,-10.0
2011-12-09,11.1111
2011-12-12,0.0
2011-12-13,-5.0
2011-12-14,-15.1316
2011-12-15,-0.7752
2011-12-16,-37.5
2011-12-19,1.25
2011-12-20,3.7037
2011-12-21,2.9762
2011-12-22,8.0925
2011-12-23,60.9626
