ticker,HFFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-09-08,0.2045
2017-09-11,-0.2041
2017-09-12,0.409
2017-09-13,0.8147
2017-09-14,-1.2121
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.3067
2017-09-21,-0.001
2017-09-22,-0.1009
2017-09-25,0.0
2017-09-26,-0.102
2017-09-27,0.2043
2017-09-28,0.1019
2017-10-02,0.1344
2017-10-03,-0.2359
2017-10-04,0.0153
2017-10-05,-0.1172
2017-10-06,0.2041
2017-10-09,-0.1018
2017-10-10,0.0
2017-10-12,-0.2039
2017-10-16,0.1226
2017-10-17,-0.0204
2017-10-18,0.2041
2017-10-19,0.0
2017-10-20,0.1018
2017-10-24,-0.3052
2017-10-25,0.102
2017-10-26,1.4271
2017-10-27,-1.407
2017-10-30,0.0
2017-11-06,-0.1019
2017-11-07,0.0
2017-11-08,0.101
2017-11-09,-0.1019
2017-11-10,0.001
2017-11-13,0.102
2017-11-14,0.0
2017-11-15,1.9367999999999999
2017-11-16,-1.0
2017-11-21,51.5152
2017-11-22,-34.0667
2017-11-27,-0.91
2017-11-28,0.0
2017-11-30,0.0
2017-12-01,-0.2041
2017-12-04,-0.2045
2017-12-05,0.0512
2017-12-06,-0.1536
2017-12-07,0.5128
2017-12-08,0.0
2017-12-11,0.102
2017-12-12,0.1019
2017-12-13,0.8147
2017-12-15,-0.8616
2017-12-20,-0.0469
2017-12-21,1.9358
2017-12-28,-1.283
2017-12-29,-0.1185
2018-01-09,-0.4057
2018-01-16,-0.1018
2018-01-22,0.5097
2018-01-25,0.0
2018-01-30,-0.1978
2018-02-01,-0.2083
2018-02-02,1.6293
2018-02-06,0.016
2018-02-08,-0.8966
2018-02-09,-0.7289
2018-02-12,0.5601
2018-02-13,0.3544
2018-02-14,0.3027
2018-02-15,0.3018
2018-02-16,-0.5015
2018-02-22,-0.1008
2018-03-01,0.3027
2018-03-02,0.1006
2018-03-06,0.0
2018-03-07,0.0995
2018-03-14,-0.0994
2018-03-15,0.0
2018-03-16,0.1015
2018-03-19,0.1988
2018-03-28,0.001
2018-03-29,-0.6012
2018-04-02,0.9083
2018-04-03,0.1988
2018-04-05,-0.0997
2018-04-09,-0.0998
2018-04-10,0.3996
2018-04-11,0.0
2018-04-13,0.0
2018-04-20,0.0
2018-04-25,0.001
2018-04-26,0.2975
2018-04-27,0.0
2018-05-03,0.0992
2018-05-04,-0.3826
2018-05-07,0.0418
2018-05-09,0.1333
2018-05-14,-0.1887
