ticker,NMCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-11,-0.1967
2018-12-12,-2.7963
2018-12-13,-10.411
2018-12-14,-3.6696999999999997
2018-12-17,-11.1111
2018-12-18,8.0357
2018-12-19,2.4793
2018-12-20,-3.2258
2018-12-21,-0.78
2018-12-24,-5.9329
2018-12-26,8.9286
2018-12-27,-4.377
2018-12-28,-0.5657
2018-12-31,-2.4138
2019-01-02,8.1272
2019-01-03,1.634
2019-01-04,1.9293
2019-01-07,5.5205
2019-01-08,-0.5172
2019-01-09,-1.4334
2019-01-10,-3.6585
2019-01-11,-1.8987
2019-01-14,0.0
2019-01-15,-1.9645000000000001
2019-01-16,1.1813
2019-01-17,2.439
2019-01-18,-6.0317
2019-01-22,2.3649
2019-01-23,-4.9505
2019-01-24,-1.0417
2019-01-25,1.7544
2019-01-28,3.1034
2019-01-29,0.3344
2019-01-30,-6.0
2019-01-31,-8.5106
2019-02-01,-0.4961
2019-02-04,4.0044
2019-02-05,-4.8689
2019-02-06,0.7874
2019-02-07,-5.8555
2019-02-08,-0.4191
2019-02-11,0.0
2019-02-12,6.25
2019-02-13,-5.098
2019-02-14,0.0
2019-02-15,1.6529
2019-02-19,3.6585
2019-02-20,0.0
2019-02-21,-5.8824
2019-02-22,0.0
2019-02-25,2.7917
2019-02-26,-8.7961
2019-02-27,2.2222
2019-02-28,-2.8
2019-03-01,-12.3278
2019-03-04,1.0204
2019-03-05,9.0909
2019-03-06,-7.4074
2019-03-07,0.0
2019-03-08,1.5
2019-03-11,8.3744
2019-03-12,0.0
2019-03-13,-2.2727
2019-03-14,0.0
2019-03-15,-1.8605
2019-03-18,-2.8436
2019-03-19,0.0
2019-03-20,0.5024
2019-03-21,2.4123
2019-03-25,-6.6350999999999996
2019-03-26,-1.5228000000000002
2019-03-27,39.6907
2019-03-28,-15.1292
2019-03-29,3.9130000000000003
2019-04-01,-2.5188
2019-04-02,-3.8544
2019-04-03,-3.125
2019-04-04,3.6866
2019-04-05,-2.2222
2019-04-08,-0.9091
2019-04-09,-1.5138
2019-04-10,1.0713
2019-04-11,0.0
2019-04-12,-1.3825
2019-04-15,14.9533
2019-04-16,-5.2846
2019-04-17,-6.0086
2019-04-18,1.8265
2019-04-22,-1.3453
2019-04-23,1.3636
2019-04-24,0.4484
2019-04-25,1.3393
2019-04-26,1.7621
2019-04-29,3.8961
2019-04-30,1.6667
2019-05-01,0.4098
2019-05-02,-1.2245
2019-05-03,3.719
2019-05-06,-5.1793
