ticker,NMCI US Equity
2019-05-07,0.0
2019-05-08,1.2605
2019-05-09,-2.9046
2019-05-10,-1.7094
2019-05-13,-6.5217
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,9.3023
2019-05-17,-10.6383
2019-05-20,-1.4285999999999999
2019-05-21,6.2802
2019-05-22,-5.4545
2019-05-23,-5.7692
2019-05-24,0.0
2019-05-28,-0.5102
2019-05-29,7.6923
2019-05-30,-5.2381
2019-05-31,1.5074999999999998
2019-06-03,-3.9604
2019-06-04,1.0309
2019-06-05,-3.5714
2019-06-06,-2.1164
2019-06-07,-1.6216
2019-06-10,2.1978
2019-06-11,-1.0753
2019-06-12,-1.6303999999999998
2019-06-13,2.2099
2019-06-14,2.1622
2019-06-17,3.1746
2019-06-18,-3.5897
2019-06-19,2.1277
2019-06-20,-4.1667
2019-06-21,-0.5435
2019-06-24,0.0
2019-06-25,2.1858
2019-06-26,-0.5348
2019-06-27,2.1505
2019-06-28,2.3684
2019-07-01,3.856
2019-07-02,-5.9406
2019-07-03,10.526299999999999
2019-07-05,11.9048
2019-07-08,-2.1277
2019-07-09,-1.7391
2019-07-10,-7.0796
2019-07-11,10.9524
2019-07-12,3.0043
2019-07-15,-6.25
2019-07-16,3.1111
2019-07-17,-0.431
2019-07-18,-0.4329
2019-07-19,0.8696
2019-07-22,-1.7241
2019-07-23,0.8772
2019-07-24,-8.6957
2019-07-25,0.4762
2019-07-26,4.2654
2019-07-29,0.4545
2019-07-30,-6.7873
2019-07-31,4.3544
2019-08-01,-5.5682
2019-08-02,-1.9704000000000002
2019-08-05,-1.5074999999999998
2019-08-06,-1.5306
2019-08-07,-2.0725
2019-08-08,0.0
2019-08-09,-3.1746
2019-08-12,1.0929
2019-08-13,0.8108
2019-08-14,-2.9491
2019-08-15,0.0
2019-08-16,6.6298
2019-08-19,1.5544
2019-08-20,2.0408
2019-08-21,1.5
2019-08-22,-0.9852
2019-08-23,-0.995
2019-08-26,-2.0101
2019-08-27,5.641
2019-08-28,3.3981
2019-08-29,-3.2864
2019-08-30,-2.9126
2019-09-03,-4.5
2019-09-04,-4.1885
2019-09-05,0.0
2019-09-06,1.6393
2019-09-09,7.5269
2019-09-10,3.0
2019-09-11,3.6408
2019-09-12,-2.1077
2019-09-13,-2.3923
2019-09-16,0.4902
2019-09-17,2.439
2019-09-18,-4.7619
2019-09-19,7.0
2019-09-20,-0.4673
2019-09-23,-3.2864
2019-09-24,-2.9126
2019-09-25,0.0
2019-09-26,-0.5
2019-09-27,-0.5025
2019-09-30,0.5051
2019-10-01,-0.5025
2019-10-02,-6.5657
2019-10-03,5.9459
2019-10-04,-1.0204
2019-10-07,0.0
2019-10-08,3.0928
2019-10-09,0.5
2019-10-10,3.4826
2019-10-11,-1.4423
2019-10-14,0.4878
2019-10-15,-0.4854
2019-10-16,2.439
2019-10-17,-1.4285999999999999
2019-10-18,-2.4154999999999998
2019-10-21,-1.9802
2019-10-22,-1.5152
2019-10-23,5.641
2019-10-24,-1.4563
2019-10-25,2.9557
2019-10-28,-1.9139
2019-10-29,0.0
2019-10-30,-1.7073
2019-10-31,-1.2407
2019-11-01,1.1658
2019-11-04,-0.6557
2019-11-05,-0.5
2019-11-06,-1.005
2019-11-07,-1.5228000000000002
2019-11-08,-2.0619
2019-11-11,1.5789
2019-11-12,-1.5544
2019-11-13,-0.5263
2019-11-14,-2.6455
2019-11-15,3.8098
2019-11-18,-5.7641
2019-11-19,-6.6667
2019-11-20,-4.1667
2019-11-21,-0.7391
2019-11-22,1.9961
2019-11-25,-1.227
2019-11-26,0.0
2019-11-27,1.2422
2019-11-29,6.5337
2019-12-02,-4.4054
2019-12-03,-1.2048
2019-12-04,-1.2195
2019-12-05,-2.4691
2019-12-06,2.5316
2019-12-09,0.0
2019-12-10,-0.6173
2019-12-11,-1.2422
2019-12-12,1.8868
2019-12-13,1.8519
2019-12-16,2.4242
2019-12-17,-4.142
2019-12-18,4.9383
2019-12-19,9.4118
2019-12-20,1.6129
2019-12-23,5.8201
2019-12-24,2.5
2019-12-26,0.4878
2019-12-27,-1.9417
2019-12-30,3.9604
2019-12-31,2.3810000000000002
2020-01-02,-5.1767
2020-01-03,-5.8223
2020-01-06,2.0833
2020-01-07,-5.6122
2020-01-08,0.0
2020-01-09,-1.0811
2020-01-10,0.5464
2020-01-13,0.0
2020-01-14,1.087
2020-01-15,-1.0753
2020-01-16,-1.087
2020-01-17,0.544
2020-01-21,-1.0875
2020-01-22,-0.5525
2020-01-23,-0.6556
2020-01-24,-6.8001000000000005
2020-01-27,-1.5960999999999999
2020-01-28,4.878
2020-01-29,-1.1628
2020-01-30,-1.4647000000000001
2020-01-31,0.8895
2020-02-03,0.0
2020-02-04,1.7811
2020-02-05,-4.0753
2020-02-06,-4.2424
2020-02-07,-6.962
2020-02-10,-5.102
2020-02-11,-0.3584
2020-02-12,5.036
2020-02-13,-5.6096
2020-02-14,0.1379
2020-02-18,-3.6231999999999998
2020-02-19,-5.2632
2020-02-20,3.1746
2020-02-21,-0.7769
2020-02-24,-6.9695
2020-02-25,-4.1667
2020-02-26,-1.7391
2020-02-27,1.6372
2020-02-28,-0.7401
2020-03-02,0.0
2020-03-03,-2.6316
2020-03-04,0.0
2020-03-05,0.9009
2020-03-06,-1.7054
2020-03-09,0.8266
2020-03-10,-9.9099
2020-03-11,-6.0
2020-03-12,-0.0106
2020-03-13,4.4686
2020-03-16,-27.0802
2020-03-17,18.7165
2020-03-18,-18.8245
2020-03-19,3.058
2020-03-20,-7.1979
2020-03-23,6.0438
2020-03-24,-9.9743
2020-03-25,11.1111
2020-03-26,12.857099999999999
2020-03-27,-6.1139
2020-03-30,1.4696
2020-03-31,-5.6471
2020-04-01,-1.4223
2020-04-02,-12.4786
2020-04-03,-0.4162
2020-04-06,2.4422
2020-04-07,-12.784
2020-04-08,7.9158
2020-04-09,18.8952
2020-04-13,-1.4155
2020-04-14,12.8934
2020-04-15,-6.2577
2020-04-16,-0.5057
2020-04-17,3.9945
2020-04-20,15.2184
2020-04-21,-20.554
2020-04-22,4.1832
2020-04-23,-2.7791
2020-04-24,-0.7071
2020-04-27,2.1509
2020-04-28,1.9506999999999999
2020-04-29,3.737
2020-04-30,-1.0521
2020-05-01,4.9664
2020-05-04,-0.0641
2020-05-05,3.9261
2020-05-06,-12.0988
2020-05-07,7.0787
2020-05-08,3.5021
2020-05-11,0.1014
2020-05-12,-6.3932
2020-05-13,-3.841
2020-05-14,-1.1674
2020-05-15,-0.4412
2020-05-18,3.8308
2020-05-19,-3.6344
2020-05-20,-0.0429
2020-05-21,-1.1148
2020-05-22,-10.3772
2020-05-26,5.5152
2020-05-27,5.1353
2020-05-28,4.6228
2020-05-29,-2.0564
2020-06-01,-1.22
2020-06-02,-2.3266
2020-06-03,2.1467
2020-06-04,0.0432
2020-06-05,13.5252
2020-06-08,0.1267
2020-06-09,7.5949
2020-06-10,-4.4824
2020-06-11,-8.7326
2020-06-12,5.776
2020-06-15,4.4654
2020-06-16,-2.9189
2020-06-17,-0.3774
2020-06-18,-2.0711
2020-06-19,2.4373
2020-06-22,-1.8127
2020-06-23,10.1282
2020-06-24,-9.7788
2020-06-25,0.9806
2020-06-26,-3.6673
2020-06-29,6.1281
2020-06-30,1.2248
2020-07-01,-1.2224
2020-07-02,2.425
2020-07-06,-1.1472
2020-07-07,-0.4691
2020-07-08,-0.8311
2020-07-09,-1.8260999999999998
2020-07-10,2.5608
2020-07-13,-1.8634
2020-07-14,-3.6581
2020-07-15,2.7721999999999998
2020-07-16,-0.2813
2020-07-17,-1.2821
2020-07-20,0.0
2020-07-21,1.9481000000000002
2020-07-22,2.586
2020-07-23,0.447
2020-07-24,-2.3241
2020-07-27,-0.0253
2020-07-28,-1.8862999999999999
2020-07-29,5.8065
2020-07-30,-1.6341
2020-07-31,12.8192
