ticker,SPLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-03-09,1040.0
2015-03-10,68.4211
2015-03-11,12.5
2015-03-12,-5.5556
2015-03-13,7.0588
2015-03-16,13.1868
2015-03-17,-1.9417
2015-03-18,1.9802
2015-03-19,0.0
2015-03-20,1.9417
2015-03-23,0.0
2015-03-24,-1.9048
2015-03-25,0.0
2015-03-26,-1.9417
2015-03-27,3.7252
2015-03-30,-0.7278
2015-03-31,-2.8846
2015-04-01,4.9505
2015-04-02,-0.9434
2015-04-06,-1.9048
2015-04-07,0.0
2015-04-08,-2.9126
2015-04-09,1.0
2015-04-10,2.9703
2015-04-13,-8.6538
2015-04-14,4.2105
2015-04-15,-8.0808
2015-04-16,0.0
2015-04-17,4.3956
2015-04-20,-8.4211
2015-04-21,-19.5402
2015-04-22,-35.7143
2015-04-23,4.4444
2015-04-24,27.234
2015-04-27,0.3344
2015-04-28,-3.3333
2015-04-29,-22.4138
2015-04-30,-53.3333
2015-05-01,30.9524
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,5.4545
2015-05-07,168.9655
2015-05-08,-42.3077
2015-05-11,0.0
2015-05-12,-11.1111
2015-05-13,37.5
2015-05-14,-12.5455
2015-05-15,22.6351
2015-05-18,-6.7811
2015-05-19,0.0227
2015-05-20,14.5227
2015-05-21,-19.0316
2015-05-22,7.6225000000000005
2015-05-27,-7.0827
2015-05-28,1.9607999999999999
2015-05-29,37.5
2015-06-01,-4.8951
2015-06-02,-19.1176
2015-06-03,5.4545
2015-06-04,12.069
2015-06-05,4.6154
2015-06-08,-13.2353
2015-06-09,1.6949
2015-06-10,-5.8333
2015-06-11,-4.4248
2015-06-12,-7.4074
2015-06-15,-13.3
2015-06-16,-7.7278
2015-06-17,-20.0
2015-06-18,28.125
2015-06-19,-2.439
2015-06-22,-17.5
2015-06-23,21.2121
2015-06-24,-12.5
2015-06-25,10.0
2015-06-26,-16.8831
2015-06-29,-9.375
2015-06-30,-6.8966
2015-07-01,0.0
2015-07-02,0.0
2015-07-06,-0.0463
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,-1.8064
2015-07-10,-1.8868
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,-3.8462
2015-07-16,-4.0
2015-07-17,0.0
2015-07-20,0.0
2015-07-21,2.0833
2015-07-22,2.0408
2015-07-23,12.0
2015-07-24,-7.1429
2015-07-28,3.8462
2015-07-30,-2.963
2015-07-31,3.0534
2015-08-03,8.8889
2015-08-06,-4.7619
