ticker,MGTX US Equity
2018-10-26,-2.5392
2018-10-29,0.1533
2018-10-30,0.8416
2018-10-31,1.3657
2018-11-01,-1.4969999999999999
2018-11-02,0.228
2018-11-05,2.1986
2018-11-06,-3.1899
2018-11-07,1.7625
2018-11-08,-0.3012
2018-11-09,-2.3414
2018-11-12,-0.0773
2018-11-13,-2.709
2018-11-14,-0.6364
2018-11-15,1.201
2018-11-16,1.4241
2018-11-19,0.546
2018-11-20,0.4655
2018-11-21,1.0811
2018-11-23,0.0
2018-11-26,-1.6042999999999998
2018-11-27,1.9409999999999998
2018-11-28,0.2285
2018-11-29,0.7599
2018-11-30,1.8854
2018-12-03,3.775
2018-12-04,-0.7133
2018-12-06,-6.3218
2018-12-07,-3.7577
2018-12-10,-0.7968
2018-12-11,-2.8112
2018-12-12,7.1074
2018-12-13,-5.9414
2018-12-14,-0.8203
2018-12-17,-9.4293
2018-12-18,-9.3151
2018-12-19,-2.719
2018-12-20,1.4493
2018-12-21,5.3061
2018-12-24,-6.8798
2018-12-26,0.8325
2018-12-27,1.032
2018-12-28,-1.5322
2018-12-31,0.0
2019-01-02,1.971
2019-01-03,0.6104
2019-01-04,6.0667
2019-01-07,0.572
2019-01-08,2.2749
2019-01-09,1.0195
2019-01-10,-2.4771
2019-01-11,-0.5644
2019-01-14,0.6623
2019-01-15,3.5714
2019-01-16,-2.6316
2019-01-17,-3.9143
2019-01-18,-2.5218
2019-01-22,-0.8955
2019-01-23,-2.2088
2019-01-24,2.3614
2019-01-25,0.5015
2019-01-28,-1.996
2019-01-29,-6.3136
2019-01-30,3.6957
2019-01-31,29.7694
2019-02-01,-0.8885
2019-02-04,-0.2445
2019-02-05,-0.4085
2019-02-06,2.297
2019-02-07,-2.085
2019-02-08,1.7199
2019-02-11,2.0129
2019-02-12,-0.8682
2019-02-13,1.1943
2019-02-14,0.3147
2019-02-15,0.3137
2019-02-19,0.1564
2019-02-20,1.0148
2019-02-21,-3.864
2019-02-22,2.5723000000000003
2019-02-25,12.5392
2019-02-26,-7.5905000000000005
2019-02-27,16.8048
2019-02-28,4.9032
2019-03-01,2.3985
2019-03-04,5.3453
2019-03-05,3.5918
2019-03-06,-0.7705
2019-03-07,0.4437
2019-03-08,2.6505
2019-03-11,2.2055
2019-03-12,3.3684
2019-03-13,3.2587
2019-03-14,-0.3452
2019-03-15,4.948
2019-03-18,-0.0471
2019-03-19,-3.3019
2019-03-20,-3.9512
2019-03-21,0.3047
2019-03-22,-7.2911
2019-03-25,-2.2392
2019-03-26,-2.2346
2019-03-27,-0.7429
2019-03-28,2.418
2019-03-29,-3.1478
2019-04-01,0.8706
2019-04-02,4.603
2019-04-03,3.4653
2019-04-04,-2.1265
2019-04-05,-0.4345
2019-04-08,1.964
2019-04-09,2.4077
2019-04-10,4.4932
2019-04-11,-1.65
2019-04-12,-1.9319
2019-04-15,2.2291
2019-04-16,2.4341
2019-04-17,-7.1782
2019-04-18,-1.3333
2019-04-22,-2.5404999999999998
2019-04-23,0.3328
2019-04-24,1.99
2019-04-25,0.271
2019-04-26,2.6486
2019-04-29,2.7909
2019-04-30,0.0512
2019-05-01,-4.7107
2019-05-02,-4.8361
2019-05-03,3.2185
2019-05-06,-0.0547
2019-05-07,2.0799
2019-05-08,-0.7507
2019-05-09,-0.5402
2019-05-10,-0.3259
2019-05-13,-3.1063
2019-05-14,20.9224
2019-05-15,3.3487999999999998
2019-05-16,3.8254
2019-05-17,1.7772000000000001
2019-05-20,-0.2129
2019-05-21,2.3474
2019-05-22,0.0417
2019-05-23,-0.2084
2019-05-24,1.7126000000000001
2019-05-28,0.8624
2019-05-29,-6.5554
2019-05-30,-4.7059
2019-05-31,0.6401
2019-06-03,-2.09
2019-06-04,3.4803
2019-06-05,-2.2422
2019-06-06,-5.4587
2019-06-07,1.8437999999999999
2019-06-10,-0.2859
2019-06-11,-0.5733
2019-06-12,2.7871
2019-06-13,2.6648
2019-06-14,-6.6029
2019-06-17,1.0726
2019-06-18,2.7496
2019-06-19,-0.0939
2019-06-20,-1.7856999999999998
2019-06-21,1.8182
2019-06-24,0.8929
2019-06-25,7.0331
2019-06-26,3.7859
2019-06-27,6.2474
2019-06-28,6.0773
2019-07-01,4.4271
2019-07-02,3.5625
2019-07-03,1.9607999999999999
2019-07-05,-9.0756
2019-07-08,7.3098
2019-07-09,3.769
2019-07-10,-1.8994
2019-07-11,-0.1359
2019-07-12,-0.6122
2019-07-15,-1.8138
2019-07-16,-1.2896
2019-07-17,1.9774
2019-07-18,-3.8089
2019-07-19,-2.6997999999999998
2019-07-22,-0.037
2019-07-23,-0.074
2019-07-24,7.2593
2019-07-25,-4.1091
2019-07-26,0.7922
2019-07-29,2.8224
2019-07-30,-3.0229
2019-07-31,-2.3647
2019-08-01,-2.3486000000000002
2019-08-02,-1.5032
2019-08-05,-5.1889
2019-08-06,2.5352
2019-08-07,0.3925
2019-08-08,-10.9851
2019-08-09,-2.6790000000000003
2019-08-12,-2.4819
2019-08-13,3.8407999999999998
2019-08-14,-0.7576
2019-08-15,-4.9843
2019-08-16,-0.2363
2019-08-19,0.6632
2019-08-20,0.2824
2019-08-21,2.8156
2019-08-22,0.5933
2019-08-23,-2.2686
2019-08-26,-2.5998
2019-08-27,-5.6244
2019-08-28,1.6162
2019-08-29,2.4354
2019-08-30,-1.7467000000000001
2019-09-03,3.2099
2019-09-04,-4.4019
2019-09-05,1.2012
2019-09-06,-2.819
2019-09-09,-1.3232
2019-09-10,0.7736
2019-09-11,4.7083
2019-09-12,-4.0078
2019-09-13,-0.3055
2019-09-16,-2.094
2019-09-17,-3.1821
2019-09-18,1.6703000000000001
2019-09-19,-0.6359
2019-09-20,-2.4533
2019-09-23,0.164
2019-09-24,-4.3668
2019-09-25,-4.8516
2019-09-26,-3.5393
2019-09-27,-1.4925
2019-09-30,0.6944
2019-10-01,-3.1975
2019-10-02,2.5259
2019-10-03,4.2956
2019-10-04,-1.9382000000000001
2019-10-07,-2.9648
2019-10-08,-5.9198
2019-10-09,-1.0825
2019-10-10,-0.9576
2019-10-11,-0.7942
2019-10-14,-1.2182
2019-10-15,-1.9731999999999998
2019-10-16,5.248
2019-10-17,2.459
2019-10-18,-5.8667
2019-10-21,3.4703
2019-10-22,-1.9165
2019-10-23,0.4187
2019-10-24,1.3899
2019-10-25,1.5079
2019-10-28,-2.9034
2019-10-29,0.2086
2019-10-30,-0.694
2019-10-31,0.9783
2019-11-01,10.8651
2019-11-04,-7.3658
2019-11-05,-1.4151
2019-11-06,-2.8025
2019-11-07,1.6174
2019-11-08,0.0692
2019-11-11,6.7773
2019-11-12,-1.7487
2019-11-13,0.0
2019-11-14,-2.9664
2019-11-15,2.6494999999999997
2019-11-18,-1.7207
2019-11-19,7.4747
2019-11-20,0.0627
2019-11-21,6.8879
2019-11-22,4.3351
2019-11-25,-1.909
2019-11-26,1.2593
2019-11-27,8.8751
2019-11-29,0.0519
2019-12-02,-2.5947
2019-12-03,9.3234
2019-12-04,-2.4123
2019-12-05,-0.3246
2019-12-06,6.4128
2019-12-09,0.3296
2019-12-10,-0.2346
2019-12-11,-3.2926
2019-12-12,-0.1946
2019-12-13,2.4366
2019-12-16,0.1903
2019-12-17,1.5194999999999999
2019-12-18,-0.0468
2019-12-19,0.2808
2019-12-20,-1.4466
2019-12-23,1.6572
2019-12-24,0.0466
2019-12-26,-1.5829
2019-12-27,-4.825
2019-12-30,-1.0934
2019-12-31,0.603
2020-01-02,-1.4985
2020-01-03,-0.5578
2020-01-06,2.0908
2020-01-07,1.2488
2020-01-08,0.148
2020-01-09,1.6749
2020-01-10,-5.9593
2020-01-13,2.8851
2020-01-14,0.651
2020-01-15,0.0995
2020-01-16,2.4851
2020-01-17,-1.1639
2020-01-21,-5.5447
2020-01-22,0.2597
2020-01-23,-1.3472
2020-01-24,-4.4643
2020-01-27,-2.6388
2020-01-28,-1.7504
2020-01-29,3.5057
2020-01-30,1.7213
2020-01-31,-1.1463
2020-02-03,7.0127
2020-02-04,-0.2064
2020-02-05,-0.0517
2020-02-06,2.328
2020-02-07,0.0
2020-02-10,3.0334
2020-02-11,2.0608
2020-02-12,2.1154
2020-02-13,-3.5311
2020-02-14,-7.8575
2020-02-18,-4.3432
2020-02-19,-3.1008
2020-02-20,1.7713999999999999
2020-02-21,2.8636
2020-02-24,-6.3319
2020-02-25,-2.9138
2020-02-26,-1.0804
2020-02-27,-4.3083
2020-02-28,2.7267
2020-03-02,4.3827
2020-03-03,-2.9568
2020-03-04,11.883
2020-03-05,-4.1939
2020-03-06,-6.481
2020-03-09,-7.538
2020-03-10,0.0657
2020-03-11,-7.3587
2020-03-12,-14.0426
2020-03-13,6.6832
2020-03-16,-27.9969
2020-03-17,3.7594
2020-03-18,-2.2774
2020-03-19,10.911
2020-03-20,-9.7421
2020-03-23,4.9735
2020-03-24,9.5766
2020-03-25,10.9476
2020-03-26,9.1211
2020-03-27,-11.3982
2020-03-30,6.8611
2020-03-31,7.8652
2020-04-01,-7.7381
2020-04-02,-4.9193999999999996
2020-04-03,0.3393
2020-04-06,14.0321
2020-04-07,-7.9318
2020-04-08,6.6828
2020-04-09,2.1132
2020-04-13,1.4043
2020-04-14,1.895
2020-04-15,-3.4335
2020-04-16,-1.7037
2020-04-17,9.9472
2020-04-20,-6.854
2020-04-21,0.4415
2020-04-22,-0.4396
2020-04-23,-0.3679
2020-04-24,2.6588000000000003
2020-04-27,3.1655
2020-04-28,-3.1381
2020-04-29,4.3916
2020-04-30,-5.0345
2020-05-01,-6.3907
2020-05-04,8.8441
2020-05-05,-1.4255
2020-05-06,-3.9046
2020-05-07,6.1701
2020-05-08,1.5592000000000001
2020-05-11,9.350999999999999
2020-05-12,-1.5316
2020-05-13,-5.4439
2020-05-14,-8.3619
2020-05-15,1.4211
2020-05-18,6.0472
2020-05-19,-1.669
2020-05-20,6.0113
2020-05-21,1.0007
2020-05-22,1.8494000000000002
2020-05-26,2.9183
2020-05-27,0.6301
2020-05-28,-5.7608
2020-05-29,-1.3953
2020-06-01,-2.965
2020-06-02,-3.8194
2020-06-03,1.1552
2020-06-04,2.7123
2020-06-05,-0.278
2020-06-08,8.7805
2020-06-09,-4.2921
2020-06-10,-3.4137
2020-06-11,-10.395
2020-06-12,2.0882
2020-06-15,4.1667
2020-06-16,1.8909
2020-06-17,-1.0707
2020-06-18,-0.0722
2020-06-19,1.083
2020-06-22,-0.5714
2020-06-23,0.2155
2020-06-24,-0.7168
2020-06-25,2.3827
2020-06-26,-12.0592
2020-06-29,-2.085
2020-06-30,2.5389
2020-07-01,-2.6358
2020-07-02,1.0664
2020-07-06,-1.0552
2020-07-07,-2.6250999999999998
2020-07-08,5.0548
2020-07-09,-2.8067
2020-07-10,0.9076
2020-07-13,-5.233
2020-07-14,5.7808
2020-07-15,2.447
2020-07-16,-2.4682
2020-07-17,15.5102
2020-07-20,5.5123999999999995
2020-07-21,-1.2726
2020-07-22,-1.2212
2020-07-23,-8.2418
2020-07-24,0.5988
2020-07-27,-1.0417
2020-07-28,4.812
2020-07-29,-3.1564
2020-07-30,-0.3704
2020-07-31,-3.4201
