ticker,MLFB US Equity
2006-11-22,3.2
2006-11-29,-3.1008
2006-11-30,4.0
2006-12-01,-13.0769
2006-12-04,-7.0796
2006-12-05,0.0
2006-12-06,1.9048
2006-12-08,-1.8692
2006-12-11,1.9048
2006-12-12,0.0
2006-12-13,-5.6075
2006-12-14,7.9208
2006-12-15,0.0
2006-12-18,-5.5046
2006-12-19,5.8252
2006-12-20,4.5872
2006-12-21,2.6316
2006-12-22,0.0
2006-12-26,0.8547
2006-12-27,0.0
2006-12-28,7.6271
2006-12-29,6.2992
2007-01-03,3.7037
2007-01-04,7.8571
2007-01-05,1.3245
2007-01-08,3.268
2007-01-09,-4.4304
2007-01-10,-0.6623
2007-01-17,5.3333
2007-01-18,-8.2278
2007-01-19,-6.8966
2007-01-22,-18.5185
2007-01-23,7.2727
2007-01-24,23.7288
2007-01-25,-10.9589
2007-01-26,15.3846
2007-01-29,-13.3333
2007-01-30,0.0
2007-01-31,6.1538
2007-02-01,7.2464
2007-02-02,3.3784
2007-02-05,5.8824
2007-02-06,-4.9383
2007-02-07,6.4935
2007-02-08,1.8293
2007-02-09,3.5928
2007-02-12,-16.185
2007-02-13,13.7931
2007-02-14,-5.4545
2007-02-15,5.7692
2007-02-16,-1.8182
2007-02-20,-13.5802
2007-02-21,12.5357
2007-02-22,-11.1393
2007-02-23,-10.0
2007-02-26,11.1111
2007-02-27,-10.0
2007-02-28,0.0
2007-03-06,19.0476
2007-03-07,-6.6667
2007-03-08,0.0
2007-03-09,0.0
2007-03-13,-7.1429
2007-03-14,3.8462
2007-03-15,3.7037
2007-03-16,0.0
2007-03-19,0.0
2007-03-20,0.0
2007-03-21,2.1429
2007-03-22,8.3916
2007-03-23,9.6774
2007-03-26,-11.7647
2007-03-27,1.3333
2007-03-28,-1.3158
2007-03-29,-1.3333
2007-03-30,1.3514
2007-04-02,2.6667
2007-04-03,3.8961
2007-04-04,10.625
2007-04-05,-0.565
2007-04-09,-0.5682
2007-04-10,-2.2857
2007-04-11,4.0936
2007-04-12,-4.4944
2007-04-13,1.1764999999999999
2007-04-16,0.0
2007-04-17,-6.9767
2007-04-19,-1.25
2007-04-20,4.4304
2007-04-24,0.6061
2007-04-25,-0.6024
2007-04-26,-3.0303
2007-04-27,0.0
2007-04-30,-1.25
2007-05-01,-8.2278
2007-05-02,-3.4483
2007-05-03,0.0
2007-05-04,-4.2857
2007-05-07,-11.194
2007-05-08,5.042
2007-05-09,7.2
2007-05-10,1.4925
2007-05-11,2.9412000000000003
2007-05-14,13.5714
2007-05-15,-2.5157
2007-05-16,3.871
2007-05-17,-3.7267
2007-05-18,7.0968
2007-05-21,-6.6265
2007-05-22,0.0
2007-05-24,-9.6774
2007-05-25,3.5714
2007-05-29,3.4483
2007-05-30,-3.3333
2007-06-01,-5.5172
2007-06-04,-4.3796
2007-06-05,4.5802
2007-06-07,-1.4599
2007-06-11,0.0
2007-06-12,-3.7037
2007-06-13,0.0
2007-06-14,6.9231
2007-06-15,-13.6691
2007-06-19,0.0
2007-06-20,0.0
2007-06-21,0.0
2007-06-22,0.0
2007-06-25,-8.3333
2007-06-26,0.0
2007-06-27,-4.5455
2007-06-28,0.0
2007-06-29,-4.7619
2007-07-02,3.0
2007-07-10,-1.9417
2007-07-11,0.0
2007-07-13,0.0
2007-07-16,-7.9208
2007-07-17,2.1505
2007-07-19,-20.0
2007-07-20,-1.3158
2007-07-23,6.6667
2007-07-24,11.25
2007-07-25,-13.4831
2007-07-26,-2.5974
2007-07-27,-6.6667
2007-07-30,31.4286
2007-07-31,-10.8696
2007-08-01,-2.439
2007-08-02,12.5
2007-08-03,-11.1111
2007-08-06,2.5
2007-08-07,3.6585
2007-08-08,16.4706
2007-08-09,0.0
2007-08-10,-13.1313
2007-08-13,10.4651
2007-08-14,4.2105
2007-08-15,1.0101
2007-08-16,-2.0
2007-08-17,-8.1633
2007-08-20,8.8889
2007-08-21,-6.1224
2007-08-22,-2.1739
2007-08-23,8.8889
2007-08-24,-2.0408
2007-08-27,-6.25
2007-08-28,1.1111
2007-08-30,-12.0879
2007-08-31,25.0
2007-09-04,0.0
2007-09-05,-10.0
2007-09-06,4.4444
2007-09-07,-9.5745
2007-09-10,0.0
2007-09-11,5.8824
2007-09-12,0.0
2007-09-13,-1.1111
2007-09-14,-4.4944
2007-09-17,-5.8824
2007-09-18,6.25
2007-09-19,0.0
2007-09-20,-3.5294
2007-09-21,-1.2195
2007-09-24,-1.2346
2007-09-25,-8.75
2007-09-27,16.4384
2007-09-28,0.0
2007-10-01,7.0588
2007-10-02,-1.0989
2007-10-03,1.1111
2007-10-04,-12.0879
2007-10-05,13.75
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,-4.3956
2007-10-11,-8.046
2007-10-15,8.75
2007-10-16,-3.4483
2007-10-18,-2.3810000000000002
2007-10-19,3.6585
2007-10-22,-8.2353
2007-10-23,3.8462
2007-10-24,-1.2346
2007-10-25,-6.25
2007-10-26,5.3333
2007-10-29,-5.0633
2007-10-30,6.6667
2007-10-31,0.0
2007-11-01,0.0
2007-11-02,6.25
2007-11-05,0.0
2007-11-06,10.5882
2007-11-07,-5.3191
2007-11-08,-7.8652
2007-11-09,-7.3171
2007-11-12,2.6316
2007-11-13,-2.5641
2007-11-14,2.6316
2007-11-15,14.1026
2007-11-16,0.0
2007-11-20,-1.1236
2007-11-21,-15.9091
2007-11-23,-5.4054
2007-11-27,25.7143
2007-11-28,0.0
2007-11-29,-6.8182
2007-12-04,8.5366
2007-12-05,-14.6067
2007-12-06,-1.3158
2007-12-07,4.0
2007-12-11,-6.4103
2007-12-13,9.589
2007-12-14,-8.75
2007-12-18,-4.1096
2007-12-20,-14.2857
2007-12-24,8.3333
2007-12-27,-3.0769
2007-12-28,-3.1746
2007-12-31,0.0
2008-01-02,-1.6393
2008-01-03,0.0
2008-01-04,1.6667
2008-01-08,-1.6393
2008-01-09,0.0
2008-01-10,-8.3333
2008-01-11,-1.8182
2008-01-14,-7.4074
2008-01-15,10.0
2008-01-16,0.0
2008-01-18,-3.6364
2008-01-23,-1.8868
2008-01-24,-9.6154
2008-01-25,0.0
2008-01-29,0.0
2008-01-31,36.1702
2008-02-01,-14.0625
2008-02-04,34.5455
2008-02-05,0.0
2008-02-11,-12.1622
2008-02-13,13.8462
2008-02-26,-13.5135
2008-02-27,-14.0625
2008-02-29,34.5455
2008-03-03,0.0
2008-03-10,-22.973
2008-03-12,36.8421
2008-03-13,-2.5641
2008-03-14,18.4211
2008-03-17,-27.7778
2008-03-18,7.6923
2008-03-19,18.5714
2008-03-24,-7.2289
2008-03-25,-9.0909
2008-03-26,14.2857
2008-03-27,-5.0
2008-03-28,6.5789
2008-03-31,16.0494
2008-04-02,-4.2553
2008-04-03,0.0
2008-04-04,-3.3333
2008-04-07,3.4483
2008-04-09,1.1111
2008-04-10,2.1978
2008-04-11,2.1505
2008-04-15,1.0526
2008-04-17,-6.25
2008-04-18,15.5556
2008-04-21,-3.8462
2008-04-23,-5.0
2008-04-24,8.4211
2008-04-25,-9.7087
2008-04-28,3.2258
2008-04-29,9.375
2008-04-30,-2.8571
2008-05-01,-9.8039
2008-05-02,2.1739
2008-05-06,2.1277
2008-05-08,0.0
2008-05-09,3.125
2008-05-12,8.0808
2008-05-13,-11.215
2008-05-14,6.3158
2008-05-20,-5.9406
2008-05-22,-4.2105
2008-05-23,7.6923
2008-05-27,-1.0204
2008-05-28,-5.1546
2008-05-29,-2.1739
2008-05-30,-7.7778
2008-06-02,-1.2048
2008-06-05,-8.5366
2008-06-06,0.0
2008-06-13,17.3333
2008-06-17,-18.1818
2008-06-19,23.6111
2008-06-20,-15.7303
2008-06-23,0.0
2008-07-02,-20.0
2008-07-08,16.6667
2008-07-09,-5.7143
2008-07-10,37.8788
2008-07-11,4.3956
2008-07-14,0.0
2008-07-15,-5.2632
2008-07-16,16.6667
2008-07-17,-4.7619
2008-07-18,0.0
2008-07-21,1.0
2008-07-22,-5.9406
2008-07-23,0.0
2008-07-24,-9.473700000000001
2008-07-25,10.4651
2008-07-28,-14.7368
2008-07-29,17.284
2008-07-30,0.0
2008-07-31,1.0526
2008-08-01,4.1667
2008-08-04,0.0
2008-08-05,-5.0
2008-08-06,0.0
2008-08-08,0.0
2008-08-11,-8.4211
2008-08-12,3.4483
2008-08-14,3.3333
2008-08-15,-8.6022
2008-08-18,17.647100000000002
2008-08-25,-10.0
2008-08-26,7.7778
2008-08-27,0.0
2008-08-28,3.0928
2008-08-29,-5.0
2008-09-03,0.0
2008-09-04,0.0
2008-09-05,3.1579
2008-09-08,-6.1224
2008-09-09,-7.6087
2008-09-10,7.0588
2008-09-11,-1.0989
2008-09-12,5.5556
2008-09-15,0.0
2008-09-16,-4.2105
2008-09-17,0.0
2008-09-18,-10.989
2008-09-19,20.9877
2008-09-23,-5.102
2008-09-24,7.5269
2008-09-26,-2.0
2008-09-29,-38.7755
2008-09-30,45.0
2008-10-01,6.8966
2008-10-03,-24.7312
2008-10-06,14.2857
2008-10-07,0.0
2008-10-09,0.0
2008-10-10,-30.0
2008-10-13,42.8571
2008-10-23,-6.25
2008-10-27,-40.0
2008-10-28,33.3333
2008-10-29,8.3333
2008-10-30,0.0
2008-11-03,-4.6154
2008-11-04,29.0323
2008-11-05,-8.75
2008-11-06,5.4795
2008-11-10,-9.0909
2008-11-11,-14.2857
2008-11-12,-15.0
2008-11-17,-11.7647
2008-11-19,-11.1111
2008-11-20,-25.0
2008-11-21,16.6667
2008-12-02,-31.4286
2008-12-09,66.6667
2008-12-19,-27.5
2008-12-26,13.7931
2008-12-30,-3.0303
2008-12-31,9.375
2009-01-06,54.2857
2009-01-12,-9.2593
2009-01-22,-18.3673
2009-01-28,0.0
2009-01-29,-30.0
2009-02-06,0.0
2009-02-09,25.0
2009-02-10,14.2857
2009-02-11,-45.0
2009-02-13,13.6364
2009-02-18,-12.0
2009-02-19,-27.2727
2009-02-23,12.5
2009-02-24,88.8889
2009-02-25,17.647100000000002
2009-02-26,-12.5
2009-03-03,45.7143
2009-03-05,-49.0196
2009-03-09,-3.8462
2009-03-10,-60.0
2009-03-11,300.0
2009-03-16,0.0
2009-03-19,22.5
2009-03-26,0.0
2009-03-27,-18.3673
2009-04-03,20.0
2009-04-06,2.0833
2009-04-15,-10.2041
2009-04-28,-9.0909
2009-04-29,-40.0
2009-05-01,0.0
2009-05-05,52.0833
2009-05-08,4.1096
2009-05-14,-15.7895
2009-05-18,-3.125
2009-05-21,0.0
2009-05-26,-9.6774
2009-05-29,7.1429
2009-06-01,33.3333
2009-06-02,0.0
2009-06-12,5.0
2009-06-18,-9.5238
2009-06-22,26.3158
2009-06-30,0.0
2009-07-01,-6.25
2009-07-02,-26.4444
2009-07-08,35.9517
2009-07-10,-44.4444
2009-07-13,80.0
2009-07-29,0.0
2009-07-30,-6.6667
2009-07-31,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-07,0.0
2009-08-10,-42.8571
2009-08-11,4.1667
2009-08-14,68.0
2009-08-25,-21.4286
2009-08-26,-24.2424
2009-08-27,0.0
2009-09-01,64.0
2009-09-04,0.0
2009-09-11,-31.7073
2009-09-15,14.2857
2009-09-16,-12.5
2009-09-17,53.5714
2009-09-22,-9.3023
2009-09-23,0.0
2009-09-24,-2.5641
2009-09-28,2.6316
2009-09-30,0.0
2009-10-02,15.3846
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,11.1111
2009-10-15,-4.0
2009-10-19,4.1667
2009-10-22,16.0
2009-10-23,0.0
2009-10-26,-13.7931
2009-10-27,0.0
2009-10-29,-4.0
2009-10-30,0.0
2009-11-02,0.0
2009-11-03,-6.25
2009-11-05,4.4444
2009-11-06,6.383
2009-11-09,8.0
2009-11-11,-1.8519
2009-11-12,0.0
2009-11-17,20.7547
2009-11-18,0.0
2009-11-19,-17.1875
2009-11-23,-5.6604
2009-11-24,0.0
2009-11-25,0.0
2009-11-27,-10.0
2009-11-30,33.3333
2009-12-01,-16.6667
2009-12-14,0.0
2009-12-15,-20.0
2009-12-17,-12.5
2009-12-18,42.8571
2009-12-23,-30.0
2009-12-24,28.5714
2009-12-29,-31.1111
2009-12-30,12.9032
2009-12-31,0.0
2010-01-06,0.0
2010-01-13,37.1429
2010-01-15,-16.6667
2010-01-25,0.0
2010-02-03,0.0
2010-02-05,-12.5
2010-02-08,14.2857
2010-02-10,-12.5
2010-02-11,28.5714
2010-02-12,-22.2222
2010-02-22,0.0
2010-02-23,0.0
2010-02-25,2.8571
2010-03-01,-16.6667
2010-03-04,33.3333
2010-03-05,17.5
2010-03-09,-12.766
2010-03-10,-17.0732
2010-03-11,17.647100000000002
2010-03-15,0.0
2010-03-16,-25.0
2010-03-19,76.6667
2010-03-22,-26.4151
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,-2.5641
2010-03-30,2.6316
2010-03-31,0.0
2010-04-01,12.8205
2010-04-06,-22.7273
2010-04-08,2.9412000000000003
2010-04-09,8.5714
2010-04-13,0.0
2010-04-19,5.2632
2010-04-20,0.0
2010-04-26,-25.0
2010-04-27,33.3333
2010-05-05,-25.0
2010-05-13,-13.3333
2010-05-14,0.0
2010-05-18,0.0
2010-05-19,34.6154
2010-05-20,-11.4286
2010-05-24,-16.129
2010-05-25,0.0
2010-06-03,-3.8462
2010-06-15,-12.0
2010-06-17,36.3636
2010-06-23,-16.6667
2010-06-28,40.0
2010-06-29,0.0
2010-07-02,0.0
2010-07-21,-57.1429
2010-07-22,0.0
2010-07-26,100.0
2010-07-29,-50.0
2010-08-02,100.0
2010-08-09,-50.0
2010-08-10,100.0
2010-08-18,-50.0
2010-08-30,0.0
2010-09-03,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,-40.0
2010-09-13,66.6667
2010-09-15,0.0
2010-09-27,-26.6667
2010-10-27,0.0
2010-10-29,81.8182
2010-11-16,-45.0
2010-11-18,9.0909
2010-11-22,-8.3333
2010-12-01,-36.3636
2010-12-06,-42.8571
2010-12-07,-50.0
2010-12-08,0.0
2010-12-09,150.0
2010-12-13,0.0
2010-12-16,-20.0
2010-12-17,25.0
2010-12-21,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,40.0
2011-01-03,0.0
2011-01-25,-14.2857
2011-02-09,66.6667
2011-02-10,0.0
2011-02-16,-30.0
2011-03-01,42.8571
2011-03-03,0.0
2011-03-08,0.0
2011-03-09,10.0
2011-03-14,0.0
2011-03-17,9.0909
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,25.0
2011-04-01,0.0
2011-04-08,-13.3333
2011-04-11,0.0
2011-04-13,0.0
2011-04-20,-46.1538
2011-04-29,185.7143
2011-05-17,-25.0
2011-05-19,33.3333
2011-05-20,0.0
2011-06-07,-65.0
2011-06-21,0.0
2011-06-24,0.0
2011-06-30,157.1429
2011-07-07,0.0
2011-07-11,-61.1111
2011-07-25,14.2857
2011-08-02,-50.0
2011-08-04,0.0
2011-08-05,100.0
2011-08-18,-73.5156
2011-08-26,135.9882
2011-08-31,40.0
2011-09-01,14.2857
2011-09-14,-37.5
2011-09-20,0.0
2011-09-23,0.0
2011-09-27,-20.0
2011-09-29,25.0
2011-10-06,0.0
2011-10-19,0.0
2011-10-20,20.0
2011-10-21,33.3333
2011-10-24,12.5
2011-10-27,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,22.2222
2011-11-03,27.2727
2011-11-04,7.1429
2011-11-07,0.0
2011-11-08,33.3333
2011-11-09,5.0
2011-11-10,-4.7619
2011-11-14,10.0
2011-11-15,0.0
2011-11-16,-36.3636
2011-11-17,-28.5714
2011-11-21,0.0
2011-11-22,0.0
2011-11-28,50.0
2011-11-29,0.0
2011-12-01,13.3333
2011-12-02,35.2941
2011-12-06,-4.3478
2011-12-07,-18.1818
2011-12-12,-16.6667
2011-12-19,-20.0
2011-12-21,25.0
2011-12-29,-46.6667
2011-12-30,62.5
2012-01-05,0.0
2012-01-06,61.5385
2012-01-09,-19.0476
2012-01-10,0.0
2012-01-11,23.5294
2012-01-18,-23.8095
2012-01-20,25.0
2012-02-07,-5.0
2012-02-15,-31.5789
2012-02-22,53.8462
2012-03-02,10.0
2012-03-07,-4.5455
2012-03-08,-38.0952
2012-03-12,84.6154
2012-03-13,-16.6667
2012-03-14,50.0
2012-03-16,-10.0
2012-03-19,-44.0741
2012-03-20,78.8079
2012-03-26,-25.9259
2012-03-29,-5.0
2012-03-30,5.2632
2012-04-13,-25.0
2012-04-19,99.3333
2012-05-01,-6.3545
2012-05-03,-10.7143
2012-05-18,0.0
2012-05-24,-50.0
2012-05-25,20.0
2012-05-30,33.3333
2012-06-01,5.0
2012-06-04,19.0476
2012-06-05,-8.0
2012-06-06,-30.4348
2012-06-12,56.25
2012-06-20,-32.0
2012-06-26,0.0
2012-06-27,0.0
2012-07-02,-52.9412
2012-07-05,50.0
2012-07-06,50.0
2012-08-01,-55.5556
2012-08-03,75.0
2012-08-17,-42.8571
2012-08-21,-12.5
2012-08-22,100.0
2012-08-23,21.4286
2012-08-24,5.8824
2012-08-27,11.1111
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,10.0
2012-08-31,4.5455
2012-09-06,8.2609
2012-09-07,-15.6627
2012-09-11,-7.1429
2012-09-12,2.5641
2012-09-13,10.0
2012-09-14,4.5455
2012-09-17,8.2609
2012-09-18,-3.6145
2012-09-19,22.9167
2012-09-20,-1.6949
2012-09-21,0.0
2012-09-24,17.2414
2012-09-25,-11.7647
2012-09-26,26.6667
2012-09-27,-18.4211
2012-09-28,12.9032
2012-10-03,-2.8571
2012-10-04,2.9412000000000003
2012-10-05,-5.7143
2012-10-09,65.1515
2012-10-11,-30.2752
2012-10-12,26.3158
2012-10-15,-4.1667
2012-10-16,-13.0435
2012-10-17,-5.0
2012-10-18,1.3158
2012-10-19,-6.4935
2012-10-22,-19.4444
2012-10-23,29.3103
2012-10-24,-14.6667
2012-10-25,0.0
2012-10-31,-15.625
2012-11-01,-11.1111
2012-11-02,0.0
2012-11-05,4.1667
2012-11-06,22.0
2012-11-07,-13.1148
2012-11-08,-3.7736
2012-11-13,19.6078
2012-11-14,-18.0328
2012-11-15,18.0
2012-11-16,3.3898
2012-11-20,-3.2787
2012-11-26,-32.2034
2012-11-27,47.5
2012-11-28,5.0847
2012-12-06,6.4516
2012-12-12,6.0606
2012-12-14,-22.8571
2012-12-18,22.2222
2012-12-19,0.0
2012-12-20,-9.0909
2012-12-26,-50.0
2012-12-27,100.0
2012-12-31,-19.6667
2013-01-02,36.9295
2013-01-09,-24.2424
2013-01-10,8.0
2013-01-11,-25.9259
2013-01-14,35.0
2013-01-17,-7.4074
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,-12.0
2013-01-28,36.3636
2013-01-29,-3.3333
2013-01-30,0.0
2013-01-31,-6.8966
2013-02-01,7.4074
2013-02-04,17.2414
2013-02-05,-11.7647
2013-03-01,36.6667
2013-03-12,-26.8293
2013-03-18,33.3333
2013-03-19,-25.0
2013-03-21,-33.3333
2013-03-22,60.0
2013-03-27,0.0
2013-04-05,-3.125
2013-04-09,0.0
2013-04-11,-3.2258
2013-04-15,-8.3333
2013-04-17,1.8182
2013-04-19,-0.7143
2013-04-23,0.0
2013-05-03,0.7194
2013-05-23,0.0
2013-06-03,-32.1429
2013-06-05,8.75
2013-06-12,-17.2414
2013-06-13,52.0468
2013-06-19,-38.4615
2013-06-20,0.0
2013-06-21,0.0
2013-07-05,0.0
2013-07-09,-18.75
2013-07-11,0.0
2013-07-16,0.0
2013-07-17,0.0
2013-07-23,0.0
2013-07-30,-15.3846
2013-07-31,-9.0909
2013-08-09,0.0
2013-08-12,0.0
2013-08-16,-20.0
2013-08-21,-6.25
2013-08-22,0.0
2013-08-23,0.0
2013-08-27,0.0
2013-09-13,73.3333
2013-10-03,-23.0769
2013-10-07,-35.0
2013-10-17,-38.4615
2013-11-13,0.0
2013-11-22,0.0
2013-12-16,0.0
2013-12-18,0.0
2013-12-19,-32.5
2013-12-20,3.7037
2013-12-23,3.5714
2013-12-24,0.0
2014-01-27,0.0
2014-02-10,0.0
2014-02-21,3.4483
2014-03-05,-3.3333
2014-03-10,0.0
2014-03-11,-31.0345
2014-03-25,45.0
2014-04-08,-13.7931
2014-04-17,48.5
2014-04-22,-19.1919
2014-04-24,-33.3333
2014-04-25,25.0
2014-05-07,0.0
2014-06-12,0.0
2014-06-18,20.0
2014-06-27,93.3333
2014-06-30,-48.2759
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,-66.6667
2014-07-09,0.0
2014-07-11,0.0
2014-07-15,2200.0
2014-07-16,4.3478
2014-07-17,8.3333
2014-07-18,0.0
2014-07-21,15.3846
2014-07-22,0.6667
2014-07-23,1.3245
2014-07-24,1.9607999999999999
2014-07-25,5.7692
2014-07-29,2.4242
2014-07-30,-5.3254
2014-07-31,2.5
2014-08-04,-2.439
2014-08-06,-2.5
2014-08-07,8.9744
2014-08-08,-7.0588
2014-08-11,0.0
2014-08-13,-0.6329
2014-08-14,0.0
2014-08-18,-4.4586
2014-08-19,-14.0
2014-08-20,-22.4806
2014-08-21,15.0
2014-08-22,3.4783
2014-08-25,-15.9664
2014-08-26,10.0
2014-08-27,-4.5455
2014-08-28,42.8571
2014-08-29,0.0
2014-09-03,-22.6667
2014-09-04,4.3103
2014-09-05,0.0
2014-09-08,-9.0909
2014-09-11,-7.2727
2014-09-12,15.6863
2014-09-15,-0.0106
2014-09-16,-0.837
2014-09-17,0.0
2014-09-18,-13.6752
2014-09-23,0.9901
2014-09-25,11.7647
2014-09-26,0.0
2014-09-30,0.0
2014-10-01,0.8772
2014-10-02,-8.6957
2014-10-06,0.0
2014-10-07,-2.8571
2014-10-09,6.8627
2014-10-10,0.0
2014-10-13,-30.2752
2014-10-14,32.8947
2014-10-15,-5.9406
2014-10-16,10.526299999999999
2014-10-17,-0.9524
2014-10-20,-23.0769
2014-10-22,26.25
2014-10-23,-0.9901
2014-10-28,-49.0
2014-10-29,27.451
2014-10-30,7.6923
2014-10-31,14.2857
2014-11-03,0.0
2014-11-04,6.25
2014-11-07,-9.4118
2014-11-10,0.0
2014-11-11,10.3896
2014-11-13,0.0
2014-11-14,2.3529
2014-11-17,1.1494
2014-11-19,1.1364
2014-11-20,1.1236
2014-11-26,2.2222
2014-11-28,-2.1739
2014-12-01,0.0
2014-12-02,5.5556
2014-12-03,1.0526
2014-12-04,4.1667
2014-12-08,-5.0
2014-12-16,-10.526299999999999
2014-12-17,2.3529
2014-12-18,-2.2989
2014-12-22,0.0
2014-12-23,-29.4118
2014-12-29,41.6667
2014-12-30,-17.647100000000002
2014-12-31,21.4286
2015-01-02,-17.647100000000002
2015-01-08,0.0
2015-01-09,21.1429
2015-01-12,-23.3491
2015-01-14,30.3077
2015-01-21,-52.7745
2015-01-22,99.5
2015-01-23,-6.015
2015-01-30,-33.3333
2015-02-02,0.0
2015-02-03,56.0
2015-02-04,-25.641
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,0.0
2015-02-10,3.4483
2015-02-12,30.0
2015-02-13,0.0
2015-02-17,-0.641
2015-02-19,-10.3226
2015-02-20,-29.4964
2015-02-23,0.0
2015-02-24,-4.0816
2015-02-26,38.2979
2015-02-27,-7.6923
2015-03-02,-1.6667
2015-03-03,0.0
2015-03-04,-15.2542
2015-03-05,0.0
2015-03-06,-10.0
2015-03-09,-44.2222
2015-03-10,39.3924
2015-03-11,-5.6806
2015-03-12,-9.1288
2015-03-13,-36.6403
2015-03-16,163.0921
2015-03-17,-25.8315
2015-03-18,34.8281
2015-03-19,-40.3851
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,-12.7517
2015-03-27,0.0
2015-03-30,-7.6923
2015-03-31,4.1667
2015-04-01,86.0
2015-04-02,-35.457
2015-04-07,33.2778
2015-04-08,-9.7969
2015-04-09,38.5761
2015-04-10,20.0
2015-04-13,8.3333
2015-04-14,0.0
2015-04-15,-4.6154
2015-04-16,-4.8387
2015-04-17,0.0
2015-04-20,3.3898
2015-04-21,-6.5574
2015-04-23,-6.9956
2015-04-24,-3.7727
2015-04-28,-5.9299
2015-04-29,-6.2256
2015-04-30,-39.6667
2015-05-01,47.3297
2015-05-04,25.0
2015-05-05,-39.975
2015-05-06,73.2611
2015-05-07,0.0
2015-05-08,-23.0769
2015-05-12,5.0
2015-05-13,16.6667
2015-05-14,-18.3929
2015-05-15,0.0313
2015-05-18,-24.9688
2015-05-19,26.5723
2015-05-20,36.8871
2015-05-21,-36.5385
2015-05-22,-15.0947
2015-05-26,82.021
2015-05-27,-42.1324
2015-05-28,48.7505
2015-05-29,9.3394
2015-06-01,-0.026
2015-06-02,-16.645
2015-06-03,12.5
2015-06-04,13.3056
2015-06-05,-19.5636
2015-06-08,26.7906
2015-06-09,-12.6923
2015-06-10,-9.6916
2015-06-11,0.0
2015-06-12,-1.2195
2015-06-15,-6.1728
2015-06-16,15.7895
2015-06-17,15.9091
2015-06-18,-31.348
2015-06-19,48.5184
2015-06-22,-13.4375
2015-06-23,11.0803
2015-06-24,-23.975
2015-06-25,18.3821
2015-06-26,-8.9167
2015-06-29,-14.6081
