ticker,FIFG US Equity
2018-01-23,-22.9885
2018-01-24,-16.4179
2018-01-25,0.0
2018-01-26,-13.5964
2018-01-29,14.2066
2018-01-30,-0.2895
2018-01-31,50.6352
2018-02-01,-9.6386
2018-02-02,4.0
2018-02-05,-11.538499999999999
2018-02-06,-24.6377
2018-02-07,-32.6923
2018-02-08,0.0
2018-02-09,30.3054
2018-02-12,-45.1837
2018-02-13,16.0
2018-02-14,3.4483
2018-02-15,3.3
2018-02-16,16.1665
2018-02-20,-25.0
2018-02-22,-18.5185
2018-02-23,2.2727
2018-02-26,2.7556000000000003
2018-03-01,29.628
2018-03-05,-33.2666
2018-03-07,-3.0
2018-03-12,13.8711
2018-03-13,-27.527
2018-03-14,-0.0625
2018-03-15,25.0
2018-03-16,0.0
2018-03-20,12.45
2018-03-21,-6.5807
2018-03-23,7.0443
2018-03-26,-20.0089
2018-03-27,0.0
2018-04-04,-33.2963
2018-04-06,0.0
2018-04-10,0.0
2018-04-12,0.8333
2018-04-13,7.438
2018-04-16,3.8462
2018-04-18,40.7407
2018-04-19,18.4211
2018-04-20,-24.4444
2018-04-23,-33.7647
2018-04-24,0.3552
2018-04-26,-2.6549
2018-04-27,45.4545
2018-05-01,23.75
2018-05-02,-44.4444
2018-05-03,18.1818
2018-05-04,-26.9231
2018-05-07,26.3158
2018-05-08,-29.1667
2018-05-09,76.4706
2018-05-10,-20.0
2018-05-11,0.0
2018-05-14,2.5
2018-05-15,21.9512
2018-05-16,20.0
2018-05-23,-33.3333
2018-05-24,-12.5
2018-05-25,61.9048
2018-05-29,-24.1118
2018-05-30,22.8587
2018-06-06,-36.9085
2018-06-07,0.0
2018-06-08,0.0
2018-06-11,10.0
2018-06-18,9.0909
2018-06-20,-10.0
2018-06-22,-7.4074
2018-07-10,0.0
2018-07-13,-35.0
2018-07-16,20.0
2018-07-17,-10.2564
2018-07-18,-39.7143
2018-07-19,0.9479
2018-07-20,0.0
2018-07-23,29.108
2018-07-24,-18.1818
2018-07-25,77.7778
2018-07-26,0.0
2018-07-27,12.5
2018-07-30,11.1111
2018-07-31,44.0
2018-08-01,-37.5
2018-08-02,44.4444
2018-08-03,-19.5385
2018-08-06,14.7228
2018-08-07,10.35
2018-08-08,20.8277
2018-08-09,3.0
2018-08-10,57.767
2018-08-13,-25.4769
2018-08-14,-1.9405000000000001
2018-08-15,-31.5789
2018-08-16,15.3846
2018-08-17,6.6667
2018-08-20,-6.25
2018-08-21,23.3333
2018-08-22,-18.9189
2018-08-23,13.3333
2018-08-24,7.3529
2018-08-27,-5.7534
2018-08-28,-6.9767
2018-08-30,-1.875
2018-09-04,1.9108
2018-09-05,12.5
2018-09-06,0.0
2018-09-11,11.1111
2018-09-13,-15.0
2018-09-14,17.647100000000002
2018-09-17,-20.0
2018-09-18,12.5
2018-09-21,-5.5556
2018-09-25,5.8824
2018-09-27,-16.3889
2018-10-03,-19.9336
2018-10-04,-8.7137
2018-10-08,0.0
2018-10-10,-8.4545
2018-10-11,0.2979
2018-10-15,58.4158
2018-10-22,-37.3125
2018-10-23,-10.2692
2018-10-26,11.1111
2018-10-29,55.41
2018-11-01,-22.7849
2018-11-16,-17.0833
2018-11-19,2.0101
2018-11-20,0.0
2018-11-21,0.0
2018-11-23,0.0
2018-11-26,3.4483
2018-12-03,-26.6667
2018-12-04,-1.2987
2018-12-10,0.0
2018-12-12,-21.0526
2018-12-13,0.0
2018-12-19,28.3333
2018-12-20,36.3636
2018-12-27,0.0
2018-12-28,14.2857
2018-12-31,0.0
2019-01-02,0.0
2019-01-03,49.0
2019-01-04,-4.7819
2019-01-07,-7.1953
2019-01-08,-9.8101
2019-01-11,19.2982
2019-01-14,47.0588
2019-01-15,-20.0
2019-01-17,40.0
2019-01-18,-10.7143
2019-01-22,-16.0
2019-01-23,-4.7619
2019-01-28,25.0
2019-01-29,-16.0
2019-01-30,80.9524
2019-01-31,-21.0526
2019-02-07,-20.0
2019-02-12,-16.6667
2019-02-28,-25.0
2019-03-08,-12.3067
2019-03-12,74.8518
2019-03-14,4.3478
2019-03-19,-49.1667
2019-03-20,55.7377
2019-03-22,-36.8421
2019-03-26,58.3333
2019-03-27,-31.5789
2019-03-28,84.6154
2019-03-29,-12.5
2019-04-01,33.3333
2019-04-04,0.0
2019-04-05,0.0
2019-04-08,-39.2857
2019-04-09,64.7059
2019-04-15,-10.7143
2019-04-16,-28.0
2019-04-17,0.0
2019-04-18,33.3333
2019-04-22,-28.75
2019-04-23,-5.848
2019-04-25,0.0
2019-04-29,24.2236
2019-04-30,5.0
2019-05-01,0.0
2019-05-02,9.5238
2019-05-06,4.3478
2019-05-09,-16.6667
2019-05-10,0.0
2019-05-13,-14.5
2019-05-16,-9.3567
2019-05-20,24.1935
2019-05-21,23.6364
2019-05-22,-10.7143
2019-05-24,3.5294
2019-05-30,20.4545
2019-05-31,0.0
2019-06-04,5.6604
2019-06-05,25.0
2019-06-06,0.0
2019-06-11,-17.1429
2019-06-12,0.0
2019-06-13,20.6897
2019-06-14,0.0
2019-06-18,-14.2857
2019-06-19,0.0
2019-06-21,16.6667
2019-06-24,-8.5714
2019-06-25,-3.125
2019-06-26,-9.6774
2019-07-01,0.0
2019-07-03,3.5714
2019-07-05,27.5862
2019-07-08,4.0541
2019-07-10,-1.2987
2019-07-11,-7.0526
2019-07-12,-3.7656
2019-07-17,2.9715
2019-07-18,0.0
2019-07-19,20.0
2019-07-22,-4.7619
2019-07-23,0.0
2019-07-24,-10.0
2019-07-26,6.9444
2019-07-29,3.8961
2019-07-30,-6.6875
2019-07-31,27.2605
2019-08-01,-17.8947
2019-08-05,-15.3846
2019-08-06,9.0909
2019-08-09,-2.7778
2019-08-12,17.1429
2019-08-13,35.3659
2019-08-14,-0.9009
2019-08-15,-7.4545
2019-08-16,11.9253
2019-08-19,-29.7701
2019-08-20,24.9688
2019-08-21,0.0
2019-08-23,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,-9.98
2019-08-30,0.0
2019-09-03,-6.6874
2019-09-04,-4.7619
2019-09-05,-12.5
2019-09-09,-14.2857
2019-09-10,0.0
2019-09-12,3.3333
2019-09-16,-16.129
2019-09-17,0.0
2019-09-18,0.0385
2019-09-19,-3.8830999999999998
2019-09-20,24.0
2019-09-23,-17.7419
2019-09-24,1.9607999999999999
2019-09-26,-3.8462
2019-09-27,24.0
2019-10-01,-32.2581
2019-10-02,23.8095
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-15,-15.3846
2019-10-16,11.3636
2019-10-18,18.3673
2019-10-21,0.0
2019-10-23,0.0
2019-10-24,-6.8966
2019-10-29,7.4074
2019-11-04,17.2414
2019-11-05,-11.7647
2019-11-06,0.0
2019-11-12,-20.0
2019-11-13,-25.0
2019-11-14,0.0
2019-11-15,6.3889
2019-11-18,9.6606
2019-11-20,-16.1905
2019-11-22,-3.4091
2019-11-25,23.5294
2019-11-29,-4.7619
2019-12-02,40.0
2019-12-05,-14.2857
2019-12-10,25.0
2019-12-12,-29.3333
2019-12-17,8.4906
2019-12-18,20.8696
2019-12-19,11.5108
2019-12-20,-6.4516
2019-12-23,6.8621
2019-12-26,0.0323
2019-12-27,-6.4516
2019-12-31,-17.2414
2020-01-08,20.8333
2020-01-09,-4.0559
2020-01-15,-17.337
2020-01-17,30.4348
2020-01-21,-20.0
2020-01-24,4.1667
2020-01-28,-16.0
2020-01-29,4.7619
2020-01-31,4.5455
2020-02-03,19.5652
2020-02-04,0.0
2020-02-06,1.8182
2020-02-11,-17.8571
2020-02-18,-26.087
2020-02-20,76.4706
2020-02-21,-3.3333
2020-02-26,-6.8966
2020-03-02,-3.7037
2020-03-04,-37.6923
2020-03-05,48.1481
2020-03-06,0.0
2020-03-09,-23.3125
2020-03-10,41.266
2020-03-12,-11.538499999999999
2020-03-13,-13.0435
2020-03-16,-24.95
2020-03-18,-0.0666
2020-03-19,0.0
2020-03-23,-2.0
2020-03-24,2.0408
2020-03-25,20.0
2020-03-27,-5.5556
2020-04-01,29.4118
2020-04-02,-1.5455
2020-04-06,0.0
2020-04-07,0.0
2020-04-14,1.5697
2020-04-16,0.0
2020-04-20,-12.5
2020-04-21,-14.2857
2020-04-22,27.2727
2020-04-27,-25.381
2020-04-28,18.06
2020-04-29,29.7297
2020-05-11,-17.5
2020-05-13,-14.6465
2020-05-14,-2.3669000000000002
2020-05-15,-33.2727
2020-05-18,45.3224
2020-05-19,0.0
2020-05-20,-6.25
2020-05-21,0.0
2020-05-22,32.0
2020-05-26,-15.1515
2020-05-28,-28.5714
2020-06-01,37.5
2020-06-03,-39.3939
2020-06-04,95.0
2020-06-09,-33.8462
2020-06-10,43.4109
2020-06-25,-6.6216
2020-06-26,-10.275
2020-06-29,2.1935000000000002
2020-07-06,13.6364
2020-07-08,5.5556
2020-07-09,5.2632
2020-07-10,27.5
2020-07-13,17.647100000000002
2020-07-14,-2.5
2020-07-15,19.6581
2020-07-16,14.2857
2020-07-17,-20.0
2020-07-20,12.5
2020-07-21,0.0
2020-07-23,-2.8056
2020-07-24,0.0286
2020-07-28,-2.8571
2020-07-29,-5.8824
2020-07-31,0.0
