ticker,MIRM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-07-18,-11.9333
2019-07-19,2.1953
2019-07-22,3.2593
2019-07-23,0.5022
2019-07-24,-0.0714
2019-07-25,-1.5714000000000001
2019-07-26,-1.5965
2019-07-29,0.2212
2019-07-30,-0.6623
2019-07-31,0.0741
2019-08-01,0.8882
2019-08-02,1.3940000000000001
2019-08-05,-3.835
2019-08-06,3.9127
2019-08-07,-0.7241
2019-08-08,6.8563
2019-08-09,0.8191
2019-08-12,-0.1693
2019-08-13,-1.4581
2019-08-14,-3.0282
2019-08-15,-4.5422
2019-08-16,-2.974
2019-08-19,1.0728
2019-08-20,1.9712
2019-08-21,5.1301
2019-08-22,0.6365
2019-08-23,-0.3514
2019-08-26,-0.9873
2019-08-27,0.7835
2019-08-28,-4.3816
2019-08-29,-4.8041
2019-08-30,-1.4752
2019-09-03,-20.725
2019-09-04,-0.5964
2019-09-05,7.3
2019-09-06,1.0252
2019-09-09,-4.6125
2019-09-10,-1.5474
2019-09-11,-3.1434
2019-09-12,0.2028
2019-09-13,1.417
2019-09-16,-5.6886
2019-09-17,-0.9524
2019-09-18,-0.5342
2019-09-19,-1.6112
2019-09-20,0.9825
2019-09-23,6.5946
2019-09-24,-3.4483
2019-09-25,5.042
2019-09-26,-3.9
2019-09-27,0.8325
2019-09-30,3.8184
2019-10-01,0.2982
2019-10-02,0.9911
2019-10-03,5.5937
2019-10-04,-2.5093
2019-10-07,-5.7197
2019-10-08,-0.5056
2019-10-09,-2.439
2019-10-10,-1.7708
2019-10-11,-6.1506
2019-10-14,0.339
2019-10-15,-1.9144
2019-10-16,-2.5258000000000003
2019-10-17,-6.0071
2019-10-18,-0.1253
2019-10-21,-1.8820999999999999
2019-10-22,-4.9872
2019-10-23,5.5182
2019-10-24,-1.7856999999999998
2019-10-25,-2.2078
2019-10-28,-0.5312
2019-10-29,-0.9346
2019-10-30,0.0
2019-10-31,-3.2345
2019-11-01,2.507
2019-11-04,-0.4076
2019-11-05,-1.9100000000000001
2019-11-06,-1.5299
2019-11-07,-2.8249
2019-11-08,2.7616
2019-11-11,3.819
2019-11-12,0.2725
2019-11-13,1.9022000000000001
2019-11-14,-4.1333
2019-11-15,3.0598
2019-11-18,0.9447
2019-11-19,-1.0695000000000001
2019-11-20,-7.5676
2019-11-21,5.3363
2019-11-22,-1.7349
2019-11-25,-1.8362
2019-11-26,2.1583
2019-11-27,4.507
2019-11-29,-2.8302
2019-12-02,6.6574
2019-12-03,6.3719
