ticker,MIRM US Equity
2019-12-04,-0.1222
2019-12-05,2.9375999999999998
2019-12-06,3.2105
2019-12-09,11.1751
2019-12-10,-0.829
2019-12-11,-4.1797
2019-12-12,-8.3969
2019-12-13,-2.5
2019-12-16,110.989
2019-12-17,-4.5718
2019-12-18,44.0873
2019-12-19,0.968
2019-12-20,-1.7507000000000001
2019-12-23,1.0607
2019-12-24,-1.7631999999999999
2019-12-26,7.6068
2019-12-27,2.8594
2019-12-30,-3.668
2019-12-31,-1.7234
2020-01-02,-2.9772
2020-01-03,-3.1946
2020-01-06,-0.3474
2020-01-07,-1.3072
2020-01-08,-7.3289
2020-01-09,-5.4312000000000005
2020-01-10,-3.073
2020-01-13,-1.4033
2020-01-14,-5.1133
2020-01-15,4.1111
2020-01-16,15.1547
2020-01-17,-6.2558
2020-01-21,-4.9926
2020-01-22,-0.052
2020-01-23,0.2603
2020-01-24,-8.9304
2020-01-27,-2.1095
2020-01-28,5.3582
2020-01-29,-0.4422
2020-01-30,-6.3298
2020-01-31,-6.7872
2020-02-03,-2.0032
2020-02-04,5.9053
2020-02-05,7.6593
2020-02-06,-7.0575
2020-02-07,-1.5309
2020-02-10,2.7984999999999998
2020-02-11,3.9927
2020-02-12,-4.5957
2020-02-13,4.0244
2020-02-14,-0.9379
2020-02-18,1.9527
2020-02-19,4.9913
2020-02-20,-5.8596
2020-02-21,-2.4074999999999998
2020-02-24,11.0108
2020-02-25,-7.8049
2020-02-26,-2.7631
2020-02-27,-4.5344999999999995
2020-02-28,4.8765
2020-03-02,-0.9058
2020-03-03,2.6813000000000002
2020-03-04,0.178
2020-03-05,-4.2062
2020-03-06,-0.6803
2020-03-09,-19.1158
2020-03-10,-0.6159
2020-03-11,-9.1402
2020-03-12,-6.9906
2020-03-13,16.2236
2020-03-16,-17.9811
2020-03-17,0.9615
2020-03-18,-10.6667
2020-03-19,15.1386
2020-03-20,5.0
2020-03-23,-3.9683
2020-03-24,13.7741
2020-03-25,0.3228
2020-03-26,12.5503
2020-03-27,-2.7877
2020-03-30,2.8676
2020-03-31,0.0715
2020-04-01,-17.7857
2020-04-02,13.2928
2020-04-03,-2.7607
2020-04-06,5.9148
2020-04-07,-0.968
2020-04-08,5.9398
2020-04-09,4.6842
2020-04-13,-1.6949
2020-04-14,1.931
2020-04-15,-0.2706
2020-04-16,-5.6309000000000005
2020-04-17,5.9669
2020-04-20,1.9335
2020-04-21,-1.8303
2020-04-22,-2.6441
2020-04-23,1.2535
2020-04-24,5.9835
2020-04-27,4.0883
2020-04-28,1.3716
2020-04-29,5.5351
2020-04-30,-1.5152
2020-05-01,5.4437999999999995
2020-05-04,-8.6981
2020-05-05,4.3024000000000004
2020-05-06,-1.591
2020-05-07,4.012
2020-05-08,-3.7420999999999998
2020-05-11,9.0311
2020-05-12,-2.7427
2020-05-13,-6.035
2020-05-14,-1.5006
2020-05-15,4.997
2020-05-18,-7.4869
2020-05-19,-0.1255
2020-05-20,7.8518
2020-05-21,-0.233
2020-05-22,0.5838
2020-05-26,-3.3662
2020-05-27,1.2012
2020-05-28,-0.6528
2020-05-29,0.6571
2020-06-01,-3.4421
2020-06-02,-1.4136
2020-06-03,-4.8004999999999995
2020-06-04,12.9666
2020-06-05,7.2464
2020-06-08,2.4865
2020-06-09,-0.8439
2020-06-10,-1.8085
2020-06-11,-9.48
2020-06-12,5.6254
2020-06-15,-0.2266
2020-06-16,7.8932
2020-06-17,-1.5263
2020-06-18,-2.9931
2020-06-19,8.2645
2020-06-22,1.9338
2020-06-23,4.693
2020-06-24,-2.0982
2020-06-25,1.3151
2020-06-26,-2.9808
2020-06-29,-4.4599
2020-06-30,0.9336
2020-07-01,2.1583
2020-07-02,1.3580999999999999
2020-07-06,0.2481
2020-07-07,-3.6634
2020-07-08,0.8222
2020-07-09,0.2548
2020-07-10,-3.2537
2020-07-13,-2.1545
2020-07-14,1.7723
2020-07-15,1.5831
2020-07-16,4.5714
2020-07-17,0.1987
2020-07-20,3.2721999999999998
2020-07-21,0.144
2020-07-22,-3.5954
2020-07-23,5.271
2020-07-24,-2.2201
2020-07-27,-6.5217
2020-07-28,0.155
2020-07-29,4.5408
2020-07-30,5.5281
2020-07-31,3.2741
