ticker,COKE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.1108
2000-01-04,2.0026
2000-01-05,3.3566
2000-01-06,-1.8382
2000-01-07,-0.1248
2000-01-10,1.75
2000-01-11,-0.9828
2000-01-12,-0.7444
2000-01-13,4.0
2000-01-14,-2.8846
2000-01-18,-0.9901
2000-01-19,-0.75
2000-01-20,1.0076
2000-01-21,-2.2444
2000-01-24,-3.5077
2000-01-25,0.5948
2000-01-26,3.0223
2000-01-27,0.7653
2000-01-28,1.3924
2000-01-31,1.3733
2000-02-01,-7.3892
2000-02-02,2.6596
2000-02-03,0.0
2000-02-04,-1.5544
2000-02-07,-1.0526
2000-02-08,0.9309
2000-02-09,2.5692
2000-02-10,0.9634
2000-02-11,-0.2545
2000-02-14,1.0204
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,0.5076
2000-02-18,0.1263
2000-02-22,0.3783
2000-02-23,0.5025
2000-02-24,0.25
2000-02-25,0.3117
2000-02-28,-0.3108
2000-02-29,0.6858
2000-03-01,-0.1238
2000-03-02,0.434
2000-03-03,0.7407
2000-03-06,-0.9804
2000-03-07,0.8663
2000-03-08,4.0491
2000-03-09,-4.4811
2000-03-10,0.9877
2000-03-13,-0.1834
2000-03-14,1.286
2000-03-15,0.6046
2000-03-16,0.0
2000-03-17,-0.4808
2000-03-20,-0.6039
2000-03-21,0.0
2000-03-22,1.3366
2000-03-23,1.199
2000-03-24,-2.2512
2000-03-27,-0.2424
2000-03-28,0.6075
2000-03-29,-0.2415
2000-03-30,0.9685
2000-03-31,1.5588
2000-04-03,-3.1877
2000-04-04,1.4634
2000-04-05,-0.1202
2000-04-06,-0.1203
2000-04-07,-3.1325
2000-04-10,0.4975
2000-04-11,-0.7426
2000-04-12,-0.2494
2000-04-13,-1.875
2000-04-14,-0.3822
2000-04-17,2.8133
2000-04-18,-2.4876
2000-04-19,2.0408
2000-04-20,0.25
2000-04-24,2.6185
2000-04-25,0.1215
2000-04-26,-0.4854
2000-04-27,-0.4878
2000-04-28,0.0
2000-05-01,-1.9607999999999999
2000-05-02,0.0
2000-05-03,0.7188
2000-05-04,-0.7136
2000-05-05,0.0
2000-05-08,-0.125
2000-05-09,0.6258
2000-05-10,-7.4627
2000-05-11,7.5269
2000-05-12,-1.5
2000-05-15,-5.203
2000-05-16,7.095
2000-05-17,0.5
2000-05-18,-3.0
2000-05-19,2.0619
2000-05-22,0.0
2000-05-23,-1.0101
2000-05-24,1.0204
2000-05-25,-0.7576
