ticker,APRM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-24,1.0
2005-06-29,0.0
2005-07-05,2.9703
2005-07-06,5.7692
2005-07-07,0.0
2005-07-08,0.0
2005-07-11,-4.5455
2005-07-12,0.0
2005-07-13,4.7619
2005-07-14,-27.2727
2005-07-18,0.0
2005-07-19,0.0
2005-07-22,-12.5
2005-07-25,-7.1429
2005-07-26,0.0
2005-07-27,15.3846
2005-07-28,-6.6667
2005-07-29,0.0
2005-08-01,-7.1429
2005-08-02,-12.3077
2005-08-03,12.2807
2005-08-04,9.375
2005-08-05,0.0
2005-08-08,-2.8571
2005-08-09,-4.4118
2005-08-10,15.3846
2005-08-11,-2.6667
2005-08-12,-1.3699
2005-08-15,4.1667
2005-08-16,6.6667
2005-08-17,-1.25
2005-08-18,-8.8608
2005-08-19,-1.3889
2005-08-22,2.8169
2005-08-23,-10.9589
2005-08-24,7.6923
2005-08-25,7.1429
2005-08-26,0.0
2005-08-29,-6.6667
2005-08-30,0.0
2005-08-31,0.0
2005-09-01,-14.2857
2005-09-02,8.3333
2005-09-06,-9.2308
2005-09-07,-6.7797
2005-09-08,27.2727
2005-09-09,-1.4285999999999999
2005-09-12,1.4493
2005-09-13,0.0
2005-09-14,-14.2857
2005-09-15,8.3333
2005-09-16,-7.6923
2005-09-19,20.0
2005-09-20,0.0
2005-09-21,-2.7778
2005-09-22,0.0
2005-09-23,4.2857
2005-09-26,-1.3699
2005-09-27,0.0
2005-09-28,2.7778
2005-09-29,-5.4054
2005-09-30,0.0
2005-10-03,-1.4285999999999999
2005-10-04,0.0
2005-10-06,1.4493
2005-10-07,0.0
2005-10-10,-7.1429
2005-10-11,0.0
2005-10-12,0.0
2005-10-13,0.0
2005-10-14,0.0
2005-10-17,0.0
2005-10-18,0.0
2005-10-19,-4.6154
2005-10-20,4.8387
2005-10-21,0.0
2005-10-24,0.0
2005-10-25,-7.6923
2005-10-26,0.0
2005-10-27,0.0
2005-10-31,0.0
2005-11-01,0.0
2005-11-04,0.0
2005-11-07,0.0
2005-11-08,-1.6667
2005-11-09,1.6949
2005-11-10,0.0
2005-11-11,-3.3333
2005-11-15,0.0
2005-11-16,-8.6207
2005-11-17,-9.434
2005-11-18,6.25
2005-11-21,-1.9607999999999999
2005-11-23,0.0
2005-11-28,0.0
2005-11-29,0.0
2005-11-30,20.0
2005-12-01,-8.3333
2005-12-02,-21.8182
2005-12-05,-11.6279
2005-12-06,5.2632
2005-12-07,-15.0
2005-12-08,0.0
