ticker,MRGE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-22,107.1429
2016-12-27,10.3448
2016-12-28,0.625
2016-12-29,-0.6211
2016-12-30,11.25
2017-01-04,10.6742
2017-01-05,5.0761
2017-01-06,-0.9662
2017-01-09,0.9756
2017-01-11,-19.8068
2017-01-12,-47.5904
2017-01-13,14.9425
2017-01-30,25.0
2017-01-31,4.0
2017-02-01,43.8462
2017-02-02,2.6738
2017-02-03,-1.0417
2017-02-07,7.8947
2017-02-08,0.4878
2017-02-15,-0.4854
2017-02-17,-4.3902
2017-02-21,-10.7143
2017-02-24,0.0
2017-03-03,14.2857
2017-03-06,0.0
2017-03-07,2.5
2017-03-13,-1.9512
2017-03-14,1.4925
2017-03-16,-1.9607999999999999
2017-03-17,-10.0
2017-03-20,0.0
2017-03-27,-16.6667
2017-03-30,0.0
2017-04-07,20.0
2017-04-11,0.0
2017-05-25,-12.2222
2017-05-26,-5.6962
2017-06-02,-2.6846
2017-06-05,29.6552
2017-06-07,-6.9149
2017-06-09,-3.4286
2017-06-14,-5.3254
2017-07-05,-34.375
2017-07-06,2.8571
2017-07-07,45.3704
2017-07-12,0.0
2017-07-20,5.0955
2017-07-21,-3.6364
2017-07-24,10.0629
2017-07-25,-17.1429
2017-07-26,-20.6897
2017-07-27,13.0435
2017-07-28,2.3077
2017-07-31,-17.2932
2017-08-01,21.8182
2017-08-02,-6.7164
2017-08-04,-12.0
2017-08-08,-8.1818
2017-08-09,10.8911
2017-08-14,-10.7143
2017-08-15,-47.99
2017-08-16,7.6716
2017-08-21,3.5714
2017-08-31,3.4483
2017-09-11,8.3333
2017-09-12,-15.3846
2017-09-15,0.0
2017-09-18,-23.6364
2017-09-21,30.9524
2017-09-25,-23.6364
2017-09-28,4.7619
2017-09-29,-4.5455
2017-10-06,52.381
2017-10-09,17.1875
2017-10-10,1.3333
2017-10-11,11.8421
2017-10-13,-11.7647
2017-10-16,-20.0
2017-10-17,-8.3333
2017-10-18,-18.1818
2017-10-19,-4.4444
2017-10-20,4.6512
2017-10-23,11.1111
2017-10-24,-10.0
2017-10-25,-6.6667
2017-10-26,3.0952
2017-10-27,-3.0023
2017-10-30,-7.1429
2017-10-31,2.5641
2017-11-01,-17.5
2017-11-02,3.0303
2017-11-03,-11.7647
2017-11-06,-3.3333
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,6.8966
2017-11-13,0.0
2017-11-14,-20.9677
2017-11-15,-2.6531000000000002
