ticker,SCOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-27,42.2424
2007-06-28,9.0328
2007-06-29,-9.535
2007-07-02,-3.1965
2007-07-03,-0.0892
2007-07-05,2.4565
2007-07-06,7.7158
2007-07-09,-3.6827
2007-07-10,1.7227000000000001
2007-07-11,3.1805
2007-07-12,7.526
2007-07-13,-3.0529
2007-07-16,-4.4163
2007-07-17,-2.4111000000000002
2007-07-18,-0.864
2007-07-19,1.8272
2007-07-20,-2.0392
2007-07-23,0.7077
2007-07-24,-1.8603
2007-07-25,0.1685
2007-07-26,-2.3548999999999998
2007-07-27,-0.9905
2007-07-30,0.9134
2007-07-31,1.2069
2007-08-01,3.9182
2007-08-02,-1.1475
2007-08-03,0.9536
2007-08-06,-5.462
2007-08-07,-0.0434
2007-08-08,-3.781
2007-08-09,2.0325
2007-08-10,4.2054
2007-08-13,-2.3789
2007-08-14,-1.7406000000000001
2007-08-15,-0.1329
2007-08-16,-1.7738
2007-08-17,0.6321
2007-08-20,-1.301
2007-08-21,2.7727
2007-08-22,-0.0885
2007-08-23,0.6197
2007-08-24,-1.8918
2007-08-27,-4.7085
2007-08-28,-0.3765
2007-08-29,1.5588
2007-08-30,1.1628
2007-08-31,-1.5171999999999999
2007-09-04,2.9412000000000003
2007-09-05,0.771
2007-09-06,0.27
2007-09-07,-0.9874
2007-09-10,1.4959
2007-09-11,3.573
2007-09-12,-0.0431
2007-09-13,1.4668
2007-09-14,2.9762
2007-09-17,2.0231
2007-09-18,4.8563
2007-09-19,3.049
2007-09-20,-1.0112
2007-09-21,2.8754999999999997
2007-09-24,1.324
2007-09-25,0.7985
2007-09-26,9.7227
2007-09-27,-4.3321
2007-09-28,-7.3756
2007-10-01,6.8519
2007-10-02,0.6239
2007-10-03,7.4147
2007-10-04,-0.6815
2007-10-05,0.4198
2007-10-08,0.3855
2007-10-09,18.5783
2007-10-10,2.188
2007-10-11,-7.4808
2007-10-12,2.5143
2007-10-15,-4.6265
2007-10-16,1.8702999999999999
2007-10-17,6.6552
2007-10-18,10.0054
2007-10-19,-7.2616
2007-10-22,-1.1337
2007-10-23,1.44
2007-10-24,-3.5752
2007-10-25,-4.0622
2007-10-26,3.5806
2007-10-29,1.454
2007-10-30,-1.2439
2007-10-31,0.3834
2007-11-01,-14.0753
2007-11-02,-0.0317
2007-11-05,-2.9533
2007-11-06,8.9987
2007-11-07,-0.6605
2007-11-08,-5.1073
2007-11-09,-0.3822
2007-11-12,0.3517
