ticker,BRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-30,2.0
2013-10-31,1.2255
2013-11-01,0.6295
2013-11-04,0.77
2013-11-05,-1.5758999999999999
2013-11-06,-1.2615
2013-11-07,-2.5061
2013-11-08,-0.4536
2013-11-11,0.6582
2013-11-12,-1.1066
2013-11-13,1.8311
2013-11-14,0.8991
2013-11-15,0.396
2013-11-18,0.1479
2013-11-19,-0.1969
2013-11-20,-0.4933
2013-11-21,-0.4462
2013-11-22,0.0996
2013-11-25,-0.2985
2013-11-26,-0.1996
2013-11-27,0.7
2013-11-29,0.1986
2013-12-02,-0.892
2013-12-03,-0.35
2013-12-04,0.6021
2013-12-05,0.1995
2013-12-06,0.4978
2013-12-09,-0.2972
2013-12-10,0.2484
2013-12-11,-0.892
2013-12-12,-0.5
2013-12-13,0.9548
2013-12-16,-0.3982
2013-12-17,0.3998
2013-12-18,0.2987
2013-12-19,-0.2481
2013-12-20,0.4975
2013-12-23,-0.0495
2013-12-24,0.0
2013-12-26,0.2476
2013-12-27,0.7905
2013-12-30,0.2941
2013-12-31,-0.6354
2014-01-02,-0.1131
2014-01-03,0.3469
2014-01-06,-0.2469
2014-01-07,0.2475
2014-01-08,0.3951
2014-01-09,0.4919
2014-01-10,0.5874
2014-01-13,-1.3139
2014-01-14,-0.7396
2014-01-15,0.8942
2014-01-16,-0.2462
2014-01-17,1.2833
2014-01-21,0.0975
2014-01-22,0.9737
2014-01-23,1.4465
2014-01-24,-1.3308
2014-01-27,-0.3854
2014-01-28,-1.6925
2014-01-29,-0.1968
2014-01-30,1.3307
2014-01-31,0.5837
2014-02-03,-1.7892000000000001
2014-02-04,1.1817
2014-02-05,-0.3406
2014-02-06,0.8789
2014-02-07,0.484
2014-02-10,0.8671
2014-02-11,0.191
2014-02-12,-0.6673
2014-02-13,-0.3359
2014-02-14,1.0111
2014-02-18,0.3337
2014-02-19,0.9976
2014-02-20,-0.047
2014-02-21,0.2824
2014-02-24,0.0
2014-02-25,0.7508
2014-02-26,1.3041
2014-02-27,1.5171999999999999
2014-02-28,0.0
2014-03-03,-0.5435
2014-03-04,0.4098
2014-03-05,-1.1338
2014-03-06,-0.5963
2014-03-07,-0.0461
2014-03-10,0.554
2014-03-11,-1.4692
2014-03-12,-0.8388
2014-03-13,1.9737
2014-03-14,0.8295
2014-03-17,-0.2742
2014-03-18,-1.5582
2014-03-19,-1.4432
2014-03-20,-0.0945
2014-03-21,0.9456
2014-03-24,-0.2342
