ticker,ETM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.9245
2000-01-04,-10.4956
2000-01-05,-7.709
2000-01-06,5.4118
2000-01-07,-0.8929
2000-01-10,3.0405
2000-01-11,0.8743
2000-01-12,-0.6501
2000-01-13,2.9444
2000-01-14,0.7415
2000-01-18,0.0
2000-01-19,6.9401
2000-01-20,1.1799
2000-01-21,3.4985
2000-01-24,-3.8498
2000-01-25,-2.5391
2000-01-26,-0.6012
2000-01-27,-4.2339
2000-01-28,-8.9474
2000-01-31,-1.7341
2000-02-01,-3.0588
2000-02-02,14.3204
2000-02-03,6.4756
2000-02-04,5.0847
2000-02-07,0.1898
2000-02-08,-2.2727
2000-02-09,-4.6512
2000-02-10,-1.8293
2000-02-11,0.0
2000-02-14,-7.0393
2000-02-15,-2.1158
2000-02-16,-2.2753
2000-02-17,3.1432
2000-02-18,-5.079
2000-02-22,-6.7776
2000-02-23,-1.7856999999999998
2000-02-24,-4.6753
2000-02-25,-6.5395
2000-02-28,0.1458
2000-02-29,-2.0378
2000-03-01,-1.3373
2000-03-02,1.8072
2000-03-03,5.4734
2000-03-06,-11.641
2000-03-07,6.3492
2000-03-08,6.1194
2000-03-09,2.2504
2000-03-10,0.9629
2000-03-13,-6.9482
2000-03-14,-0.7321
2000-03-15,3.5398
2000-03-16,8.6895
2000-03-17,5.5046
2000-03-20,0.0
2000-03-21,-3.6025
2000-03-22,2.8350999999999997
2000-03-23,3.0075
2000-03-24,-0.2433
2000-03-27,-3.4146
2000-03-28,-3.5354
2000-03-29,-1.7016
2000-03-30,-0.2663
2000-03-31,8.9453
2000-04-03,-3.6765
2000-04-04,-0.7634
2000-04-05,1.6667
2000-04-06,-0.2522
2000-04-07,-1.6435
2000-04-10,-2.4422
2000-04-11,-3.6891
2000-04-12,-3.0096
2000-04-13,-0.141
2000-04-14,-8.6158
2000-04-17,-8.5008
2000-04-18,8.7838
2000-04-19,5.4348
2000-04-20,2.7982
2000-04-24,-2.7221
2000-04-25,3.0928
2000-04-26,2.1429
2000-04-27,0.2797
2000-04-28,-5.1604
2000-05-01,3.3824
2000-05-02,5.4054
2000-05-03,-0.8097
2000-05-04,2.7211
2000-05-05,3.0464
2000-05-08,1.5424
2000-05-09,-2.9114
2000-05-10,-2.4772
2000-05-11,1.3369
2000-05-12,-2.9024
2000-05-15,3.125
2000-05-16,1.7128
2000-05-17,-2.0725
2000-05-18,-0.9259
2000-05-19,-4.4059
2000-05-22,-2.3743
