ticker,HVYB US Equity
2006-10-13,3.7037
2006-11-06,12.5
2006-11-16,-7.0
2006-11-21,0.0
2006-11-22,0.0
2006-12-01,-2.8674
2006-12-04,-1.107
2006-12-05,0.7463
2007-01-25,6.6667
2007-02-16,-1.7361
2007-02-28,2.4735
2007-03-02,0.0
2007-03-06,-3.4483
2007-03-08,3.5714
2007-03-09,-5.1724
2007-04-05,2.5455
2007-04-09,-0.7092
2007-05-07,0.0
2007-05-08,0.0
2007-05-15,-1.7856999999999998
2007-05-16,-1.8182
2007-05-23,-3.7037
2007-06-06,0.0
2007-06-07,0.0
2007-06-12,-3.4615
2007-06-13,-2.3904
2007-06-15,-2.0408
2007-06-19,0.0
2007-06-21,0.8333
2007-07-10,0.0
2007-07-11,-0.8264
2007-07-18,-1.25
2007-07-20,-2.9536
2007-07-23,-0.8696
2007-07-31,-2.6316
2007-08-09,0.9009
2007-08-15,0.4464
2007-08-16,-2.2222
2007-08-17,-4.5455
2007-08-22,-2.3810000000000002
2007-08-30,9.7561
2007-08-31,-8.8889
2007-09-19,12.1951
2007-10-05,0.0
2007-10-12,0.0
2007-10-24,-4.3478
2007-11-30,-4.5455
2007-12-03,-1.5
2007-12-12,-3.5533
2007-12-18,5.2632
2007-12-27,-6.5
2008-01-04,1.6042999999999998
2008-01-10,-4.2105
2008-01-11,4.3956
2008-01-17,-5.7895
2008-01-22,-3.9106
2008-01-23,2.3256
2008-01-24,2.2727
2008-02-14,41.6667
2008-02-19,0.0
2008-02-20,-21.1765
2008-02-29,-5.4726
2008-03-03,0.0
2008-03-18,0.0
2008-03-24,-0.5263
2008-05-05,-2.1164
2008-05-13,-13.5135
2008-05-28,-3.125
2008-05-30,-2.5806
2008-06-25,0.0
2008-06-26,-13.9073
2008-07-02,-11.538499999999999
2008-07-15,-17.3913
2008-07-17,21.0526
2008-07-21,8.6957
2008-07-22,0.0
2008-07-23,-8.0
2008-07-24,8.6957
2008-08-01,23.2
2008-08-26,-23.3766
2008-09-02,1.6949
2008-10-02,16.6667
2008-10-09,-16.4286
2008-10-10,-5.9829
2008-10-21,-7.2727
2008-10-29,-21.5686
2008-10-30,10.0
2008-11-03,13.6364
2008-11-11,-5.5
2008-12-04,0.0
2008-12-05,16.6667
2008-12-08,0.0
2008-12-10,-18.0952
2008-12-12,4.6512
2008-12-22,0.0
2008-12-23,0.0
2008-12-26,-5.5556
2008-12-29,5.8824
2009-01-14,-11.1111
2009-01-20,0.0
2009-01-21,-25.0
2009-01-28,0.0
2009-01-30,0.0
2009-02-04,-5.0
2009-02-05,5.2632
2009-02-06,-1.6667
2009-03-16,-6.7797
2009-03-27,20.0
2009-04-08,9.0909
2009-04-28,-8.3333
2009-05-07,-9.0909
2009-05-08,-15.0
2009-05-12,1.9607999999999999
2009-05-13,-11.538499999999999
2009-05-15,-17.3913
2009-05-18,10.526299999999999
2009-05-20,-2.8571
2009-05-29,-4.4118
2009-06-04,0.0
2009-06-08,0.0
2009-08-18,0.0
2009-08-19,-10.2564
2009-08-26,-40.0
2009-08-27,38.0952
2009-09-02,-20.6897
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,4.3478
2009-09-15,33.3333
2009-09-17,-18.75
2009-09-23,23.0769
2009-09-29,-34.375
2009-10-02,-4.7619
2009-10-06,5.0
2009-10-07,-4.7619
2009-10-08,5.0
2009-10-09,0.0
2009-10-14,0.0
2009-10-16,-4.7619
2009-10-20,4.0
2009-10-21,-0.9615
2009-10-26,0.0
2009-10-29,0.0
2009-11-04,0.0
2009-11-10,-27.1845
2009-11-11,6.6667
2009-11-19,-30.0
2009-11-23,69.6429
2009-11-24,0.0
2009-11-30,0.0
2009-12-01,-5.2632
2009-12-02,5.5556
2009-12-08,0.0
2009-12-09,0.0
2009-12-11,-69.4737
2009-12-14,227.5862
2009-12-21,0.0
2010-01-08,0.0
2010-01-20,0.0
2010-01-26,0.0
2010-03-05,-67.3684
2010-03-16,141.9355
2010-03-19,-6.6667
2010-03-22,-55.7143
2010-03-23,109.6774
2010-03-30,-23.0769
2010-04-05,30.0
2010-04-06,-52.3077
2010-04-08,58.0645
2010-04-09,-59.1837
2010-04-12,75.0
2010-04-13,11.4286
2010-04-14,0.0
2010-04-15,-17.9487
2010-04-16,0.0
2010-04-20,21.875
2010-04-21,30.7692
2010-04-23,-1.9607999999999999
2010-04-26,20.0
2010-04-27,25.0
2010-04-30,0.0
2010-05-03,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-06-07,-46.6667
2010-06-16,27.5
2010-06-21,-60.7843
2010-06-28,405.0
2010-07-08,-50.495
2010-07-13,0.0
2010-07-16,-58.0
2010-07-22,-42.8571
2010-07-23,250.0
2010-07-26,-95.7143
2010-07-27,66.6667
2010-07-28,0.0
2010-08-02,-39.5833
2010-08-03,120.6897
2010-08-06,-25.0
2010-08-09,0.0
2010-08-10,-39.5833
2010-08-26,0.0
2010-09-01,-17.2414
2010-09-03,76.6667
2010-09-08,-56.1321
2010-09-28,0.0
2010-10-08,0.0
2010-10-15,97.8495
2010-10-28,-17.3913
2010-10-29,-38.8158
2010-11-11,-1.0753
2010-11-19,0.0
2010-12-06,0.0
2010-12-08,0.0
2010-12-14,0.0
2010-12-15,4.3478
2010-12-20,0.0
2010-12-22,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-07,-4.1667
2011-01-11,0.0
2011-03-07,-13.0435
2011-04-05,0.0
2011-04-07,0.0
2011-04-11,200.0
2011-05-12,-66.0417
2011-05-17,0.0
2011-06-23,0.0
2011-08-26,1.227
2011-09-06,0.0
2011-09-22,-48.4848
2011-09-29,1.1764999999999999
2011-10-10,4.6512
2011-12-28,1.1111
2012-02-09,0.0
2012-02-10,0.0
2012-02-28,-6.5934
2012-03-09,-62.3529
2012-06-13,1825.0
2012-06-27,-98.2143
2012-07-20,0.0
2012-08-29,27.2727
2012-09-11,0.0
2012-09-28,0.0
2012-12-04,-21.4286
2013-03-27,90.9091
2013-07-19,280.9524
2013-11-25,10.0
2013-12-13,2.2727
2014-01-23,-62.2222
2014-02-25,0.0
2014-04-03,-52.9412
2014-09-15,400.0
2014-10-23,10.0
2014-12-02,0.0
2015-03-04,9.0909
2015-03-31,3.125
2015-06-01,0.0
2015-06-10,0.0
2016-06-30,0.0
2016-07-01,61.6162
2016-07-05,-38.125
2017-01-24,-19.1919
2017-03-31,-20.0
2017-05-04,150.0
2017-05-05,20.0
2017-05-19,25.0
2017-05-25,-73.3333
2017-06-19,12.5
2017-07-31,-22.2222
2017-11-07,-68.5714
2017-11-08,0.0
2017-12-27,627.2727
2018-02-13,-71.25
2018-03-06,69.5652
2018-03-13,-5.1282
2018-03-19,-5.4054
2018-06-08,980.0
2018-07-05,-2.1164
2018-08-16,-5.6757
2018-08-28,-90.5444
2018-09-21,6.0606
2018-11-01,-57.1429
2018-11-05,0.0
2019-03-11,643.3333
2019-05-03,79.3722
2019-11-26,-50.0
2020-02-12,-99.0
2020-06-26,300.0
