ticker,HVYB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-02-07,61.6621
2003-03-31,12.2222
2003-04-15,0.495
2003-04-16,2.4631
2003-04-17,0.0
2003-04-30,0.9615
2003-05-09,-2.3810000000000002
2003-06-02,12.1951
2003-06-11,-3.4783
2003-07-21,8.1081
2003-07-22,0.0
2003-10-06,1.25
2003-10-07,4.9383
2003-12-23,5.4118
2003-12-29,1.5625
2004-02-19,7.6923
2004-05-03,2.8571
2004-08-04,0.6944
2004-08-05,0.0
2004-09-09,-1.3793
2004-10-08,11.8881
2004-11-09,0.0
2004-11-26,0.0
2004-12-07,-6.25
2004-12-20,2.2
2005-01-07,2.7397
2005-01-12,3.3333
2005-01-13,1.9355
2005-01-26,-1.8987
2005-03-17,10.9677
2005-04-06,0.2907
2005-04-11,4.3478
2005-04-15,1.1111
2005-05-25,0.0
2005-06-02,20.8791
2005-06-07,-13.6364
2005-06-10,0.0
2005-06-15,-2.1053
2005-06-20,0.8602
2005-06-21,11.9403
2005-07-06,-3.8095
2005-07-12,8.9109
2005-07-14,-2.2727
2005-07-25,-0.4651
2005-08-03,2.8037
2005-08-04,2.5
2005-08-19,-3.3259
2005-08-24,2.2936
2005-09-22,1.3453
2005-09-27,0.885
2005-09-28,-0.8772
2005-09-30,0.4425
2005-10-03,-0.4405
2005-10-04,0.4425
2005-10-05,-0.4405
2005-10-06,1.7699
2005-10-07,-0.8696
2005-10-11,0.8772
2005-10-12,-1.7391
2005-10-13,0.0
2005-10-18,0.0
2005-11-10,13.8274
2005-12-01,0.0
2005-12-02,2.0408
2005-12-14,3.6
2005-12-15,0.3861
2005-12-19,1.9231
2005-12-27,-1.8868
2005-12-28,-0.3846
2005-12-29,2.3166
2006-01-09,1.8868
2006-01-17,0.0
2006-04-07,0.7407
2006-04-17,6.6176
2006-04-18,-5.5172
2006-04-20,2.1898
2006-05-02,0.0
2006-05-17,3.5714
2006-05-18,-3.4483
2006-06-01,-2.8571
2006-06-02,-2.2059
2006-06-07,-0.3759
2006-06-12,3.7736
2006-06-13,-3.6364
2006-06-20,-1.8868
2006-06-23,-1.9231
2006-06-26,1.9607999999999999
2006-07-03,0.0
2006-07-05,-5.7692
2006-07-06,0.8163
2006-07-07,9.3117
2006-07-27,-6.2963000000000005
2006-07-28,6.7194
2006-08-29,0.0
2006-08-30,-5.9259
2006-09-01,6.2992
2006-09-07,0.0
2006-09-08,0.0
2006-09-12,0.2222
2006-09-15,3.4737999999999998
2006-10-02,-3.5714
