ticker,STVA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-06,-60.0
2014-07-23,155.0
2014-08-05,488.2353
2014-08-22,-8.3333
2014-08-25,0.0
2014-08-26,0.0
2014-08-29,263.6364
2014-09-02,-60.0
2014-09-03,-75.0
2014-09-04,-44.9
2014-10-17,0.0
2014-10-21,-5.0817
2014-10-27,-38.8145
2014-12-12,-2.8125
2015-01-06,-3.537
2015-05-11,250.0
2015-05-18,-71.4286
2015-12-14,0.0
2015-12-15,-16.6667
2015-12-16,0.0
2015-12-18,-40.0
2015-12-28,0.0
2015-12-30,0.0
2016-01-05,0.0
2016-01-21,0.0
2016-02-18,0.0
2016-02-24,0.0
2017-08-04,300.0
2017-08-08,75.0
2017-08-10,23.8095
2017-08-17,-15.3846
2017-08-18,8.1818
2017-08-21,9.2437
2017-08-22,5.3846
2017-08-23,3.6496
2017-08-24,0.7042
2017-08-25,2.7972
2017-08-28,2.7211
2017-08-29,2.649
2017-08-30,3.2258
2017-08-31,2.5
2017-09-01,2.439
2017-09-05,1.7856999999999998
2017-09-06,2.3392
2017-09-07,6.8571
2017-09-08,2.1390000000000002
2017-09-11,2.0942
2017-09-12,-6.6667
2017-09-13,0.0
2017-09-14,1.0989
2017-09-15,0.5435
2017-09-18,-22.7027
2017-09-19,-87.4196
2017-09-20,-61.9233
2017-09-21,31.0949
2017-09-22,-8.686
2017-09-25,-23.1707
2017-09-26,-11.1111
2017-09-27,-8.9286
2017-09-28,5.6863
2017-09-29,-2.2263
2017-10-02,0.1898
2017-10-03,12.1212
2017-10-04,-6.25
2017-10-05,4.5045
2017-10-23,-82.7586
2017-10-24,-68.0
2017-10-25,18.75
2017-10-26,7.8947
2017-10-27,9.7561
2017-10-30,0.0
2017-10-31,122.2222
2017-11-01,-55.0
2017-11-02,11.1111
2017-11-03,0.0
2017-11-06,-20.0
2017-11-07,25.0
2017-11-09,-20.0
2017-11-10,0.0
2017-11-13,-50.0
2017-11-14,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-22,-10.0
2017-11-27,11.1111
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,50.0
2017-12-04,0.0
2017-12-06,-66.6667
2017-12-13,100.0
2017-12-14,-50.0
2017-12-19,50.0
2017-12-20,133.3333
2017-12-21,-94.2857
2017-12-22,400.0
2018-01-03,-90.0
2018-01-05,1100.0
2018-01-08,108.3333
2018-01-10,20.0
2018-01-11,30.0
2018-01-16,0.0
2018-01-17,156.4103
2018-01-18,-51.0
2018-01-19,-4.0816
2018-01-23,-14.8936
2018-01-25,25.0
2018-01-26,-90.0
2018-02-05,900.0
2018-02-06,-20.0
2018-02-07,0.0
2018-02-08,-2.5
2018-02-09,2.5641
2018-02-13,150.0
2018-02-14,-50.0
2018-02-15,-80.0
2018-02-16,900.0
2018-02-20,-40.0
2018-02-22,48.3333
2018-02-23,-6.7416
2018-03-05,-63.8554
2018-03-07,76.6667
2018-03-08,-81.1321
2018-03-12,700.0
2018-03-13,17.5
2018-03-14,0.0
2018-03-15,6.383
2018-03-16,0.0
2018-03-19,-90.0
2018-04-04,440.0
2018-04-17,-44.4444
2018-05-08,0.0
2018-05-17,16.6667
2018-05-23,-14.2857
2018-05-29,-90.0
2018-05-30,233.3333
2018-05-31,-70.0
2018-06-05,0.0
2018-06-21,2233.3333
2018-07-02,-57.1429
2018-07-09,-90.0
2018-07-11,933.3333
2018-07-16,-67.7419
2018-07-17,-70.0
2018-07-26,933.3333
2018-08-07,-90.3226
2018-08-21,0.0
2018-08-24,33.3333
2018-09-06,0.0
2018-09-28,0.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-11,-99.75
2018-10-15,39900.0001
2018-11-07,0.0
2018-11-26,0.0
2018-11-29,0.0
2018-12-13,4900.0
2018-12-14,0.0
2018-12-17,-51.0
2018-12-27,-98.9796
2018-12-31,-99.0
2019-01-08,29900.0001
2019-01-11,-99.6667
2019-01-29,19900.0001
2019-02-13,0.0
2019-02-14,0.0
2019-02-27,0.0
2019-03-26,50.0
2019-04-01,0.0
2019-04-02,0.0
2019-05-01,0.0
2019-06-24,0.0
2019-08-01,0.0
2019-08-07,33.3333
2019-10-15,1375.0
2019-10-21,-32.2034
2019-12-11,-75.0
2019-12-18,0.0
2019-12-26,0.0
2020-02-28,-99.9
2020-04-06,9900.0
2020-04-07,0.0
2020-04-15,0.0
2020-05-08,0.0
2020-05-13,0.0
2020-06-15,0.0
2020-06-25,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-07,0.0
