ticker,ATNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-1.3699
2000-01-05,0.0
2000-01-06,-1.3889
2000-01-07,-1.4085
2000-01-10,0.7143
2000-01-11,-0.7092
2000-01-12,2.1429
2000-01-13,-2.0979
2000-01-14,0.0
2000-01-18,1.4285999999999999
2000-01-19,2.1127
2000-01-20,2.069
2000-01-21,-2.7027
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.6944
2000-01-27,-0.6897
2000-01-28,0.0
2000-02-01,0.0
2000-02-02,-1.3889
2000-02-03,0.0
2000-02-04,1.4085
2000-02-07,2.7778
2000-02-08,-1.3514
2000-02-09,0.0
2000-02-10,1.3699
2000-02-11,1.3514
2000-02-14,0.0
2000-02-15,-1.3333
2000-02-16,0.6757
2000-02-17,-0.6711
2000-02-18,-0.6757
2000-02-22,0.6803
2000-02-23,1.3514
2000-02-24,-2.6667
2000-02-25,1.3699
2000-02-28,13.5135
2000-02-29,8.3333
2000-03-01,12.0879
2000-03-02,9.8039
2000-03-03,-1.3393
2000-03-06,-5.8824
2000-03-07,-4.3269
2000-03-08,-1.5074999999999998
2000-03-09,2.0408
2000-03-10,2.0
2000-03-13,-0.4902
2000-03-14,-3.4483
2000-03-15,-8.1633
2000-03-16,6.6667
2000-03-17,2.0833
2000-03-20,-2.0408
2000-03-21,-2.0833
2000-03-22,0.0
2000-03-23,4.2553
2000-03-24,0.0
2000-03-27,-1.0204
2000-03-28,1.0309
2000-03-29,-0.6122
2000-03-30,-2.0833
2000-03-31,1.0638
2000-04-03,-1.0526
2000-04-04,0.0
2000-04-05,-4.2553
2000-04-06,4.4444
2000-04-07,-1.5957
2000-04-10,1.6216
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,-0.5319
2000-04-14,-10.1604
2000-04-17,-15.4762
2000-04-18,9.8592
2000-04-19,-2.5641
2000-04-20,2.6316
2000-04-24,-1.2821
2000-04-25,0.0
2000-04-26,1.2987
2000-04-27,-2.5641
2000-04-28,2.6316
2000-05-01,0.0
2000-05-02,1.2821
2000-05-03,-2.5316
2000-05-04,0.6494
2000-05-05,0.0
2000-05-08,0.6452
2000-05-09,-1.2821
2000-05-10,-1.2987
2000-05-11,0.0
2000-05-12,2.6316
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-1.9231
2000-05-18,2.6144
2000-05-19,0.0
2000-05-22,-2.5478
2000-05-23,-0.6536
2000-05-24,0.0
2000-05-25,2.6316
2000-05-26,-1.9231
