ticker,ACRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-11,-9.0
2011-02-14,-3.7363
2011-02-15,-1.5981999999999998
2011-02-16,-1.6240999999999999
2011-02-17,-9.1981
2011-02-18,-5.1948
2011-02-22,5.7534
2011-02-23,2.5907
2011-02-24,-5.303
2011-02-25,-4.2667
2011-02-28,0.8357
2011-03-01,-0.8287
2011-03-02,-3.8997
2011-03-03,-1.4493
2011-03-04,-2.9412000000000003
2011-03-07,-6.3636
2011-03-08,0.6472
2011-03-09,12.5402
2011-03-10,-7.1429
2011-03-11,-2.4615
2011-03-14,4.1226
2011-03-15,5.7355
2011-03-16,0.5731
2011-03-17,-2.2792
2011-03-18,-9.0379
2011-03-21,15.0641
2011-03-22,-5.571
2011-03-23,-1.7699
2011-03-24,1.205
2011-03-25,2.9635
2011-03-28,3.1664
2011-03-29,-1.1139000000000001
2011-03-30,-3.3898
2011-03-31,0.2887
2011-04-01,-1.4541
2011-04-04,-0.8876
2011-04-05,-2.9851
2011-04-06,4.0
2011-04-07,-2.3669000000000002
2011-04-08,-2.4242
2011-04-11,0.9317
2011-04-12,0.0
2011-04-13,0.0308
2011-04-14,-4.0295
2011-04-15,0.9615
2011-04-18,-0.3175
2011-04-19,-3.8217
2011-04-20,1.3245
2011-04-21,1.9607999999999999
2011-04-25,1.6026
2011-04-26,4.1009
2011-04-27,3.9394
2011-04-28,-2.3324
2011-04-29,2.0896
2011-05-02,-0.3326
2011-05-03,-1.7199
2011-05-04,-4.4776
2011-05-05,3.125
2011-05-06,3.9394
2011-05-09,-1.4577
2011-05-10,-2.855
2011-05-11,2.0253
2011-05-12,2.6866
2011-05-13,1.7478
2011-05-16,4.282
2011-05-17,0.8219
2011-05-18,9.7826
2011-05-19,3.7129
2011-05-20,-0.4773
2011-05-23,-2.3981
2011-05-24,-0.4914
2011-05-25,-2.4691
2011-05-26,4.3038
2011-05-27,12.1359
2011-05-31,3.8961
2011-06-01,-7.2917
2011-06-02,5.618
2011-06-03,0.8511
2011-06-06,0.211
2011-06-07,-2.9474
2011-06-08,-4.5553
2011-06-09,6.5908999999999995
2011-06-10,-4.0512
2011-06-13,3.1111
2011-06-14,-1.7241
2011-06-15,0.6579
2011-06-16,0.0
2011-06-17,-8.061
2011-06-20,2.1327
2011-06-21,2.3202
2011-06-22,0.907
2011-06-23,0.8989
2011-06-24,1.1136
2011-06-27,-1.1013
2011-06-28,0.4454
2011-06-29,0.0028
2011-06-30,1.771
2011-07-01,-4.1394
