ticker,XITO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-10,-36.238
2017-11-20,166.6667
2017-11-22,25.0
2017-11-24,0.0
2017-11-28,-30.0
2017-11-29,28.5714
2017-11-30,-17.2222
2017-12-01,20.8054
2017-12-06,-22.2222
2018-01-03,59.9286
2018-01-04,-41.0451
2018-01-05,28.7879
2018-01-17,-23.5294
2018-01-31,-11.538499999999999
2018-02-01,-30.4348
2018-02-07,-50.0
2018-02-08,0.0
2018-02-16,0.0
2018-02-20,0.0
2018-02-26,100.0
2018-02-27,-25.0
2018-03-06,-16.6667
2018-03-09,0.0
2018-03-12,0.0
2018-03-21,-20.0
2018-04-10,112.5
2018-04-13,17.647100000000002
2018-04-16,0.0
2018-04-18,40.0
2018-04-23,-42.8571
2018-05-01,87.5
2018-05-02,33.3333
2018-05-07,-3.75
2018-05-22,-25.1948
2018-05-29,0.6944
2018-06-04,24.1379
2018-06-05,22.2222
2018-06-08,-9.0909
2018-06-15,0.0
2018-07-11,-31.0
2018-07-12,-26.087
2018-07-17,17.647100000000002
2018-07-20,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-30,0.0
2018-07-31,-16.6667
2018-08-02,15.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-13,0.0
2018-08-22,4.3478
2018-08-30,-25.0
2018-09-07,33.3333
2018-09-12,-33.3333
2018-09-14,25.0
2018-10-26,0.0
2018-10-29,0.0
2018-10-30,-30.0
2018-11-01,-14.2857
2018-11-02,16.6667
2018-11-07,-21.4286
2018-12-04,0.0
2018-12-06,-63.6364
2018-12-10,-10.0
2018-12-17,9.7222
2018-12-19,-24.0506
2018-12-20,-3.3333
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,31.0345
2018-12-31,-21.0526
2019-01-03,0.0
2019-01-07,0.0
2019-01-09,-26.6667
2019-01-11,27.2727
2019-01-14,7.1429
2019-01-23,0.0
2019-02-11,33.3333
2019-02-22,-20.0
2019-03-19,37.5
2019-04-16,-9.0909
2019-05-13,0.0
2019-07-29,0.0
2019-09-06,0.0
2019-10-10,-32.5
2019-10-15,0.0
2019-10-23,-25.9259
2019-11-01,0.0
2019-11-05,131.0
2019-11-08,-35.0649
2019-11-15,13.3333
2019-11-27,44.1176
2019-11-29,38.7755
2019-12-04,22.647100000000002
2019-12-12,-6.4748
2019-12-13,1.2308
2019-12-16,-1.2158
2019-12-17,0.2564
2019-12-24,0.0
2020-01-03,-41.1765
2020-01-13,56.5217
2020-01-14,0.0
2020-01-17,2.7778
2020-01-23,32.4324
2020-01-29,22.449
2020-02-06,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-03-03,-31.6667
2020-03-13,4.878
2020-04-17,-4.6512
2020-04-20,0.0
2020-04-23,-21.9512
2020-04-28,-37.5
2020-05-07,0.0
2020-05-19,-15.0
2020-06-01,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-18,-29.4118
2020-06-19,50.0
