ticker,ACTL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-19,1.9231
2013-11-20,4.5283
2013-11-21,1.083
2013-11-22,7.1429
2013-11-27,0.3333
2013-12-02,-10.299
2013-12-03,-5.5556
2013-12-04,0.3922
2013-12-09,1.5625
2013-12-10,0.0
2013-12-12,0.0
2013-12-13,0.0
2013-12-16,0.0
2013-12-17,0.7692
2013-12-18,6.8702
2013-12-19,-0.3571
2013-12-20,7.5269
2013-12-23,0.0
2013-12-24,1.6667
2013-12-26,1.6393
2013-12-30,-11.9355
2013-12-31,9.8901
2014-01-02,-0.3333
2014-01-06,-0.3344
2014-01-07,0.3356
2014-01-08,8.6957
2014-01-09,0.0
2014-01-13,-3.0769
2014-01-14,-0.3175
2014-01-15,0.0
2014-01-16,3.5032
2014-01-17,1.5385
2014-01-21,0.9091
2014-01-22,0.6006
2014-01-23,0.597
2014-01-24,0.2967
2014-01-27,0.5917
2014-01-28,-0.2941
2014-01-29,0.295
2014-01-30,-0.2941
2014-01-31,0.0
2014-02-03,3.2448
2014-02-04,1.4285999999999999
2014-02-05,0.0
2014-02-06,0.5634
2014-02-07,-1.9607999999999999
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,2.0
2014-02-14,0.0
2014-02-18,0.5602
2014-02-19,1.6713
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,1.3699
2014-02-25,0.5405
2014-02-26,0.5376
2014-02-27,0.0
2014-02-28,-3.7433
2014-03-03,0.0
2014-03-04,3.8889
2014-03-05,0.2674
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-11,0.0
2014-03-12,0.0
2014-03-13,-0.2667
2014-03-14,0.0
2014-03-17,0.2674
2014-03-18,0.0
2014-03-19,0.0
2014-03-20,0.0
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,-4.0
2014-03-26,0.0
2014-03-27,1.3889
2014-03-28,1.3699
2014-03-31,-2.7027
2014-04-02,0.0
2014-04-03,-5.5556
2014-04-04,2.9412000000000003
2014-04-07,0.0
2014-04-08,-8.857099999999999
2014-04-09,10.0313
2014-04-10,0.0
2014-04-11,-0.2849
2014-04-14,1.4285999999999999
2014-04-21,-1.4085
2014-04-22,-0.2857
2014-04-23,2.2923
2014-04-24,0.8403
2014-04-25,0.0
2014-04-28,-0.2778
2014-04-29,0.0
2014-04-30,0.2786
2014-05-01,0.0
2014-05-02,0.0
2014-05-05,2.7778
2014-05-06,1.3514
2014-05-07,1.3333
