ticker,IORG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-09-26,0.0
2008-09-30,0.0
2008-12-26,13.8614
2008-12-30,-8.6957
2009-01-06,9.5238
2009-02-02,-12.1739
2009-02-24,-70.297
2009-05-08,33.3333
2009-05-13,0.0
2009-05-26,-10.0
2009-06-18,-2.7778
2009-07-02,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-13,14.2857
2009-07-17,0.0
2009-07-22,-37.5
2009-07-23,20.0
2009-07-24,0.0
2009-07-27,16.6667
2009-07-28,-14.2857
2009-08-03,0.0
2009-08-04,0.0
2009-08-07,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-20,0.0
2009-08-24,-50.0
2009-08-25,93.3333
2009-08-26,37.931
2009-08-28,17.5
2009-09-01,-12.766
2009-09-04,14.6341
2009-09-09,-29.7872
2009-09-10,-9.0909
2009-09-11,63.3333
2009-09-14,-36.7347
2009-09-15,-32.2581
2009-09-16,-4.7619
2009-09-18,0.0
2009-09-22,-10.0
2009-09-24,11.1111
2009-09-25,45.0
2009-09-28,-37.931
2009-09-30,-5.5556
2009-10-01,0.0
2009-10-02,0.0
2009-10-05,11.7647
2009-10-06,36.8421
2009-10-07,-3.8462
2009-10-08,28.0
2009-10-09,0.0
2009-10-12,-15.625
2009-10-14,29.6296
2009-10-15,-8.5714
2009-10-20,0.0
2009-10-22,25.0
2009-10-26,-25.0
2009-10-27,-16.6667
2009-10-29,32.0
2009-10-30,18.1818
2009-11-02,-23.0769
2009-11-03,10.0
2009-11-05,-3.0303
2009-11-09,-12.5
2009-11-11,-7.1429
2009-11-12,42.3077
2009-11-13,-18.9189
2009-11-17,0.0
2009-11-19,16.6667
2009-11-20,-8.5714
2009-11-23,12.5
2009-11-24,2.7778
2009-11-25,48.6486
2009-11-30,10.9091
2009-12-01,-3.2787
2009-12-02,25.4237
2009-12-03,-10.8108
2009-12-04,-1.5152
2009-12-07,-30.7692
2009-12-08,13.3333
2009-12-09,0.0
2009-12-10,15.6863
2009-12-16,0.0
2009-12-17,18.6441
2009-12-22,-28.5714
2009-12-28,0.0
2010-01-05,10.0
2010-01-06,9.0909
2010-01-20,-41.6667
2010-02-03,34.2857
2010-02-05,-25.5319
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,34.2857
2010-02-16,0.0
2010-02-17,-4.2553
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,11.1111
2010-03-10,-36.0
2010-03-12,-6.25
2010-03-18,0.0
2010-03-25,6.6667
