ticker,FGEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-14,22.2222
2014-11-17,8.2273
2014-11-18,-0.924
2014-11-19,-0.9326
2014-11-20,-0.9842
2014-11-21,-1.3829
2014-11-24,2.2787
2014-11-25,1.1568
2014-11-26,0.3812
2014-11-28,-4.4304
2014-12-01,-1.2362
2014-12-02,-3.7103
2014-12-03,6.8709
2014-12-04,3.5621
2014-12-05,9.8154
2014-12-08,6.9519
2014-12-09,2.8929
2014-12-10,0.3818
2014-12-11,-1.7288999999999999
2014-12-12,2.0056
2014-12-15,0.1725
2014-12-16,0.1033
2014-12-17,-5.8136
2014-12-18,2.447
2014-12-19,-2.1034
2014-12-22,-4.1515
2014-12-23,3.8754
2014-12-24,0.5852
2014-12-26,-0.7273
2014-12-29,0.7326
2014-12-30,-1.0545
2014-12-31,0.4778
2015-01-02,0.5121
2015-01-05,22.9622
2015-01-06,3.7584999999999997
2015-01-07,3.3371
2015-01-08,-2.7877
2015-01-09,-3.7479
2015-01-12,3.2743
2015-01-13,-3.6561
2015-01-14,3.2315
2015-01-15,-3.5612
2015-01-16,2.6802
2015-01-20,-1.3921000000000001
2015-01-21,-6.4118
2015-01-22,-6.3168
2015-01-23,-1.4425
2015-01-26,1.838
2015-01-27,5.9492
2015-01-28,-2.1136
2015-01-29,-2.5782
2015-01-30,-2.3156
2015-02-02,2.1334
2015-02-03,0.431
2015-02-04,1.8488
2015-02-05,2.9173
2015-02-06,-1.1339
2015-02-09,-0.223
2015-02-10,-0.9898
2015-02-11,-5.1919
2015-02-12,1.1905000000000001
2015-02-13,1.6806999999999999
2015-02-17,1.9174
2015-02-18,0.9082
2015-02-19,-2.9251
2015-02-20,-0.1325
2015-02-23,1.9231
2015-02-24,0.0325
2015-02-25,1.4959
2015-02-26,-0.6408
2015-02-27,2.6121
2015-03-02,0.8485
2015-03-03,-5.4222
2015-03-04,-2.2735
2015-03-05,2.5961
2015-03-06,-2.0046
2015-03-09,-0.8719
2015-03-10,-3.9242
2015-03-11,1.1972
2015-03-12,0.2088
2015-03-13,-2.3264
2015-03-16,3.7327
2015-03-17,2.159
2015-03-18,-2.4824
2015-03-19,1.1696
2015-03-20,5.1683
2015-03-23,-2.6188000000000002
2015-03-24,1.7596
2015-03-25,-2.7732
2015-03-26,-0.9732
2015-03-27,1.1522000000000001
2015-03-30,5.8291
2015-03-31,-0.6648
2015-04-01,-2.6769
2015-04-02,0.7859
2015-04-06,0.6823
2015-04-07,-3.2268
