ticker,RYFL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-24,3.8792999999999997
2005-01-25,2.4896
2005-01-26,0.8097
2005-01-27,0.8032
2005-01-28,0.3984
2005-01-31,-0.7937
2005-02-01,0.4
2005-02-02,-0.3984
2005-02-03,0.0
2005-02-04,0.4
2005-02-07,-0.3984
2005-02-08,0.8
2005-02-09,-0.7937
2005-02-10,0.0
2005-02-11,0.0
2005-02-14,0.4
2005-02-15,-0.3984
2005-02-16,-0.4
2005-02-17,0.0
2005-02-18,0.7229
2005-02-22,-0.1595
2005-02-23,0.3195
2005-02-24,0.7166
2005-02-25,0.0
2005-02-28,0.0
2005-03-01,-0.3162
2005-03-02,0.0
2005-03-03,0.8723
2005-03-07,0.2358
2005-03-08,0.0
2005-03-11,-0.3922
2005-03-14,-0.3937
2005-03-15,-0.3162
2005-03-16,-0.0793
2005-03-17,0.7937
2005-03-18,-0.7874
2005-03-21,0.0794
2005-03-22,0.0
2005-03-23,0.7137
2005-03-28,-0.3937
2005-03-29,-1.1858
2005-03-30,-0.8
2005-03-31,-1.2097
2005-04-01,-2.0408
2005-04-04,-3.3333
2005-04-05,0.0
2005-04-06,1.7241
2005-04-07,1.6949
2005-04-08,-3.3333
2005-04-11,0.0
2005-04-14,0.431
2005-04-15,-1.2876
2005-04-19,0.0
2005-04-20,0.0
2005-04-21,1.3043
2005-04-25,-1.2876
2005-04-27,2.1739
2005-05-02,-0.4255
2005-05-03,0.4274
2005-05-04,2.1277
2005-05-06,0.0
2005-05-09,0.0
2005-05-12,2.0833
2005-05-13,-2.0408
2005-05-17,1.25
2005-05-19,-2.4691
2005-05-25,0.4219
2005-05-31,0.8403
2005-06-02,0.0
2005-06-06,0.0
2005-06-07,-1.25
2005-06-15,1.2658
2005-06-16,0.0
2005-06-17,4.1667
2005-06-20,0.0
2005-06-21,1.2
2005-06-22,0.0
2005-06-23,-0.3953
2005-06-28,2.3810000000000002
2005-06-30,0.0
2005-07-06,0.0
2005-07-07,0.0
2005-07-08,0.7752
2005-07-11,0.7692
2005-07-12,1.145
2005-07-13,0.0
2005-07-14,-1.8868
2005-07-18,-1.5385
2005-07-19,1.5625
2005-07-25,1.5385
2005-07-26,0.3788
2005-07-29,0.1509
2005-08-01,0.0
2005-08-02,0.0754
2005-08-03,1.6566
2005-08-05,1.8519
2005-08-08,-1.0909
2005-08-10,0.0
2005-08-15,1.8382
2005-08-23,0.361
2005-08-24,-1.0791
2005-08-25,0.0
2005-09-01,-1.8182
