ticker,CWRK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-06,-14.2857
2018-12-07,0.0
2018-12-10,46.6667
2018-12-11,2.2727
2018-12-12,-20.0
2018-12-13,-11.1111
2018-12-17,40.625
2018-12-18,-11.1111
2018-12-20,0.0
2018-12-21,0.0
2018-12-28,150.0
2018-12-31,-30.0
2019-01-08,-57.1429
2019-01-11,-26.6667
2019-01-22,195.4545
2019-01-28,-23.0769
2019-01-30,-49.4
2019-01-31,58.1028
2019-02-07,0.0
2019-02-08,-37.5
2019-02-11,0.0
2019-02-13,60.0
2019-02-19,-20.0
2019-02-22,0.0
2019-02-27,9.375
2019-03-01,0.0
2019-03-04,-2.8571
2019-03-05,32.3529
2019-03-07,-28.8889
2019-03-11,-12.5
2019-03-12,0.0
2019-03-13,-10.7143
2019-03-14,20.0
2019-03-15,-33.3333
2019-03-21,20.0
2019-03-22,-16.6667
2019-04-02,0.0
2019-04-03,25.0
2019-04-15,8.0
2019-04-17,-18.5185
2019-05-10,-9.0909
2019-05-14,0.0
2019-06-03,115.0
2019-06-04,-9.3023
2019-06-05,-6.1282
2019-06-06,2.6564
2019-06-07,6.4325
2019-06-10,-15.0
2019-06-11,-1.4706000000000001
2019-06-12,-23.1343
2019-06-13,-2.9126
2019-06-14,7.96
2019-06-17,-18.4883
2019-06-18,-4.5455
2019-06-19,-4.7619
2019-06-20,5.0
2019-06-21,9.5238
2019-06-24,4.3478
2019-06-25,0.0
2019-06-26,-1.25
2019-06-27,-7.173
2019-06-28,6.8182
2019-07-01,6.383
2019-07-02,-7.0
2019-07-03,-13.9785
2019-07-05,20.0
2019-07-08,-16.6667
2019-07-09,15.0
2019-07-10,22.2826
2019-07-11,-20.0
2019-07-12,-1.9556
2019-07-15,-4.8051
2019-07-16,19.0476
2019-07-17,-20.0
2019-07-18,5.0
2019-07-19,-4.7143
2019-07-22,0.0
2019-07-23,4.9475
2019-07-24,9.5238
2019-07-26,0.0
2019-07-31,-6.5217
2019-08-05,-16.2791
2019-08-06,11.1111
2019-08-07,15.0
2019-08-09,-21.7391
2019-08-12,11.1111
2019-08-13,14.75
2019-08-14,-21.5251
2019-08-15,33.2593
2019-08-16,-0.0417
2019-08-19,-4.1267
2019-08-20,-21.7391
2019-08-21,27.3889
2019-08-22,-21.1949
2019-08-23,0.0
2019-08-26,6.4333
2019-08-27,-6.4084
2019-08-28,7.0933
2019-08-29,14.1268
2019-09-03,-18.1818
2019-09-04,0.0
2019-09-05,-2.7778
2019-09-06,9.0286
2019-09-09,0.0
2019-09-10,-21.3836
2019-09-11,26.6667
2019-09-16,-5.3158
2019-09-18,-31.7399
2019-09-24,0.0
2019-09-26,-0.1629
2019-09-27,0.1631
2019-09-30,-0.1629
2019-10-01,0.0
2019-10-03,46.8189
2019-10-04,0.0
2019-10-08,-33.3333
2019-10-09,4.1667
2019-10-10,-4.0
2019-10-16,0.0
2019-10-18,0.0
2019-10-21,-28.4167
2019-10-24,3.376
2019-10-28,14.1892
2019-10-29,-40.6312
2019-10-30,57.8073
2019-11-01,-9.5789
2019-11-04,-18.509900000000002
2019-11-05,0.0
2019-11-07,0.0
2019-11-11,42.8571
2019-11-13,-20.0
2019-11-14,-8.8125
2019-11-18,-4.0439
2019-11-19,14.2857
2019-11-20,-12.5
2019-11-25,-10.7143
2019-11-27,-2.24
2019-12-03,0.0
2019-12-04,-1.8003
2019-12-06,20.5
2019-12-12,-13.5546
2019-12-26,-4.0
2019-12-27,16.65
2019-12-30,-14.2735
2019-12-31,-12.5
2020-01-02,54.6667
2020-01-03,-49.5074
2020-01-06,9.7561
2020-01-08,0.0
2020-01-13,0.0
2020-01-15,0.5333
2020-01-17,10.5217
2020-01-21,-5.0
2020-01-28,68.4211
2020-01-29,-37.5
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,54.0
2020-02-07,-2.4675000000000002
2020-02-10,-8.1225
2020-02-12,0.0
2020-02-18,0.0
2020-02-26,-14.4928
2020-02-28,-16.9492
2020-03-04,0.2041
2020-03-09,20.1629
2020-03-16,-16.9492
2020-03-23,-13.4694
2020-03-25,-4.717
2020-03-26,60.8911
2020-03-30,-37.8462
2020-04-08,-0.9901
2020-04-09,0.0
2020-04-14,0.0
2020-04-20,-2.5
2020-04-21,0.0
2020-04-28,2.5641
2020-05-05,-30.75
2020-05-07,123.8267
2020-05-13,53.2258
2020-05-14,0.0
2020-05-18,-18.947400000000002
2020-05-19,29.8701
2020-05-21,35.0
2020-05-26,-25.9259
2020-05-27,0.0
2020-06-01,40.0
2020-06-05,0.0
2020-06-12,-38.3214
2020-06-16,-17.7765
2020-06-17,0.0
2020-06-23,11.831
2020-06-24,25.9446
2020-06-25,-1.0
2020-07-01,0.0
2020-07-07,0.9091
2020-07-08,4.1041
2020-07-09,34.6154
2020-07-10,-7.2143
2020-07-13,20.2463
2020-07-14,-58.3867
2020-07-15,70.5385
2020-07-16,-0.7668
2020-07-20,-38.6364
2020-07-21,0.0
2020-07-23,-3.7037
2020-07-24,0.0
2020-07-28,0.0
2020-07-29,23.0769
2020-07-30,-1.25
2020-07-31,0.0
