ticker,CTUY US Equity
2012-05-24,-1.9231
2012-05-25,-2.3529
2012-05-30,3.6145
2012-05-31,-3.1008
2012-06-21,0.0
2012-06-27,0.4
2012-06-29,0.0
2012-07-09,0.0
2012-07-10,0.0
2012-07-11,0.0
2012-07-19,3.5857
2012-08-10,1.9231
2012-08-16,0.0
2012-08-31,0.0
2012-09-04,0.0
2012-09-19,0.3774
2012-09-24,-0.3759
2012-09-28,1.8868
2012-10-15,0.0
2012-10-23,-2.0741
2012-10-26,2.118
2012-11-01,-1.8519
2012-11-06,-1.8868
2012-11-16,3.0769
2012-11-26,-0.7463
2012-11-29,-2.2556
2012-12-17,0.0
2013-01-08,-2.0769
2013-01-09,0.0
2013-01-18,2.121
2013-01-24,0.0
2013-02-07,-3.0769
2013-02-08,0.7937
2013-02-15,2.3622
2013-02-19,1.1538
2013-02-22,0.3802
2013-03-04,0.0
2013-03-13,-0.0758
2013-03-20,-1.4405000000000001
2013-03-28,1.5385
2013-04-09,-6.0606
2013-04-11,4.8387
2013-04-25,3.0769
2013-04-26,-0.3731
2013-04-29,1.1236
2013-05-15,0.0
2013-05-16,0.0
2013-05-17,0.0
2013-05-21,1.8519
2013-05-28,1.8182
2013-05-29,0.0
2013-05-31,4.2857
2013-06-04,0.6849
2013-06-11,0.2721
2013-06-12,1.7639
2013-08-01,2.0
2013-08-27,4.5752
2013-08-28,0.0
2013-08-29,1.5625
2013-08-30,0.0
2013-09-04,0.3077
2013-09-06,0.0
2013-09-11,3.0675
2013-09-13,-0.2976
2013-09-17,-1.4925
2013-10-03,4.8485
2013-10-04,-0.8671
2013-10-07,0.0
2013-10-09,0.5831
2013-10-10,2.029
2013-10-14,-3.4091
2013-10-22,3.5294
2013-10-25,3.6932
2013-10-28,20.5479
2013-10-29,-2.7273
2013-11-01,-1.8692
2013-11-04,0.0
2013-11-06,-0.9524
2013-11-19,-9.1346
2013-11-21,0.5291
2013-11-22,-0.5263
2013-12-02,-2.1164
2013-12-06,-2.7027
2013-12-16,-1.3889
2013-12-20,1.4085
2014-01-06,0.0
2014-01-07,-1.3889
2014-01-08,0.0
2014-01-23,0.8451
2014-01-31,-3.0726
2014-02-03,-1.1527
2014-02-07,-0.2915
2014-02-11,2.3392
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,-3.4286
2014-02-18,0.0
2014-02-26,-0.2959
2014-02-28,-5.0445
2014-03-05,4.375
2014-03-06,2.3952
2014-03-07,0.0
2014-03-10,-0.5848
2014-03-14,0.0
2014-03-20,-4.7059
2014-03-21,0.3086
2014-04-04,0.0
2014-04-07,1.2308
2014-04-08,-2.7356
2014-04-14,-1.5625
2014-04-15,3.1746
2014-04-16,10.7692
2014-04-29,-9.7222
2014-04-30,4.6154
2014-05-08,0.0
2014-05-15,0.0
2014-05-16,2.9412000000000003
2014-05-19,0.0
2014-05-30,-2.8571
2014-06-02,0.0
2014-06-03,0.0
2014-06-13,2.9412000000000003
2014-06-25,1.4285999999999999
2014-07-01,7.0423
2014-07-07,0.0
2014-07-08,5.2632
2014-07-10,0.0
2014-07-17,0.0
2014-07-18,0.0
2014-07-28,-5.0
2014-08-05,0.0
2014-08-15,0.0
2014-09-12,0.0
2014-09-16,0.0
2014-10-01,0.0
2014-10-17,0.0
2014-11-04,0.0
2014-11-10,-10.526299999999999
2014-11-14,8.8235
2014-11-17,-6.7568
2014-12-08,4.3478
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2015-01-05,0.0
2015-01-12,-4.1667
2015-01-20,2.8986
2015-01-26,1.4085
2015-01-29,-2.2222
2015-02-03,0.0
2015-02-04,2.2727
2015-02-19,-2.7778
2015-02-20,-1.4285999999999999
2015-02-27,2.8986
2015-03-02,-0.5634
2015-03-18,-4.4759
2015-03-19,0.0
2015-03-25,-0.4745
2015-03-26,0.0
2015-04-01,-0.1788
2015-04-14,0.0
2015-04-17,1.3731
2015-04-21,0.1178
2015-05-04,3.2353
2015-05-07,8.2621
2015-05-12,5.2632
2015-05-18,0.0
2015-06-08,5.5276
2015-06-09,-2.5
2015-06-12,2.5641
2015-07-27,-11.5
2015-07-29,-7.9096
2015-07-31,4.2945
2015-08-03,0.0588
2015-08-04,1.4109
2015-08-07,-4.3478
2015-08-10,0.0
2015-09-16,14.9697
2015-09-29,-5.1133
2015-10-30,-5.3889
2015-11-02,5.6958
2015-11-05,0.0
2015-11-09,0.0
2015-11-16,0.0
2015-11-23,0.0
2015-12-02,0.0
2015-12-03,2.2222
2015-12-04,-1.9022000000000001
2015-12-09,10.526299999999999
2015-12-14,-0.6516
2015-12-15,0.0
2015-12-23,-1.8668
2015-12-31,0.0
2016-01-19,0.0
2016-02-01,0.0
2016-02-03,0.2571
2016-02-08,0.0
2016-02-16,-0.2564
2016-03-02,0.0
2016-03-16,-1.0283
2016-04-01,-2.5974
2016-04-06,-0.2667
2016-04-14,-3.7433
2016-04-18,0.0
2016-04-19,-0.2778
2016-04-22,0.0
2016-04-26,-2.507
2016-05-23,-2.8571
2016-05-25,2.9412000000000003
2016-05-27,11.0472
2016-06-08,-6.7358
2016-06-09,-3.3333
2016-06-13,0.0
2016-06-21,4.8850999999999996
2016-06-27,-4.5973
2016-06-28,-0.0057
2016-06-29,1.3785
2016-07-08,1.983
2016-07-21,-3.2778
2016-07-25,1.3785
2016-08-15,3.3994
2016-08-31,1.3699
2016-09-16,3.2432
2016-09-19,0.0
2016-09-20,1.0471
2016-10-03,0.0
2016-10-07,0.0
2016-10-17,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-14,0.0
2016-11-16,3.6269
2016-11-18,0.0
2016-12-01,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-13,0.0
2016-12-16,0.0
2016-12-22,0.0
2016-12-30,0.0
2017-01-05,0.005
2017-01-09,4.9948
2017-01-17,2.3810000000000002
2017-01-23,2.3256
2017-01-25,12.7273
2017-01-26,-15.3226
2017-02-02,14.2857
2017-02-06,-8.3333
2017-02-07,3.4091
2017-02-08,-3.0769
2017-02-09,8.8435
2017-02-10,2.0833
2017-02-13,0.0
2017-02-16,0.0
2017-02-21,0.0
2017-03-01,1.8367
2017-03-02,0.2004
2017-03-16,0.0
2017-03-31,0.0
2017-04-04,0.8
2017-04-05,3.1746
2017-04-12,0.0
2017-04-25,23.0769
2017-05-01,-6.25
2017-05-04,0.0
2017-05-05,6.6667
2017-05-19,0.0
2017-05-25,0.4375
2017-06-07,-2.3438
2017-06-16,-7.2
2017-06-26,0.0
2017-07-07,0.0
2017-07-12,-0.0345
2017-07-18,-6.8644
2017-07-20,0.0
2017-08-09,3.7037
2017-08-29,1.7856999999999998
2017-09-12,0.0
2017-09-19,1.7544
2017-09-20,0.0
2017-09-22,0.0
2017-10-09,0.0
2017-10-12,0.0
2017-10-17,1.7241
2017-10-18,0.0
2017-10-26,-4.2373
2017-11-13,0.708
2017-11-14,0.1757
2017-12-01,0.0
2017-12-06,0.0
2017-12-08,0.0
2017-12-11,0.8772
2017-12-15,-0.8696
2017-12-18,2.6316
2018-01-18,2.5641
2018-01-22,0.0
2018-01-23,0.0
2018-02-09,0.8333
2018-02-21,0.0
2018-02-26,-0.6612
2018-02-28,-0.1664
2018-03-01,0.1667
2018-03-05,0.8319
2018-03-06,-0.6601
2018-04-24,-0.3322
2018-05-01,0.0
2018-05-17,0.3333
2018-05-18,2.6113
2018-05-23,6.8445
2018-05-29,6.0606
2018-05-31,14.2857
2018-06-01,1.25
2018-06-18,-1.1728
2018-06-25,-12.5547
2018-06-27,0.0
2018-06-29,-2.8571
2018-07-10,-2.9412000000000003
2018-07-11,3.0303
2018-08-23,-1.4706000000000001
2018-08-24,0.0
2018-08-30,2.9851
2018-09-05,-2.8986
2018-09-26,0.0
2018-10-03,0.597
2018-10-11,0.8902
2018-10-17,0.8088
2018-10-23,2.1152
2018-10-24,0.0
2018-10-25,1.4285999999999999
2018-10-30,-1.4085
2018-11-01,0.0
2018-11-12,0.0
2018-11-21,2.8571
2018-11-27,2.7778
2018-11-28,0.0
2018-11-29,7.5676
2018-11-30,-11.1111
2018-12-03,-9.375
2018-12-04,11.6897
2018-12-06,-0.8645
2018-12-11,0.9966
2018-12-13,0.0
2018-12-14,-3.6386
2018-12-17,0.096
2018-12-18,-7.289
2018-12-24,3.4483
2018-12-27,0.0
2018-12-31,0.0
2019-01-02,-3.3
2019-01-03,3.4126
2019-01-11,0.0
2019-01-15,0.0
2019-01-18,0.0
2019-01-22,0.0
2019-02-01,0.0
2019-02-04,-0.6667
2019-02-05,2.349
2019-02-06,4.918
2019-02-07,-4.6875
2019-02-08,-0.6557
2019-02-12,2.3102
2019-02-14,0.0
2019-03-01,1.7742
2019-03-05,1.4263
2019-03-06,12.4844
2019-03-08,-5.5424
2019-03-12,0.0
2019-03-15,-2.9412000000000003
2019-03-22,0.0
2019-03-26,8.7879
2019-03-28,-8.078
2019-04-11,0.6061
2019-04-16,0.0
2019-04-22,0.9033
2019-04-25,0.0003
2019-04-26,1.4925
2019-04-30,-5.8824
2019-05-14,0.1562
2019-05-16,0.0
2019-05-17,-0.1872
2019-05-20,0.0
2019-05-21,-0.7502
2019-05-23,0.0
2019-05-28,-0.8504
2019-05-29,1.6
2019-05-30,0.0
2019-06-04,0.0
2019-06-12,2.3622
2019-06-17,-3.8462
2019-06-18,0.0
2019-06-24,0.032
2019-06-27,0.128
2019-07-01,0.639
2019-07-02,-0.7937
2019-07-08,0.8
2019-07-12,-0.6349
2019-07-15,3.8339
2019-07-19,0.0
2019-08-01,-2.3077
2019-08-05,-1.4173
2019-08-09,3.0351
2019-08-12,-2.9457
2019-08-15,-0.3195
2019-08-19,4.1667
2019-08-23,-4.5538
2019-08-26,0.7415
2019-08-27,0.0
2019-08-28,-2.784
2019-08-29,-0.2633
2019-08-30,-0.9901
2019-09-03,0.0
2019-09-05,0.0
2019-09-10,-1.6667
2019-09-13,3.3898
2019-09-17,1.6393
2019-09-18,-4.8387
2019-09-20,5.0847
2019-09-30,-1.6129
2019-10-01,0.0328
2019-10-03,1.6059999999999999
2019-10-07,-4.0323
2019-10-15,-0.6387
2019-10-17,0.0
2019-10-18,3.18
2019-10-22,1.6393
2019-10-24,0.0
2019-10-25,0.1613
2019-10-28,1.4493
2019-10-29,0.7937
2019-10-30,0.7874
2019-10-31,0.7813
2019-11-04,0.7752
2019-11-05,-2.7692
2019-11-06,5.2215
2019-11-07,2.2556
2019-11-08,1.4706000000000001
2019-11-12,1.4493
2019-11-13,1.4285999999999999
2019-11-18,-1.4085
2019-11-20,0.0
2019-11-22,0.0
2019-12-02,-2.8571
2019-12-03,-4.4118
2019-12-09,4.6154
2019-12-11,1.4706000000000001
2019-12-12,0.0
2019-12-17,-1.4493
2019-12-19,1.4706000000000001
2019-12-27,1.4493
2019-12-31,0.0
2020-01-07,0.0
2020-01-13,-1.4285999999999999
2020-01-14,0.0
2020-01-15,-1.4493
2020-01-16,-0.5882
2020-01-17,0.0
2020-01-21,0.2959
2020-01-23,0.885
2020-01-27,0.0
2020-01-31,-0.2193
2020-02-03,-0.6593
2020-02-05,0.295
2020-02-12,-0.2941
2020-02-14,0.0
2020-02-18,-1.1799
2020-02-20,0.2239
2020-02-24,-0.2234
2020-02-27,-1.4925
2020-02-28,0.0
2020-03-09,-6.0606
2020-03-11,0.0
2020-03-12,-2.9029
2020-03-17,-0.997
2020-03-18,0.6711
2020-03-20,0.0
2020-03-23,-3.3333
2020-03-24,-3.1034
2020-03-25,-3.9146
2020-03-26,4.6296
2020-04-08,-4.4248
2020-04-14,-3.7037
2020-04-15,3.8462
2020-04-16,-3.7037
2020-04-27,2.8846
2020-04-29,0.9346
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.7407
2020-05-12,-0.7349
2020-05-13,-0.0004
2020-05-15,-1.8519
2020-05-18,1.8868
2020-05-22,-5.5556
2020-05-26,7.8431
2020-06-11,-1.1009
2020-07-01,-1.6698
2020-07-06,-2.6038
2020-07-14,0.7361
2020-07-15,0.0
2020-07-23,0.0
2020-07-29,0.0
2020-07-30,-2.8846
2020-07-31,4.9505
