ticker,JMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-11,11.818200000000001
2007-05-14,-2.439
2007-05-15,-1.8333
2007-05-16,0.5093
2007-05-17,-1.1824
2007-05-18,1.2821
2007-05-21,-2.1097
2007-05-22,-0.6897
2007-05-23,0.2604
2007-05-24,-3.8961
2007-05-25,1.3514
2007-05-29,0.0
2007-05-30,0.3556
2007-05-31,1.4172
2007-06-01,-0.6987
2007-06-04,-1.9348999999999998
2007-06-05,-2.2422
2007-06-06,-2.2936
2007-06-07,-0.6573
2007-06-08,1.7957999999999998
2007-06-11,-1.4856
2007-06-12,1.6023
2007-06-13,-0.3711
2007-06-14,0.838
2007-06-15,-3.1394
2007-06-18,0.0953
2007-06-19,-1.4285999999999999
2007-06-20,0.1932
2007-06-21,-1.6393
2007-06-22,1.8627
2007-06-25,-1.6362
2007-06-26,-1.5655999999999999
2007-06-27,-0.5964
2007-06-28,4.2
2007-06-29,0.2879
2007-07-02,-1.4354
2007-07-03,-1.4563
2007-07-05,-0.197
2007-07-06,-1.3820000000000001
2007-07-09,0.1001
2007-07-10,0.1
2007-07-11,1.3986
2007-07-12,-0.4926
2007-07-13,-1.4851
2007-07-16,0.0
2007-07-17,0.5025
2007-07-18,0.0
2007-07-19,-0.5
2007-07-20,0.603
2007-07-23,-2.0979
2007-07-24,-0.7143
2007-07-25,0.1028
2007-07-26,-7.0842
2007-07-27,-1.6575
2007-07-30,-2.3596
2007-07-31,0.5754
2007-08-01,-8.238
2007-08-02,-3.4913
2007-08-03,-5.814
2007-08-06,-5.3498
2007-08-07,4.9275
2007-08-08,4.2818
2007-08-09,-2.9139
2007-08-10,-1.2278
2007-08-13,4.2818
2007-08-14,-0.9272
2007-08-15,2.8075
2007-08-16,-0.7802
2007-08-17,5.8978
2007-08-20,1.1139000000000001
2007-08-21,1.8972
2007-08-22,11.5663
2007-08-23,-1.8359
2007-08-24,-1.2101
2007-08-27,1.3363
2007-08-28,-4.8352
2007-08-29,-0.1155
2007-08-30,2.0809
2007-08-31,2.6048
2007-09-04,1.9868000000000001
2007-09-05,-3.1385
2007-09-06,-2.2346
2007-09-07,-1.1429
2007-09-10,-1.1561
2007-09-11,4.2105
2007-09-12,-1.459
2007-09-13,-0.9112
2007-09-14,0.9195
2007-09-17,-0.1139
2007-09-18,1.4823
2007-09-19,3.9326
2007-09-20,-2.7027
2007-09-21,2.3333
2007-09-24,0.2172
2007-09-25,1.3001
2007-09-26,-0.6417
2007-09-27,0.8611
