ticker,CXP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-11,-0.708
2013-10-14,0.2674
2013-10-15,0.0
2013-10-16,0.1778
2013-10-17,1.7303
2013-10-18,-1.7444
2013-10-21,0.3107
2013-10-22,-0.7965
2013-10-23,0.5352
2013-10-24,-0.1775
2013-10-25,0.4
2013-10-28,-0.3099
2013-10-29,0.0
2013-10-30,-0.0444
2013-10-31,0.1777
2013-11-01,0.0887
2013-11-04,-0.8861
2013-11-05,-0.9388
2013-11-06,1.5343
2013-11-07,-0.0444
2013-11-08,0.0445
2013-11-11,6.4
2013-11-12,-0.5848
2013-11-13,-2.8992
2013-11-14,-0.476
2013-11-15,6.087
2013-11-18,-5.3279
2013-11-19,0.2597
2013-11-20,-0.6477
2013-11-21,1.3472
2013-11-22,-0.9434
2013-11-25,-0.0433
2013-11-26,-0.563
2013-11-27,1.0889
2013-11-29,0.8186
2013-12-02,-0.2597
2013-12-03,-0.434
2013-12-04,-1.0898
2013-12-05,0.4848
2013-12-06,-0.2193
2013-12-09,-0.1319
2013-12-10,1.1444
2013-12-11,-0.4352
2013-12-12,0.3059
2013-12-13,-0.61
2013-12-16,3.7264
2013-12-17,0.5917
2013-12-18,2.9412000000000003
2013-12-19,-1.5510000000000002
2013-12-20,3.8557
2013-12-23,0.0798
2013-12-24,-0.0798
2013-12-26,-0.998
2013-12-27,0.0403
2013-12-30,-0.524
2013-12-31,1.2966
2014-01-02,-1.2
2014-01-03,0.5668
2014-01-06,-0.6039
2014-01-07,-0.405
2014-01-08,-1.7487
2014-01-09,-2.1523
2014-01-10,0.0
2014-01-13,-1.1844000000000001
2014-01-14,0.9418
2014-01-15,0.3393
2014-01-16,-0.634
2014-01-17,2.1268
2014-01-21,3.3736
2014-01-22,0.3223
2014-01-23,0.3614
2014-01-24,-0.4402
2014-01-27,-1.4469
2014-01-28,0.8157
2014-01-29,-1.0518
2014-01-30,-0.3679
2014-01-31,-0.2872
2014-02-03,-2.9218
2014-02-04,0.8478
2014-02-05,-1.6393
2014-02-06,-0.6838
2014-02-07,-0.5164
2014-02-10,1.2543
2014-02-11,-0.5126
2014-02-12,-0.5152
2014-02-13,5.2654
2014-02-14,0.0
2014-02-18,1.23
2014-02-19,0.0
2014-02-20,-1.3366
2014-02-21,0.2053
2014-02-24,5.3667
2014-02-25,1.8274
2014-02-26,0.0
2014-02-27,0.3055
2014-02-28,2.1948
2014-03-03,-0.2638
2014-03-04,0.4156
2014-03-05,-1.9564
2014-03-06,0.307
