ticker,BPOP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.8031
2000-01-04,-3.2558
2000-01-05,-3.6058
2000-01-06,-0.4988
2000-01-07,0.0
2000-01-10,-4.5113
2000-01-11,2.0997
2000-01-12,-0.7712
2000-01-13,0.7772
2000-01-14,-3.3419
2000-01-18,2.6596
2000-01-19,1.0363
2000-01-20,-2.5641
2000-01-21,-1.5789
2000-01-24,-1.6042999999999998
2000-01-25,-0.5435
2000-01-26,4.918
2000-01-27,1.5625
2000-01-28,-0.7692
2000-01-31,3.3592
2000-02-01,1.75
2000-02-02,1.2285
2000-02-03,0.7282
2000-02-04,-0.7229
2000-02-07,0.7282
2000-02-08,-3.6145
2000-02-09,-2.75
2000-02-10,-2.3136
2000-02-11,-2.8947000000000003
2000-02-14,-0.271
2000-02-15,0.2717
2000-02-16,-3.523
2000-02-17,1.6854
2000-02-18,-0.5525
2000-02-22,-4.1667
2000-02-23,-3.7681
2000-02-24,-1.8072
2000-02-25,3.0675
2000-02-28,-1.1905000000000001
2000-02-29,7.5301
2000-03-01,1.4006
2000-03-02,-2.2099
2000-03-03,-6.2147
2000-03-06,-2.4096
2000-03-07,0.6173
2000-03-08,-3.5092
2000-03-09,0.641
2000-03-10,-1.9904
2000-03-13,-1.7872
2000-03-14,-0.0827
2000-03-15,-1.3245
2000-03-16,4.698
2000-03-17,1.9231
2000-03-20,0.6289
2000-03-21,1.25
2000-03-22,3.7037
2000-03-23,4.7619
2000-03-24,1.7045
2000-03-27,-2.2346
2000-03-28,0.2857
2000-03-29,0.2849
2000-03-30,1.7045
2000-03-31,-0.838
2000-04-03,3.0986
2000-04-04,-0.8197
2000-04-05,2.4793
2000-04-06,-1.0753
2000-04-07,1.6303999999999998
2000-04-10,0.8021
2000-04-11,-1.8568
2000-04-12,-1.0811
2000-04-13,-1.6393
2000-04-14,-3.4028
2000-04-17,-1.6535
2000-04-18,2.6316
2000-04-19,-4.2735
2000-04-20,2.3810000000000002
2000-04-24,-1.7442
2000-04-25,-2.9586
2000-04-26,1.2195
2000-04-27,-3.6145
2000-04-28,0.625
2000-05-01,1.0093
2000-05-02,-0.3843
2000-05-03,-0.9259
2000-05-04,-0.9346
2000-05-05,-0.3145
2000-05-08,1.5773000000000001
2000-05-09,1.8634
2000-05-10,-1.5244
2000-05-11,1.2384
2000-05-12,-0.3058
2000-05-15,3.0675
2000-05-16,-0.8929
2000-05-17,-0.9009
2000-05-18,3.0303
2000-05-19,-2.9412000000000003
