ticker,BCRD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-23,733.3333
2011-07-28,120.0
2011-09-01,9.0909
2011-09-02,233.3333
2011-09-30,1350.0
2011-10-19,-47.0
2011-10-20,1.8868
2011-10-21,1.8519
2011-10-24,0.0
2011-10-26,0.0
2011-10-27,3.4545
2011-10-28,0.1757
2011-10-31,-10.526299999999999
2011-11-01,-11.7647
2011-11-02,-21.1111
2011-11-03,-11.831
2011-11-04,-20.1278
2011-11-10,-16.0
2011-11-11,0.0
2011-11-15,-14.2857
2011-11-16,11.1111
2011-11-17,-10.0
2011-11-18,-5.5556
2011-11-21,5.8824
2011-11-22,-5.5556
2011-11-29,-11.7647
2011-12-02,0.0
2011-12-05,6.6667
2011-12-06,-25.0
2011-12-09,16.6667
2011-12-12,-21.4286
2011-12-13,0.0
2011-12-14,-27.2727
2011-12-15,56.25
2011-12-16,12.0
2011-12-19,-14.2857
2011-12-20,0.0
2011-12-21,-4.1667
2011-12-27,17.3913
2011-12-28,0.7407
2012-01-04,2.9412000000000003
2012-01-05,28.5714
2012-01-06,-16.6667
2012-01-09,0.0
2012-01-10,-30.0
2012-01-11,14.2857
2012-01-12,-8.3333
2012-01-13,-4.5455
2012-01-17,-14.2857
2012-01-18,1.1111
2012-01-19,0.0
2012-01-20,8.7912
2012-01-23,21.2121
2012-01-24,-8.3333
2012-01-25,-7.2727
2012-01-26,-0.9804
2012-01-27,-7.9208
2012-01-30,-3.2258
2012-01-31,-1.1111
2012-02-01,1.1236
2012-02-02,-16.6667
2012-02-03,-26.6667
2012-02-06,-27.2727
2012-02-07,10.0
2012-02-08,-4.5455
2012-02-09,21.4286
2012-02-10,0.0
2012-02-13,1.9607999999999999
2012-02-14,-9.6154
2012-02-15,-6.383
2012-02-16,-2.2727
2012-02-17,0.0
2012-02-21,-16.2791
2012-02-22,5.5556
2012-02-23,-13.1579
2012-02-24,-3.0303
2012-02-27,-21.875
2012-02-28,-12.0
2012-02-29,0.0
2012-03-01,-35.7955
2012-03-02,30.9735
2012-03-05,-3.3784
2012-03-06,11.8881
2012-03-07,-10.0
2012-03-08,-5.5556
2012-03-09,-17.647100000000002
2012-03-12,6.25
2012-03-13,-12.605
2012-03-14,12.5
2012-03-15,-12.3932
2012-03-16,1.4634
2012-03-19,-10.5769
2012-03-20,3.2258
2012-03-21,-3.125
2012-03-22,3.2258
2012-03-23,4.1667
2012-03-26,36.0
2012-03-27,-20.5882
2012-03-28,-3.7037
2012-03-29,-0.9615
