ticker,AQQSQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-04-19,6.0649
2002-04-22,13.0319
2002-04-23,-4.4706
2002-04-24,-3.9409
2002-04-25,2.5641
2002-04-26,0.625
2002-04-29,1.9108
2002-04-30,-1.875
2002-05-01,-0.6369
2002-05-02,-0.641
2002-05-03,-4.5161
2002-05-06,4.0541
2002-05-07,-1.9481000000000002
2002-05-08,-1.9868000000000001
2002-05-09,1.3514
2002-05-10,-2.5333
2002-05-13,-0.8208
2002-05-14,-0.5517
2002-05-15,1.2483
2002-05-16,-0.5479
2002-05-17,-0.1377
2002-05-20,-0.5517
2002-05-21,0.0
2002-05-22,-0.1387
2002-05-23,2.6389
2002-05-24,-2.4356999999999998
2002-05-28,0.0
2002-05-29,0.6935
2002-05-30,1.2397
2002-05-31,-0.5442
2002-06-03,1.2312
2002-06-04,-0.6757
2002-06-05,2.0408
2002-06-06,0.0
2002-06-07,-1.3333
2002-06-10,-1.2162
2002-06-11,-0.1368
2002-06-12,-0.6849
2002-06-13,0.0
2002-06-14,-0.5517
2002-06-17,1.2483
2002-06-18,-0.5479
2002-06-19,1.2397
2002-06-20,-1.3605
2002-06-21,0.1379
2002-06-24,1.2397
2002-06-25,-1.0884
2002-06-26,4.5392
2002-06-27,1.3158
2002-06-28,-3.8961
2002-07-01,-2.2973
2002-07-02,0.2766
2002-07-03,0.1379
2002-07-05,1.2397
2002-07-08,-0.6803
2002-07-09,0.6849
2002-07-10,-0.6803
2002-07-11,-0.5479
2002-07-12,0.0
2002-07-15,-0.1377
2002-07-16,1.3793
2002-07-17,0.0
2002-07-18,0.0
2002-07-19,0.6803
2002-07-22,-3.3784
2002-07-23,-1.5385
2002-07-24,0.2841
2002-07-25,0.1416
2002-07-26,1.8388
2002-07-29,-1.5278
2002-07-30,0.5642
2002-07-31,-1.1219999999999999
2002-08-01,-0.7092
2002-08-02,0.0
2002-08-05,0.1429
2002-08-06,-2.2824999999999998
2002-08-07,-0.5839
2002-08-08,1.3216
2002-08-09,1.3043
2002-08-12,-1.2876
2002-08-13,-2.029
2002-08-14,0.0
2002-08-15,1.6272
2002-08-16,-1.6012
2002-08-19,-0.1479
2002-08-20,-0.5926
2002-08-21,-0.8942
2002-08-22,-1.5038
2002-08-23,-0.6107
2002-08-26,-0.4608
2002-08-27,-1.0802
2002-08-28,0.624
2002-08-29,0.0
2002-08-30,-0.6202
2002-09-03,0.0
2002-09-04,-1.7161
2002-09-05,-0.7937
2002-09-06,-1.12
2002-09-09,-0.4854
2002-09-10,5.3659
2002-09-11,-3.5494
2002-09-12,0.32
2002-09-13,3.5088
2002-09-16,0.9245
2002-09-17,0.6107
2002-09-18,-2.1909
2002-09-19,-0.16
2002-09-20,-0.3205
2002-09-23,-1.1254
2002-09-24,-0.4878
2002-09-25,-1.1438
2002-09-26,-1.6529
2002-09-27,-0.8403
2002-09-30,-0.8475
2002-10-02,0.3419
2002-10-03,0.3407
2002-10-04,-0.1698
2002-10-07,0.0
2002-10-08,-3.9116
2002-10-09,1.9468999999999999
2002-10-10,-5.0347
2002-10-11,-1.2797
2002-10-14,-0.9259
2002-10-15,0.9346
2002-10-16,-3.7037
2002-10-17,2.8846
2002-10-18,-1.8692
2002-10-21,-1.9048
2002-10-22,-0.9709
2002-10-23,-1.3725
2002-10-24,-0.1988
2002-10-25,1.5936
2002-10-28,0.0
2002-10-29,-1.5686
2002-10-30,0.1992
2002-10-31,-0.1988
2002-11-01,4.3825
2002-11-04,-2.0992
2002-11-05,-0.5848
2002-11-06,0.0
2002-11-07,-0.1961
2002-11-08,1.9646
2002-11-11,-1.7341
2002-11-12,0.9804
2002-11-13,-1.9417
2002-11-14,-0.5941
2002-11-15,-6.9721
2002-11-18,-1.4989
2002-11-19,-2.1739
2002-11-20,-2.2222
2002-11-21,2.2727
2002-11-22,4.4444
2002-11-25,-0.4255
2002-11-26,3.8462
2002-11-27,-7.6132
2002-11-29,-2.0045
2002-12-02,-3.4091
2002-12-03,0.2353
2002-12-04,-1.4085
2002-12-05,1.4285999999999999
2002-12-06,-0.2347
2002-12-09,0.4706
2002-12-10,3.0445
2002-12-11,0.0
2002-12-12,-2.0455
2002-12-13,-1.4252
2002-12-16,0.241
2002-12-17,2.1635
2002-12-18,0.7059
2002-12-19,0.4673
2002-12-20,-0.9302
2002-12-23,-1.4085
2002-12-24,1.1905000000000001
2002-12-26,0.9412
2002-12-27,1.3986
2002-12-30,2.5286999999999997
2002-12-31,-2.4664
2003-01-02,-0.6897
2003-01-03,-0.6944
2003-01-06,4.8951
2003-01-07,-5.5556
2003-01-08,1.1764999999999999
2003-01-09,-0.9302
2003-01-10,1.8779
2003-01-13,0.9217
2003-01-14,1.5981999999999998
2003-01-15,-1.1236
2003-01-16,2.2727
2003-01-17,0.0
2003-01-22,-3.3333
2003-01-23,0.0
2003-01-24,-0.9195
2003-01-27,4.4084
2003-01-28,0.0
2003-01-29,0.0
2003-01-30,-1.1111
2003-01-31,2.2472
2003-02-03,-4.3956
2003-02-04,-0.2299
2003-02-05,-1.8433000000000002
2003-02-06,-0.2347
2003-02-07,0.0
2003-02-10,4.7059
2003-02-11,-4.4944
2003-02-12,-2.1176
2003-02-13,0.4808
2003-02-14,-0.7177
2003-02-18,-1.2048
2003-02-19,-1.9512
2003-02-20,1.99
2003-02-21,-1.2195
2003-02-24,0.9877
2003-02-25,-0.978
2003-02-26,0.0
2003-02-27,-1.2346
2003-02-28,0.5
2003-03-03,0.7463
2003-03-04,-0.7407
2003-03-05,1.2438
2003-03-06,-1.2285
2003-03-07,0.0
2003-03-10,0.7463
2003-03-11,-1.2346
2003-03-13,0.0
2003-03-14,0.0
2003-03-17,0.0
2003-03-18,-3.75
2003-03-19,-0.5195
2003-03-20,0.0
2003-03-21,1.5666
2003-03-24,-1.0283
2003-03-25,-16.8831
2003-03-26,0.625
2003-03-27,1.2422
2003-03-28,3.9877000000000002
2003-03-31,-4.1298
2003-04-01,1.5385
2003-04-02,-1.5152
2003-04-03,1.2308
2003-04-04,-1.2158
2003-04-07,0.0
2003-04-08,0.0
2003-04-09,0.0
2003-04-10,0.0
2003-04-11,-1.5385
2003-04-14,-6.25
2003-04-15,0.0
2003-04-16,0.0
2003-04-17,0.0
2003-04-21,-0.3333
2003-04-22,0.6689
2003-04-23,3.3223
2003-04-24,-0.3215
