ticker,SNYR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-10,-10.0
2014-04-29,566.6667
2014-05-29,-70.0
2014-09-08,-48.3333
2014-11-18,1.6129
2014-12-10,0.0
2014-12-16,74.6032
2014-12-17,-22.7273
2015-03-23,-29.4118
2015-03-30,16.6667
2015-05-12,185.7143
2015-05-26,-30.0
2015-06-11,-1.4285999999999999
2015-07-20,-42.029
2015-07-22,75.0
2015-08-05,0.0
2015-08-25,-27.1429
2015-09-10,-9.8039
2015-11-16,28.2609
2015-11-18,0.0
2015-11-19,-5.0847
2015-11-20,5.3571
2015-11-24,-6.7797
2015-12-07,27.2727
2015-12-08,0.0
2015-12-11,5.7143
2015-12-15,-12.1622
2015-12-16,13.8462
2015-12-18,-8.1081
2015-12-22,2.9412000000000003
2015-12-23,-7.1429
2015-12-24,0.0
2015-12-28,13.8462
2015-12-29,-9.4595
2015-12-31,2.9851
2016-01-04,1.4493
2016-01-05,-4.2857
2016-01-06,1.4925
2016-01-07,-4.4118
2016-01-08,0.0
2016-01-11,-1.5385
2016-01-12,-4.6875
2016-01-19,14.7541
2016-01-20,-1.4285999999999999
2016-01-25,-13.0435
2016-01-26,0.0
2016-01-27,-3.3333
2016-01-28,-3.4483
2016-02-02,10.7143
2016-02-04,-17.7419
2016-02-05,17.647100000000002
2016-02-09,25.0
2016-02-12,-20.0
2016-02-23,-15.0
2016-02-26,7.8431
2016-03-07,-18.1818
2016-03-10,0.0
2016-04-12,-11.1111
2016-04-26,32.5
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,15.0943
2016-05-05,1.6393
2016-05-06,1.6129
2016-05-09,0.0
2016-05-10,1.5873
2016-05-12,1.5625
2016-06-01,-15.3846
2016-06-02,-10.9091
2016-06-06,-9.1837
2016-06-10,-28.764
2016-06-17,48.265
2016-06-28,29.7872
2016-06-30,0.0
2016-07-08,0.0
2016-07-13,-34.4262
2016-08-05,0.0
2016-08-09,11.25
2016-08-11,-3.3708
2016-08-12,-18.6047
2016-08-15,0.0
2016-08-19,0.0
2016-08-23,0.0
2016-09-12,0.0
2016-09-15,-42.8571
2016-09-19,25.0
2016-09-21,-20.0
2016-09-23,75.0
2016-09-28,0.0
2016-09-29,0.0
2016-10-18,0.0
2016-10-26,29.0
2016-10-27,-15.8361
2016-10-28,-2.6316
2016-10-31,-13.5135
2016-11-01,0.0
2016-11-02,9.4141
2016-11-03,-8.6041
2016-11-04,9.375
2016-11-07,1.7143000000000002
2016-11-10,1.1236
