ticker,KRYS US Equity
2018-02-12,-7.0907
2018-02-13,4.4063
2018-02-14,-2.8228999999999997
2018-02-15,-2.5442
2018-02-16,-2.1566
2018-02-20,-0.116
2018-02-21,0.6969
2018-02-22,5.4198
2018-02-23,-2.0777
2018-02-26,9.4961
2018-02-27,4.0827
2018-02-28,-1.1764999999999999
2018-03-01,-1.6865
2018-03-02,0.2018
2018-03-05,-6.7472
2018-03-06,6.1555
2018-03-07,0.4069
2018-03-08,1.2128
2018-03-09,-3.0001
2018-03-12,1.1352
2018-03-13,4.5918
2018-03-14,6.3415
2018-03-15,0.9174
2018-03-16,6.7273
2018-03-19,-6.3032
2018-03-20,-1.3636
2018-03-21,-4.1475
2018-03-22,1.9231
2018-03-23,-3.3962
2018-03-26,-3.125
2018-03-27,-1.1089
2018-03-28,0.6116
2018-03-29,2.229
2018-04-02,-4.2616
2018-04-03,-0.3106
2018-04-04,3.7382999999999997
2018-04-05,0.3003
2018-04-06,-1.2974
2018-04-09,-0.91
2018-04-10,2.6531000000000002
2018-04-11,-0.8946
2018-04-12,-1.3039
2018-04-16,1.626
2018-04-17,0.3
2018-04-18,0.4985
2018-04-19,3.2738
2018-04-20,-2.9779
2018-04-23,-10.9901
2018-04-24,1.2236
2018-04-25,1.0989
2018-04-26,4.3478
2018-04-27,1.25
2018-04-30,-1.1317
2018-05-01,-1.1446
2018-05-02,1.0526
2018-05-03,5.7292
2018-05-04,-0.6897
2018-05-07,2.6776
2018-05-08,-2.5111
2018-05-09,-0.892
2018-05-10,2.5
2018-05-11,-1.4634
2018-05-14,0.0
2018-05-15,1.203
2018-05-16,4.29
2018-05-17,1.3133
2018-05-18,1.8519
2018-05-21,-2.2727
2018-05-22,-2.3256
2018-05-23,-2.3810000000000002
2018-05-24,-0.6829
2018-05-25,1.2770000000000001
2018-05-29,-0.097
2018-05-30,-0.9709
2018-05-31,0.8824
2018-06-01,0.0972
2018-06-04,2.767
2018-06-05,3.9206
2018-06-06,13.1818
2018-06-07,1.8474
2018-06-08,8.9117
2018-06-11,6.3722
2018-06-12,-5.8543
2018-06-13,0.5061
2018-06-14,2.3741
2018-06-15,-0.2108
2018-06-18,1.338
2018-06-19,2.1543
2018-06-20,3.8095
2018-06-21,-7.9948
2018-06-22,6.6239
2018-06-25,-3.006
2018-06-26,0.0
2018-06-27,-5.303
2018-06-28,4.8727
2018-06-29,3.1207
2018-07-02,-2.959
2018-07-03,0.6237
2018-07-05,1.1708
2018-07-06,2.5868
2018-07-09,-0.0664
2018-07-10,4.9801
2018-07-11,5.1866
2018-07-12,2.5857
2018-07-13,0.4103
2018-07-16,2.16
2018-07-17,1.9417
2018-07-18,3.1962
2018-07-19,-2.2271
2018-07-20,1.8333
2018-07-23,0.7092
2018-07-24,-3.0336
2018-07-25,-3.352
2018-07-26,-1.2717
2018-07-27,-3.103
2018-07-30,-5.5891
2018-07-31,5.28
2018-08-01,1.2158
2018-08-02,-4.3243
2018-08-03,-0.9416
2018-08-06,1.5209000000000001
2018-08-07,1.1236
2018-08-08,-2.2222
2018-08-09,1.0732
2018-08-10,0.0
2018-08-13,-0.559
2018-08-14,0.4994
2018-08-15,0.75
2018-08-16,-4.2804
2018-08-17,5.3791
2018-08-20,1.476
2018-08-21,-1.8182
2018-08-22,0.4679
2018-08-23,2.2377
2018-08-24,0.5409
2018-08-27,-0.8368
2018-08-28,1.3261
2018-08-29,-1.6657
2018-08-30,-0.0605
2018-08-31,-0.4843
2018-09-04,0.9732
2018-09-05,0.9036
2018-09-06,3.1642
2018-09-07,9.0856
2018-09-10,4.9867
2018-09-11,6.1142
2018-09-12,-14.7143
2018-09-13,-0.4467
2018-09-14,-6.5059000000000005
2018-09-17,-5.6389
2018-09-18,1.335
2018-09-19,3.6386
2018-09-20,2.9055999999999997
2018-09-21,-0.7059
2018-09-24,4.5616
2018-09-25,2.3229
2018-09-26,-1.0244
2018-09-27,0.3077
2018-09-28,-1.952
2018-10-01,-3.2423
2018-10-02,5.0541
2018-10-03,-8.2245
2018-10-04,-0.9146
2018-10-05,-2.7692
2018-10-08,-1.8354
2018-10-09,-2.1921
2018-10-10,-0.9229
2018-10-11,3.1271
2018-10-12,4.129
2018-10-15,23.9157
2018-10-16,23.65
2018-10-17,-13.425
2018-10-18,-3.503
2018-10-19,9.8258
2018-10-22,-6.9193
2018-10-23,0.4261
2018-10-24,-4.149
2018-10-25,-2.3119
2018-10-26,-2.7694
2018-10-29,-2.8483
2018-10-30,5.1173
2018-10-31,4.5132
2018-11-01,14.0223
2018-11-02,-3.5319000000000003
2018-11-05,-1.9409
2018-11-06,-2.834
2018-11-07,0.6481
2018-11-08,-4.0938
2018-11-09,7.1463
2018-11-12,-3.3124000000000002
2018-11-13,-5.2778
2018-11-14,6.1095
2018-11-15,-0.1382
2018-11-16,-4.4742
2018-11-19,-0.1931
2018-11-20,-0.2903
2018-11-21,0.0485
2018-11-23,1.7944
2018-11-26,-2.0962
2018-11-27,4.3796
2018-11-28,10.9557
2018-11-29,-1.5126
2018-11-30,8.2765
2018-12-03,-1.6548
2018-12-04,-4.2869
2018-12-06,-1.7581
2018-12-07,0.0852
2018-12-10,-0.2554
2018-12-11,-0.5975
2018-12-12,2.1468
2018-12-13,4.6238
2018-12-14,-0.5223
2018-12-17,-5.0485
2018-12-18,-2.5946
2018-12-19,-1.9214
2018-12-20,-6.5895
2018-12-21,-3.0505
2018-12-24,2.0157
2018-12-26,-0.5783
2018-12-27,-1.3088
2018-12-28,1.6208
2018-12-31,0.435
2019-01-02,9.9134
2019-01-03,-1.0946
2019-01-04,12.3063
2019-01-07,1.6160999999999999
2019-01-08,4.9263
2019-01-09,-3.2532
2019-01-10,1.987
2019-01-11,-2.1731
2019-01-14,-3.9831
2019-01-15,0.7978
2019-01-16,-5.0257
2019-01-17,-4.0833
2019-01-18,1.086
2019-01-22,-4.899
2019-01-23,1.9431
2019-01-24,3.2358000000000002
2019-01-25,-0.5152
2019-01-28,-2.8917
2019-01-29,-1.7332999999999998
2019-01-30,3.3695
2019-01-31,1.1595
2019-02-01,1.6002999999999998
2019-02-04,-0.1277
2019-02-05,-0.7246
2019-02-06,0.9017
2019-02-07,-3.4043
2019-02-08,1.8942999999999999
2019-02-11,-3.7180999999999997
2019-02-12,-0.4939
2019-02-13,1.083
2019-02-14,-0.5804
2019-02-15,3.233
2019-02-19,-0.8264
2019-02-20,-0.7456
2019-02-21,-1.3256999999999999
2019-02-22,1.0748
2019-02-25,0.3545
2019-02-26,0.9051
2019-02-27,1.9471
2019-02-28,-4.0343
2019-03-01,1.7442
2019-03-04,-3.2967
2019-03-05,2.7273
2019-03-06,5.0885
2019-03-07,-1.9367999999999999
2019-03-08,-4.8088999999999995
2019-03-11,-6.5855
2019-03-12,1.6417000000000002
2019-03-13,-5.6532
2019-03-14,0.0
2019-03-15,6.2437
2019-03-18,0.9005
2019-03-19,4.2273
2019-03-20,-0.1803
2019-03-21,8.3521
2019-03-22,4.25
2019-03-25,9.2726
2019-03-26,-0.1097
2019-03-27,4.5038
2019-03-28,4.8003
2019-03-29,9.9967
2019-04-01,0.304
2019-04-02,-3.9697
2019-04-03,5.0805
2019-04-04,4.2943
2019-04-05,-0.8062
2019-04-08,-3.8897
2019-04-09,-4.8324
2019-04-10,1.4599
2019-04-11,0.8133
2019-04-12,-0.8067
2019-04-15,-4.0976
2019-04-16,0.3262
2019-04-17,-0.8453
2019-04-18,2.7541
2019-04-22,3.127
2019-04-23,4.4245
2019-04-24,-2.0444
2019-04-25,-0.8167
2019-04-26,0.6404
2019-04-29,-0.5758
2019-04-30,-0.1829
2019-05-01,-1.1298
2019-05-02,-1.9456
2019-05-03,-1.1969
2019-05-06,0.6376
2019-05-07,1.9322
2019-05-08,0.1243
2019-05-09,2.7312
2019-05-10,8.5801
2019-05-13,-0.6121
2019-05-14,1.5118
2019-05-15,-3.4749
2019-05-16,-3.6856999999999998
2019-05-17,-1.0976
2019-05-20,-3.4793
2019-05-21,0.9012
2019-05-22,-0.5236
2019-05-23,-0.9288
2019-05-24,1.375
2019-05-28,-0.6473
2019-05-29,-2.0478
2019-05-30,1.3620999999999999
2019-05-31,-1.8125
2019-06-03,1.0821
2019-06-04,-1.8577
2019-06-05,1.7966
2019-06-06,-0.914
2019-06-07,0.2545
2019-06-10,1.5228000000000002
2019-06-11,-1.0
2019-06-12,1.2626
2019-06-13,-4.52
2019-06-14,-11.1982
2019-06-17,5.5147
2019-06-18,-0.7317
2019-06-19,1.3338
2019-06-20,0.1732
2019-06-21,0.7953
2019-06-24,41.3379
2019-06-25,-2.1602
2019-06-26,-2.2575
2019-06-27,-3.5279
2019-06-28,5.9458
2019-07-01,10.2806
2019-07-02,-0.5855
2019-07-03,2.333
2019-07-05,-1.0624
2019-07-08,-5.4139
2019-07-09,0.8988
2019-07-10,3.8912
2019-07-11,2.0532
2019-07-12,3.9133
2019-07-15,1.383
2019-07-16,0.042
2019-07-17,1.9719
2019-07-18,-0.5349
2019-07-19,2.1923
2019-07-22,3.8251
2019-07-23,-4.7173
2019-07-24,-1.3093
2019-07-25,-0.0829
2019-07-26,-3.5892
2019-07-29,7.252
2019-07-30,-4.5144
2019-07-31,0.8825
2019-08-01,-0.4582
2019-08-02,-4.1431000000000004
2019-08-05,-6.6579
2019-08-06,2.8999
2019-08-07,-3.4545
2019-08-08,2.5659
2019-08-09,1.6755
2019-08-12,-1.5800999999999998
2019-08-13,-2.5459
2019-08-14,-1.6239
2019-08-15,-1.4833
2019-08-16,3.594
2019-08-19,4.6882
2019-08-20,-1.4554
2019-08-21,-1.6587
2019-08-22,-4.9908
2019-08-23,-1.4348
2019-08-26,3.2322
2019-08-27,4.4216
2019-08-28,5.7679
2019-08-29,0.8007
2019-08-30,-3.392
2019-09-03,-7.8222000000000005
2019-09-04,3.6162
2019-09-05,5.3281
2019-09-06,-5.6329
2019-09-09,-3.2772
2019-09-10,11.2294
2019-09-11,3.9382
2019-09-12,-6.95
2019-09-13,1.2823
2019-09-16,-1.9325
2019-09-17,1.88
2019-09-18,4.402
2019-09-19,3.3007
2019-09-20,0.9689
2019-09-23,-4.5325
2019-09-24,-11.0351
2019-09-25,-0.2644
2019-09-26,-1.2292
2019-09-27,-13.6164
2019-09-30,-1.9068
2019-10-01,-4.478
2019-10-02,5.0648
2019-10-03,5.1363
2019-10-04,2.5109
2019-10-07,2.2897
2019-10-08,-2.9932
2019-10-09,-3.4612
2019-10-10,0.5837
2019-10-11,3.3711
2019-10-14,-3.9829
2019-10-15,7.6002
2019-10-16,3.3118
2019-10-17,-5.4596
2019-10-18,-4.4503
2019-10-21,2.107
2019-10-22,0.2172
2019-10-23,6.0688
2019-10-24,-2.3499
2019-10-25,-0.2354
2019-10-28,8.1279
2019-10-29,-0.8729
2019-10-30,-3.5225
2019-10-31,4.1329
2019-11-01,3.0923
2019-11-04,3.1649
2019-11-05,-1.4881
2019-11-06,0.5113
2019-11-07,-3.1445
2019-11-08,1.5994000000000002
2019-11-11,9.0461
2019-11-12,1.1204
2019-11-13,9.397
2019-11-14,-0.5259
2019-11-15,0.9595
2019-11-18,2.8123
2019-11-19,1.7167
2019-11-20,-3.6907
2019-11-21,-1.3865
2019-11-22,6.2878
2019-11-25,4.6482
2019-11-26,-3.8448
2019-11-27,5.8791
2019-11-29,-2.5522
2019-12-02,8.9011
2019-12-03,-3.1524
2019-12-04,1.9295
2019-12-05,-1.3663
2019-12-06,4.5394
2019-12-09,0.0639
2019-12-10,0.6541
2019-12-11,-1.8069
2019-12-12,3.6804
2019-12-13,1.5569
2019-12-16,-3.2347
2019-12-17,-3.8023
2019-12-18,3.5079000000000002
2019-12-19,-10.7717
2019-12-20,2.122
2019-12-23,2.235
2019-12-24,5.2775
2019-12-26,0.9247
2019-12-27,-3.3114
2019-12-30,-4.1895
2019-12-31,-3.9042
2020-01-02,2.9072
2020-01-03,4.6675
2020-01-06,-2.4644
2020-01-07,-5.6721
2020-01-08,-5.922
2020-01-09,0.0
2020-01-10,-2.8278
2020-01-13,-5.8601
2020-01-14,-0.3599
2020-01-15,3.7824
2020-01-16,7.0025
2020-01-17,-0.8228
2020-01-21,4.9778
2020-01-22,4.411
2020-01-23,-1.373
2020-01-24,-0.0178
2020-01-27,3.106
2020-01-28,0.6752
2020-01-29,-4.454
2020-01-30,-4.9496
2020-01-31,-1.0415
2020-02-03,4.5542
2020-02-04,7.0644
2020-02-05,0.7179
2020-02-06,-0.0339
2020-02-07,-0.5263
2020-02-10,1.5702
2020-02-11,6.5870999999999995
2020-02-12,3.4842
2020-02-13,-1.7215
2020-02-14,-0.248
2020-02-18,-3.3256
2020-02-19,0.7877
2020-02-20,-3.2695
2020-02-21,-2.2589
2020-02-24,-2.1086
2020-02-25,-7.9786
2020-02-26,2.9962999999999997
2020-02-27,-4.5455
2020-02-28,1.8094999999999999
2020-03-02,9.1674
2020-03-03,-4.1817
2020-03-04,2.2179
2020-03-05,4.112
2020-03-06,-10.1008
2020-03-09,-6.0385
2020-03-10,7.4214
2020-03-11,-7.5384
2020-03-12,-22.8766
2020-03-13,14.8312
2020-03-16,-13.4359
2020-03-17,7.2903
2020-03-18,-14.7102
2020-03-19,12.0788
2020-03-20,-1.0701
2020-03-23,-7.2367
2020-03-24,7.9399999999999995
2020-03-25,-3.035
2020-03-26,7.4271
2020-03-27,-4.9383
2020-03-30,3.6364
2020-03-31,8.3709
2020-04-01,-10.8927
2020-04-02,2.7251
2020-04-03,-6.4426
2020-04-06,5.374
2020-04-07,3.6135
2020-04-08,3.9327
2020-04-09,5.2356
2020-04-13,-2.5328
2020-04-14,7.2854
2020-04-15,-2.3573
2020-04-16,-0.7309
2020-04-17,1.9857
2020-04-20,-0.9407
2020-04-21,4.0857
2020-04-22,5.453
2020-04-23,-0.2213
2020-04-24,-1.4519
2020-04-27,2.7215
2020-04-28,-0.9761
2020-04-29,0.3018
2020-04-30,-5.355
2020-05-01,-1.8648
2020-05-04,7.5362
2020-05-05,5.7028
2020-05-06,3.3625
2020-05-07,2.9958
2020-05-08,3.5332
2020-05-11,3.4126
2020-05-12,-1.6
2020-05-13,-4.082
2020-05-14,4.3793
2020-05-15,0.1523
2020-05-18,-4.4764
2020-05-19,-5.9416
2020-05-20,3.4029
2020-05-21,-1.8182
2020-05-22,-1.8519
2020-05-26,-2.5094
2020-05-27,-5.1868
2020-05-28,2.8169
2020-05-29,2.0647
2020-06-01,-3.9292
2020-06-02,-1.5388
2020-06-03,-1.1927
2020-06-04,0.9365
2020-06-05,-2.433
2020-06-08,-0.7608
2020-06-09,-3.1729
2020-06-10,5.0803
2020-06-11,-9.229800000000001
2020-06-12,3.6892
2020-06-15,1.1118999999999999
2020-06-16,11.0402
2020-06-17,-9.487
2020-06-18,-0.8534
2020-06-19,-2.4056
2020-06-22,1.0403
2020-06-23,0.8953
2020-06-24,-4.8802
2020-06-25,-0.7463
2020-06-26,0.094
2020-06-29,-3.0516
2020-06-30,0.2906
2020-07-01,9.802
2020-07-02,-1.6051
2020-07-06,-3.9106
2020-07-07,-3.1628
2020-07-08,3.5303
2020-07-09,-1.5774
2020-07-10,-3.5117000000000003
2020-07-13,-7.7675
2020-07-14,6.2235
2020-07-15,5.0611
2020-07-16,-2.8239
2020-07-17,0.6838
2020-07-20,3.8807
2020-07-21,-5.0198
2020-07-22,2.6794000000000002
2020-07-23,-1.3167
2020-07-24,1.8437999999999999
2020-07-27,5.5026
2020-07-28,-3.319
2020-07-29,-3.3629
2020-07-30,3.2141
2020-07-31,-3.3247
