ticker,VRTT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-03,-48.5714
2015-09-09,-5.5556
2015-10-08,-30.0
2015-10-09,-11.7647
2015-10-12,-4.7619
2015-10-13,0.0
2015-10-14,5.0
2015-10-16,-4.7619
2015-10-20,-3.0
2015-10-21,4.1237
2015-10-22,0.0
2015-10-23,48.5149
2015-10-26,-30.0
2015-11-02,-3.8095
2015-11-03,0.0
2015-11-04,0.0
2015-11-06,-0.9901
2015-11-12,0.0
2015-11-13,-5.0
2015-11-17,10.526299999999999
2015-11-30,-1.9048
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,1.9417
2015-12-04,-1.9048
2015-12-08,1.9417
2015-12-09,-4.7619
2015-12-11,0.0
2015-12-16,-5.0
2016-01-11,0.0
2016-02-02,-57.8947
2016-02-03,145.0
2016-02-04,-13.2653
2016-02-08,7.0588
2016-02-16,7.6923
2016-03-01,0.0
2016-03-04,-3.0612
2016-03-23,-10.526299999999999
2016-03-28,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-06,5.8824
2016-04-08,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-18,0.0
2016-04-20,-2.2222
2016-04-29,0.0
2016-05-05,13.6364
2016-05-09,-10.0
2016-05-20,11.1111
2016-05-23,0.0
2016-06-01,10.0
2016-06-09,-13.6364
2016-06-17,-4.2105
2016-06-21,4.3819
2016-06-22,-6.3035
2016-07-07,1.1236
2016-07-13,5.5556
2016-07-15,0.0
2016-07-21,0.0
2016-08-03,-4.2105
2016-08-04,20.8791
2016-09-20,-13.6364
2016-09-23,5.2632
2016-09-27,0.0
2016-11-07,-25.0
2016-11-17,0.0
2016-11-22,0.0
2016-11-30,0.0
2016-12-05,-32.0
2016-12-06,-1.9607999999999999
2016-12-08,-20.0
2016-12-09,0.0
2016-12-16,-25.0
2016-12-20,-64.6667
2016-12-21,-5.6604
2016-12-22,0.0
2016-12-23,240.0
2016-12-27,-5.8824
2016-12-28,25.0
2016-12-29,27.5
2016-12-30,-60.7843
2017-01-03,32.5
2017-01-04,50.9434
2017-01-11,-12.5
2017-01-12,-14.2857
2017-02-06,18.6667
2017-02-15,-36.7978
2017-02-16,-55.5556
2017-04-06,194.6875
2017-05-18,-25.3446
2017-08-31,-2.2727
2017-09-22,123.4884
2017-09-26,10.281
2017-09-27,-3.7554
2017-10-05,-21.5686
2017-10-18,25.0
2017-10-23,0.0
2017-10-24,20.0
2017-11-16,-8.3333
2017-11-30,9.0909
2017-12-01,0.0
2017-12-26,-1.6667
2018-01-08,0.0
2018-02-20,-15.2542
2018-02-23,18.0
2018-03-05,-91.5254
2018-03-06,1079.8
2018-03-12,-15.2399
2018-06-05,-20.0
2018-06-06,0.0
2018-07-10,-12.5
2019-01-07,0.0
2019-01-08,-14.2857
2019-02-05,-16.6667
2019-02-13,-20.0
2019-02-15,10.0
2019-04-09,-36.3636
2019-04-10,-7.1429
2019-04-11,-15.3846
2019-05-08,-27.2727
2019-06-06,-12.5
2019-06-14,28.5714
2019-06-17,-22.2222
2019-08-30,0.0
2019-10-01,0.0
2020-02-26,0.0
2020-05-26,-84.2857
