ticker,SRNN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5152
2000-01-05,1.5385
2000-01-11,3.0303
2000-01-12,-1.4706000000000001
2000-01-13,-1.4925
2000-01-21,5.303
2000-01-25,-0.7194
2000-01-27,1.4493
2000-01-31,2.8571
2000-02-03,0.0
2000-02-24,-1.8233000000000001
2000-02-28,-8.5714
2000-02-29,1.5625
2000-03-01,-4.6154
2000-03-02,-3.2258
2000-03-03,3.3333
2000-03-07,0.0
2000-03-08,1.6129
2000-03-09,-1.5873
2000-03-10,-1.6129
2000-03-13,-4.918
2000-03-14,0.0
2000-03-15,4.3103
2000-03-16,4.1322
2000-03-17,-6.3492
2000-03-20,0.0
2000-03-21,-0.8475
2000-03-22,2.5641
2000-03-23,3.3333
2000-03-29,-1.6129
2000-03-31,0.0
2000-04-05,-1.6393
2000-04-06,-1.6667
2000-04-07,-0.8475
2000-04-10,1.7094
2000-04-11,-1.6806999999999999
2000-04-13,0.8547
2000-04-19,0.0
2000-04-20,1.6949
2000-04-24,-1.6667
2000-04-25,10.1695
2000-05-08,-1.5385
2000-05-12,4.2654
2000-05-16,3.0303
2000-05-17,-2.2059
2000-05-18,0.0
2000-05-19,-0.7519
2000-05-22,-2.2727
2000-05-25,0.7752
2000-05-26,0.0
2000-06-05,0.0
2000-06-07,3.0769
2000-06-12,10.4478
2000-06-14,1.3514
2000-06-15,0.0
2000-06-19,0.0
2000-06-21,-1.3333
2000-06-26,1.3514
2000-06-30,0.0
2000-07-05,-1.3333
2000-07-06,-4.0541
2000-07-10,0.0
2000-07-14,1.4085
2000-07-24,0.0
2000-07-25,1.3889
2000-07-27,4.1096
2000-07-31,-2.6316
2000-08-08,2.7027
2000-08-15,3.9474
2000-08-16,2.5316
2000-08-18,13.5802
2000-08-22,-2.1739
2000-08-23,-3.6667
2000-08-29,2.3256
2000-09-01,2.2727
2000-09-05,-2.2222
2000-09-06,-2.2727
2000-09-12,-1.1628
2000-09-13,-0.5882
2000-09-14,2.9586
2000-09-15,-1.1494
2000-09-18,-1.1628
2000-09-20,0.0
2000-09-25,-0.5882
2000-09-29,-0.5917
2000-10-03,0.0
2000-10-12,-3.5714
2000-10-16,-1.2346
2000-10-19,0.0
2000-11-29,-5.4224
2000-11-30,-1.3333
2000-12-08,-0.6757
2000-12-12,-0.6803
2000-12-14,0.0
2000-12-21,-1.3699
2000-12-22,-1.3889
2000-12-26,-1.4085
2000-12-27,2.8571
2000-12-28,-2.7778
